year,week,date,region_n,avg_value
2017,8,2017-02-20,NORTH REGION,82.5440314363881
2017,9,2017-02-27,NORTH REGION,87.34750052489933
2017,10,2017-03-06,NORTH REGION,79.77150388931757
2017,11,2017-03-13,NORTH REGION,77.92343549965867
2017,12,2017-03-20,NORTH REGION,78.61465864423197
2017,13,2017-03-27,NORTH REGION,83.42813384591844
2017,14,2017-04-03,NORTH REGION,79.81619865208677
2017,15,2017-04-10,NORTH REGION,82.19893362665503
2017,16,2017-04-17,NORTH REGION,81.25100029759035
2017,17,2017-04-24,NORTH REGION,82.68553556984352
2017,18,2017-05-01,NORTH REGION,81.67427152036811
2017,19,2017-05-08,NORTH REGION,83.06540557392525
2017,20,2017-05-15,NORTH REGION,80.70014009156723
2017,21,2017-05-22,NORTH REGION,84.4600651951566
2017,22,2017-05-29,NORTH REGION,77.99028138091816
2017,23,2017-06-05,NORTH REGION,77.34924966296012
2017,24,2017-06-12,NORTH REGION,78.5075635922409
2017,25,2017-06-19,NORTH REGION,81.14342070174237
2017,26,2017-06-26,NORTH REGION,81.84913216726825
2017,27,2017-07-03,NORTH REGION,80.46928099748519
2017,28,2017-07-10,NORTH REGION,81.77599273047606
2017,29,2017-07-17,NORTH REGION,76.6979198484022
2017,30,2017-07-24,NORTH REGION,73.14429440999288
2017,31,2017-07-31,NORTH REGION,71.7723139036475
2017,32,2017-08-07,NORTH REGION,82.51145818043767
2017,33,2017-08-14,NORTH REGION,79.83845423509045
2017,34,2017-08-21,NORTH REGION,79.7667233439366
2017,35,2017-08-28,NORTH REGION,77.6440348757894
2017,36,2017-09-04,NORTH REGION,80.73400849383931
2017,37,2017-09-11,NORTH REGION,80.72732980235601
2017,38,2017-09-18,NORTH REGION,80.59241622410426
2017,39,2017-09-25,NORTH REGION,82.68734673649763
2017,40,2017-10-02,NORTH REGION,82.98711146744294
2017,41,2017-10-09,NORTH REGION,78.38636865372871
2017,42,2017-10-16,NORTH REGION,71.41755321690601
2017,43,2017-10-23,NORTH REGION,79.9688992175062
2017,44,2017-10-30,NORTH REGION,81.91523768041552
2017,45,2017-11-06,NORTH REGION,85.10360575471081
2017,46,2017-11-13,NORTH REGION,85.16908190056179
2017,47,2017-11-20,NORTH REGION,86.15348296096252
2017,48,2017-11-27,NORTH REGION,78.52828541262673
2017,49,2017-12-04,NORTH REGION,78.6877871088769
2017,50,2017-12-11,NORTH REGION,76.75234542144923
2017,51,2017-12-18,NORTH REGION,76.52392178673881
2018,1,2018-01-01,NORTH REGION,85.391858074351
2018,2,2018-01-08,NORTH REGION,88.16917223144613
2018,3,2018-01-15,NORTH REGION,78.07621927401958
2018,4,2018-01-22,NORTH REGION,79.93632988558132
2018,5,2018-01-29,NORTH REGION,78.23577132305635
2018,6,2018-02-05,NORTH REGION,71.56252490088394
2018,7,2018-02-12,NORTH REGION,73.99131309646947
2018,8,2018-02-19,NORTH REGION,77.10592807691178
2018,9,2018-02-26,NORTH REGION,78.05279090438992
2018,10,2018-03-05,NORTH REGION,80.30536121289866
2018,11,2018-03-12,NORTH REGION,75.87679947081291
2018,12,2018-03-19,NORTH REGION,75.35728961920387
2018,13,2018-03-26,NORTH REGION,80.58889867488203
2018,14,2018-04-02,NORTH REGION,75.98255407113933
2018,15,2018-04-09,NORTH REGION,72.48553093483787
2018,16,2018-04-16,NORTH REGION,81.93878240239286
2018,17,2018-04-23,NORTH REGION,78.73850176461248
2018,18,2018-04-30,NORTH REGION,80.75544398105173
2018,19,2018-05-07,NORTH REGION,74.46369885280154
2018,20,2018-05-14,NORTH REGION,82.35270791878048
2018,21,2018-05-21,NORTH REGION,79.27519675027114
2018,22,2018-05-28,NORTH REGION,81.8732993459311
2018,23,2018-06-04,NORTH REGION,73.80292863808457
2018,24,2018-06-11,NORTH REGION,79.30582158246159
2018,25,2018-06-18,NORTH REGION,83.99181154122725
2018,26,2018-06-25,NORTH REGION,85.20530134086219
2018,27,2018-07-02,NORTH REGION,75.97651656473766
2018,28,2018-07-09,NORTH REGION,77.82137574265903
2018,29,2018-07-16,NORTH REGION,76.44178693193555
2018,30,2018-07-23,NORTH REGION,74.19296692591351
2018,31,2018-07-30,NORTH REGION,79.86363449831404
2018,32,2018-08-06,NORTH REGION,75.84805546169589
2018,33,2018-08-13,NORTH REGION,72.67175103691281
2018,34,2018-08-20,NORTH REGION,76.6152563095152
2018,35,2018-08-27,NORTH REGION,77.38615216509069
2018,36,2018-09-03,NORTH REGION,80.67344648856991
2018,37,2018-09-10,NORTH REGION,73.34192305090954
2018,38,2018-09-17,NORTH REGION,77.19930055928901
2018,39,2018-09-24,NORTH REGION,71.09898054853547
2018,40,2018-10-01,NORTH REGION,72.96755520056082
2018,41,2018-10-08,NORTH REGION,85.03246876562378
2018,42,2018-10-15,NORTH REGION,76.71448204123088
2018,43,2018-10-22,NORTH REGION,80.33630557104073
2018,44,2018-10-29,NORTH REGION,83.13312885423524
2018,45,2018-11-05,NORTH REGION,81.51345791615265
2018,46,2018-11-12,NORTH REGION,81.28053077755733
2018,47,2018-11-19,NORTH REGION,80.0149775327309
2018,48,2018-11-26,NORTH REGION,81.36615977500861
2018,49,2018-12-03,NORTH REGION,81.62948605055846
2018,50,2018-12-10,NORTH REGION,82.96185499559377
2018,51,2018-12-17,NORTH REGION,76.53320182566371
2018,52,2018-12-24,NORTH REGION,74.04381100301245
2019,1,2018-12-31,NORTH REGION,74.95739411554075
2019,2,2019-01-07,NORTH REGION,74.5996107067031
2019,3,2019-01-14,NORTH REGION,76.98303965649106
2019,4,2019-01-21,NORTH REGION,74.61225225961482
2019,5,2019-01-28,NORTH REGION,75.98165540530327
2019,6,2019-02-04,NORTH REGION,72.33782682662311
2019,7,2019-02-11,NORTH REGION,71.76060416497015
2019,8,2019-02-18,NORTH REGION,75.82705296717047
2019,9,2019-02-25,NORTH REGION,71.98893724821366
2019,10,2019-03-04,NORTH REGION,72.16114645798491
2019,11,2019-03-11,NORTH REGION,71.08830002795598
2019,12,2019-03-18,NORTH REGION,69.10010408383417
2019,13,2019-03-25,NORTH REGION,74.47686919890629
2019,14,2019-04-01,NORTH REGION,72.48749828294788
2019,15,2019-04-08,NORTH REGION,76.65320414550688
2019,16,2019-04-15,NORTH REGION,72.3027111067064
2019,17,2019-04-22,NORTH REGION,80.53067204512718
2019,18,2019-04-29,NORTH REGION,78.1418097752004
2019,19,2019-05-06,NORTH REGION,74.99234784723397
2019,20,2019-05-13,NORTH REGION,79.05229979257497
2019,21,2019-05-20,NORTH REGION,75.30700665175117
2019,22,2019-05-27,NORTH REGION,77.9254837127083
2019,23,2019-06-03,NORTH REGION,85.16757051320401
2019,24,2019-06-10,NORTH REGION,77.94840544790088
2019,25,2019-06-17,NORTH REGION,81.74821510817085
2019,26,2019-06-24,NORTH REGION,74.70425987741703
2019,27,2019-07-01,NORTH REGION,76.7596533931788
2019,28,2019-07-08,NORTH REGION,73.34304859927734
2019,29,2019-07-15,NORTH REGION,70.94371895385392
2019,30,2019-07-22,NORTH REGION,69.84947989078869
2019,31,2019-07-29,NORTH REGION,67.96813155473016
2019,32,2019-08-05,NORTH REGION,73.709947259025
2019,33,2019-08-12,NORTH REGION,71.73079635659178
2019,34,2019-08-19,NORTH REGION,69.30184928424804
2019,35,2019-08-26,NORTH REGION,72.67426221048505
2019,36,2019-09-02,NORTH REGION,69.3267336991342
2019,37,2019-09-09,NORTH REGION,70.7147816095915
2019,38,2019-09-16,NORTH REGION,68.11263559102859
2019,39,2019-09-23,NORTH REGION,74.99027103318802
2019,40,2019-09-30,NORTH REGION,75.26081695500413
2019,41,2019-10-07,NORTH REGION,76.84778851407032
2019,42,2019-10-14,NORTH REGION,75.74018865958287
2019,43,2019-10-21,NORTH REGION,79.19096432921839
2019,44,2019-10-28,NORTH REGION,74.71971934298752
2019,45,2019-11-04,NORTH REGION,77.26631066975338
2019,46,2019-11-11,NORTH REGION,75.08196967447238
2019,47,2019-11-18,NORTH REGION,79.57627860741697
2019,48,2019-11-25,NORTH REGION,80.07905957607667
2019,49,2019-12-02,NORTH REGION,75.9995276077242
2019,50,2019-12-09,NORTH REGION,88.19945349357712
2019,51,2019-12-16,NORTH REGION,82.84756953773598
2019,52,2019-12-23,NORTH REGION,75.7135356616288
2020,1,2019-12-30,NORTH REGION,76.2105223731808
2020,2,2020-01-06,NORTH REGION,75.9472634880993
2020,3,2020-01-13,NORTH REGION,73.3343826778538
2020,4,2020-01-20,NORTH REGION,74.46115659508854
2020,5,2020-01-27,NORTH REGION,77.19961535204558
2020,6,2020-02-03,NORTH REGION,72.30208011727386
2020,7,2020-02-10,NORTH REGION,79.1562635869859
2020,8,2020-02-17,NORTH REGION,74.93989004798053
2020,9,2020-02-24,NORTH REGION,72.99286234020302
2020,10,2020-03-02,NORTH REGION,76.16579164653082
2020,11,2020-03-09,NORTH REGION,71.62110135180325
2020,12,2020-03-16,NORTH REGION,73.84318236781534
2020,13,2020-03-23,NORTH REGION,75.251462126139
2020,14,2020-03-30,NORTH REGION,73.32758555108332
2020,15,2020-04-06,NORTH REGION,75.91310615081626
2020,16,2020-04-13,NORTH REGION,69.76720758645953
2020,17,2020-04-20,NORTH REGION,78.57742678658335
2020,18,2020-04-27,NORTH REGION,79.42644122439991
2020,19,2020-05-04,NORTH REGION,76.11675085163013
2020,20,2020-05-11,NORTH REGION,77.5470248618029
2020,21,2020-05-18,NORTH REGION,78.54313870461067
2020,22,2020-05-25,NORTH REGION,77.88751284180437
2020,23,2020-06-01,NORTH REGION,77.26570790131544
2020,24,2020-06-08,NORTH REGION,80.445699161644
2020,25,2020-06-15,NORTH REGION,81.88154197713345
2020,26,2020-06-22,NORTH REGION,80.20222478975232
2020,27,2020-06-29,NORTH REGION,74.88107560799406
2020,28,2020-07-06,NORTH REGION,80.59244633788046
2020,29,2020-07-13,NORTH REGION,67.88211602492672
2020,30,2020-07-20,NORTH REGION,73.47714342042933
2020,31,2020-07-27,NORTH REGION,80.0124076186629
2020,32,2020-08-03,NORTH REGION,62.97284953265076
2020,33,2020-08-10,NORTH REGION,71.07141627510771
2020,34,2020-08-17,NORTH REGION,82.31758908086994
2020,35,2020-08-24,NORTH REGION,73.18419203306632
2020,36,2020-08-31,NORTH REGION,65.84242770620752
2020,37,2020-09-07,NORTH REGION,73.81596301122957
2020,38,2020-09-14,NORTH REGION,71.99086723963076
2020,39,2020-09-21,NORTH REGION,78.6869557377061
2020,40,2020-09-28,NORTH REGION,77.75603611045877
2020,41,2020-10-05,NORTH REGION,76.02528282453605
2020,42,2020-10-12,NORTH REGION,71.38329105734793
2020,43,2020-10-19,NORTH REGION,75.64467170783155
2020,44,2020-10-26,NORTH REGION,77.64411377215798
2020,45,2020-11-02,NORTH REGION,82.77320208682387
2013,21,2013-05-20,NORTH-EAST REGION,81.61597248094392
2013,22,2013-05-27,NORTH-EAST REGION,81.61597248094392
2013,23,2013-06-03,NORTH-EAST REGION,81.61597248094392
2013,24,2013-06-10,NORTH-EAST REGION,81.61597248094392
2013,25,2013-06-17,NORTH-EAST REGION,81.61597248094392
2013,26,2013-06-24,NORTH-EAST REGION,81.61597248094392
2013,27,2013-07-01,NORTH-EAST REGION,81.61597248094392
2013,28,2013-07-08,NORTH-EAST REGION,81.61597248094392
2013,29,2013-07-15,NORTH-EAST REGION,81.61597248094392
2013,30,2013-07-22,NORTH-EAST REGION,81.61597248094392
2013,31,2013-07-29,NORTH-EAST REGION,81.61597248094392
2013,32,2013-08-05,NORTH-EAST REGION,81.61597248094392
2013,33,2013-08-12,NORTH-EAST REGION,81.61597248094392
2013,34,2013-08-19,NORTH-EAST REGION,81.61597248094392
2013,35,2013-08-26,NORTH-EAST REGION,81.61597248094392
2013,36,2013-09-02,NORTH-EAST REGION,81.61597248094392
2013,37,2013-09-09,NORTH-EAST REGION,81.61597248094392
2013,38,2013-09-16,NORTH-EAST REGION,81.61597248094392
2013,39,2013-09-23,NORTH-EAST REGION,81.61597248094392
2013,40,2013-09-30,NORTH-EAST REGION,81.61597248094392
2013,41,2013-10-07,NORTH-EAST REGION,81.61597248094392
2013,42,2013-10-14,NORTH-EAST REGION,81.61597248094392
2013,43,2013-10-21,NORTH-EAST REGION,81.61597248094392
2013,44,2013-10-28,NORTH-EAST REGION,81.61597248094392
2013,45,2013-11-04,NORTH-EAST REGION,81.61597248094392
2013,46,2013-11-11,NORTH-EAST REGION,81.61597248094392
2013,47,2013-11-18,NORTH-EAST REGION,81.61597248094392
2013,48,2013-11-25,NORTH-EAST REGION,81.61597248094392
2013,49,2013-12-02,NORTH-EAST REGION,81.61597248094392
2013,50,2013-12-09,NORTH-EAST REGION,81.61597248094392
2013,51,2013-12-16,NORTH-EAST REGION,81.61597248094392
2013,52,2013-12-23,NORTH-EAST REGION,81.61597248094392
2013,1,2012-12-31,NORTH-EAST REGION,81.61597248094392
2014,1,2013-12-30,NORTH-EAST REGION,81.61597248094392
2014,2,2014-01-06,NORTH-EAST REGION,81.61597248094392
2014,3,2014-01-13,NORTH-EAST REGION,81.61597248094392
2014,4,2014-01-20,NORTH-EAST REGION,81.61597248094392
2014,5,2014-01-27,NORTH-EAST REGION,81.61597248094392
2014,6,2014-02-03,NORTH-EAST REGION,81.61597248094392
2014,7,2014-02-10,NORTH-EAST REGION,81.61597248094392
2014,8,2014-02-17,NORTH-EAST REGION,81.61597248094392
2014,9,2014-02-24,NORTH-EAST REGION,81.61597248094392
2014,10,2014-03-03,NORTH-EAST REGION,81.61597248094392
2014,11,2014-03-10,NORTH-EAST REGION,81.61597248094392
2014,12,2014-03-17,NORTH-EAST REGION,81.61597248094392
2014,13,2014-03-24,NORTH-EAST REGION,81.61597248094392
2014,14,2014-03-31,NORTH-EAST REGION,81.61597248094392
2014,15,2014-04-07,NORTH-EAST REGION,81.61597248094392
2014,16,2014-04-14,NORTH-EAST REGION,81.61597248094392
2014,17,2014-04-21,NORTH-EAST REGION,81.61597248094392
2014,18,2014-04-28,NORTH-EAST REGION,81.61597248094392
2014,19,2014-05-05,NORTH-EAST REGION,81.61597248094392
2014,20,2014-05-12,NORTH-EAST REGION,81.61597248094392
2014,21,2014-05-19,NORTH-EAST REGION,81.61597248094392
2014,22,2014-05-26,NORTH-EAST REGION,81.61597248094392
2014,23,2014-06-02,NORTH-EAST REGION,81.61597248094392
2014,24,2014-06-09,NORTH-EAST REGION,81.61597248094392
2014,25,2014-06-16,NORTH-EAST REGION,81.61597248094392
2014,26,2014-06-23,NORTH-EAST REGION,81.61597248094392
2014,27,2014-06-30,NORTH-EAST REGION,81.61597248094392
2014,28,2014-07-07,NORTH-EAST REGION,81.61597248094392
2014,29,2014-07-14,NORTH-EAST REGION,81.61597248094392
2014,30,2014-07-21,NORTH-EAST REGION,81.61597248094392
2014,31,2014-07-28,NORTH-EAST REGION,81.61597248094392
2014,32,2014-08-04,NORTH-EAST REGION,81.61597248094392
2014,33,2014-08-11,NORTH-EAST REGION,81.61597248094392
2014,34,2014-08-18,NORTH-EAST REGION,81.61597248094392
2014,35,2014-08-25,NORTH-EAST REGION,81.61597248094392
2014,36,2014-09-01,NORTH-EAST REGION,81.61597248094392
2014,37,2014-09-08,NORTH-EAST REGION,81.61597248094392
2014,38,2014-09-15,NORTH-EAST REGION,81.61597248094392
2014,39,2014-09-22,NORTH-EAST REGION,81.61597248094392
2014,40,2014-09-29,NORTH-EAST REGION,81.61597248094392
2014,41,2014-10-06,NORTH-EAST REGION,81.61597248094392
2014,42,2014-10-13,NORTH-EAST REGION,81.61597248094392
2014,43,2014-10-20,NORTH-EAST REGION,81.61597248094392
2014,44,2014-10-27,NORTH-EAST REGION,81.61597248094392
2014,45,2014-11-03,NORTH-EAST REGION,81.61597248094392
2014,46,2014-11-10,NORTH-EAST REGION,81.61597248094392
2014,47,2014-11-17,NORTH-EAST REGION,81.61597248094392
2014,48,2014-11-24,NORTH-EAST REGION,81.61597248094392
2014,49,2014-12-01,NORTH-EAST REGION,81.61597248094392
2014,50,2014-12-08,NORTH-EAST REGION,81.61597248094392
2014,51,2014-12-15,NORTH-EAST REGION,81.61597248094392
2014,52,2014-12-22,NORTH-EAST REGION,81.61597248094392
2015,1,2014-12-29,NORTH-EAST REGION,81.61597248094392
2015,2,2015-01-05,NORTH-EAST REGION,81.61597248094392
2015,3,2015-01-12,NORTH-EAST REGION,81.61597248094392
2015,4,2015-01-19,NORTH-EAST REGION,81.61597248094392
2015,5,2015-01-26,NORTH-EAST REGION,81.61597248094392
2015,6,2015-02-02,NORTH-EAST REGION,81.61597248094392
2015,7,2015-02-09,NORTH-EAST REGION,81.61597248094392
2015,8,2015-02-16,NORTH-EAST REGION,81.61597248094392
2015,9,2015-02-23,NORTH-EAST REGION,81.61597248094392
2015,10,2015-03-02,NORTH-EAST REGION,81.61597248094392
2015,11,2015-03-09,NORTH-EAST REGION,81.61597248094392
2015,12,2015-03-16,NORTH-EAST REGION,81.61597248094392
2015,13,2015-03-23,NORTH-EAST REGION,81.61597248094392
2015,14,2015-03-30,NORTH-EAST REGION,81.61597248094392
2015,15,2015-04-06,NORTH-EAST REGION,81.61597248094392
2015,16,2015-04-13,NORTH-EAST REGION,81.61597248094392
2015,17,2015-04-20,NORTH-EAST REGION,81.61597248094392
2015,18,2015-04-27,NORTH-EAST REGION,81.61597248094392
2015,19,2015-05-04,NORTH-EAST REGION,81.61597248094392
2015,20,2015-05-11,NORTH-EAST REGION,81.61597248094392
2015,21,2015-05-18,NORTH-EAST REGION,81.61597248094392
2015,22,2015-05-25,NORTH-EAST REGION,81.61597248094392
2015,23,2015-06-01,NORTH-EAST REGION,81.61597248094392
2015,24,2015-06-08,NORTH-EAST REGION,81.61597248094392
2015,25,2015-06-15,NORTH-EAST REGION,81.61597248094392
2015,26,2015-06-22,NORTH-EAST REGION,81.61597248094392
2015,27,2015-06-29,NORTH-EAST REGION,81.61597248094392
2015,28,2015-07-06,NORTH-EAST REGION,81.61597248094392
2015,29,2015-07-13,NORTH-EAST REGION,81.61597248094392
2015,30,2015-07-20,NORTH-EAST REGION,81.61597248094392
2015,31,2015-07-27,NORTH-EAST REGION,81.61597248094392
2015,32,2015-08-03,NORTH-EAST REGION,81.61597248094392
2015,33,2015-08-10,NORTH-EAST REGION,81.61597248094392
2015,34,2015-08-17,NORTH-EAST REGION,81.61597248094392
2015,35,2015-08-24,NORTH-EAST REGION,81.61597248094392
2015,36,2015-08-31,NORTH-EAST REGION,81.61597248094392
2015,37,2015-09-07,NORTH-EAST REGION,81.61597248094392
2015,38,2015-09-14,NORTH-EAST REGION,81.61597248094392
2015,39,2015-09-21,NORTH-EAST REGION,81.61597248094392
2015,40,2015-09-28,NORTH-EAST REGION,81.61597248094392
2015,41,2015-10-05,NORTH-EAST REGION,81.61597248094392
2015,42,2015-10-12,NORTH-EAST REGION,81.61597248094392
2015,43,2015-10-19,NORTH-EAST REGION,81.61597248094392
2015,44,2015-10-26,NORTH-EAST REGION,81.61597248094392
2015,45,2015-11-02,NORTH-EAST REGION,81.61597248094392
2015,46,2015-11-09,NORTH-EAST REGION,81.61597248094392
2015,47,2015-11-16,NORTH-EAST REGION,81.61597248094392
2015,48,2015-11-23,NORTH-EAST REGION,81.61597248094392
2015,49,2015-11-30,NORTH-EAST REGION,81.61597248094392
2015,50,2015-12-07,NORTH-EAST REGION,81.61597248094392
2015,51,2015-12-14,NORTH-EAST REGION,81.61597248094392
2015,52,2015-12-21,NORTH-EAST REGION,81.61597248094392
2015,53,2015-12-28,NORTH-EAST REGION,81.61597248094392
2016,53,2017-01-02,NORTH-EAST REGION,81.61597248094392
2016,1,2016-01-04,NORTH-EAST REGION,75.17575757575757
2016,2,2016-01-11,NORTH-EAST REGION,75.17575757575757
2016,3,2016-01-18,NORTH-EAST REGION,75.17575757575757
2016,4,2016-01-25,NORTH-EAST REGION,75.17575757575757
2016,5,2016-02-01,NORTH-EAST REGION,75.17575757575757
2016,6,2016-02-08,NORTH-EAST REGION,75.17575757575757
2016,7,2016-02-15,NORTH-EAST REGION,75.17575757575757
2016,8,2016-02-22,NORTH-EAST REGION,75.17575757575757
2016,9,2016-02-29,NORTH-EAST REGION,75.17575757575757
2016,10,2016-03-07,NORTH-EAST REGION,75.17575757575757
2016,11,2016-03-14,NORTH-EAST REGION,75.17575757575757
2016,12,2016-03-21,NORTH-EAST REGION,75.17575757575757
2016,13,2016-03-28,NORTH-EAST REGION,75.17575757575757
2016,14,2016-04-04,NORTH-EAST REGION,75.17575757575757
2016,15,2016-04-11,NORTH-EAST REGION,75.17575757575757
2016,16,2016-04-18,NORTH-EAST REGION,75.17575757575757
2016,17,2016-04-25,NORTH-EAST REGION,75.17575757575757
2016,18,2016-05-02,NORTH-EAST REGION,75.17575757575757
2016,19,2016-05-09,NORTH-EAST REGION,75.17575757575757
2016,20,2016-05-16,NORTH-EAST REGION,75.17575757575757
2016,21,2016-05-23,NORTH-EAST REGION,75.65431080575273
2016,22,2016-05-30,NORTH-EAST REGION,80.27991246041029
2016,23,2016-06-06,NORTH-EAST REGION,79.33484948571694
2016,24,2016-06-13,NORTH-EAST REGION,81.71033772512405
2016,25,2016-06-20,NORTH-EAST REGION,79.2113751775765
2016,26,2016-06-27,NORTH-EAST REGION,73.90384190161274
2016,27,2016-07-04,NORTH-EAST REGION,74.0287501027033
2016,28,2016-07-11,NORTH-EAST REGION,81.83912276401445
2016,29,2016-07-18,NORTH-EAST REGION,83.52280117190044
2016,30,2016-07-25,NORTH-EAST REGION,79.15612635495349
2016,31,2016-08-01,NORTH-EAST REGION,75.05251697522692
2016,32,2016-08-08,NORTH-EAST REGION,74.46551578801174
2016,33,2016-08-15,NORTH-EAST REGION,76.8801436580707
2016,34,2016-08-22,NORTH-EAST REGION,73.92945020056932
2016,35,2016-08-29,NORTH-EAST REGION,78.23960918313716
2016,36,2016-09-05,NORTH-EAST REGION,78.84634378290137
2016,37,2016-09-12,NORTH-EAST REGION,78.15876295352852
2016,38,2016-09-19,NORTH-EAST REGION,75.6536394979265
2016,39,2016-09-26,NORTH-EAST REGION,71.8296407635179
2016,40,2016-10-03,NORTH-EAST REGION,77.74865427097754
2016,41,2016-10-10,NORTH-EAST REGION,74.48337104742153
2016,42,2016-10-17,NORTH-EAST REGION,83.39256831394393
2016,43,2016-10-24,NORTH-EAST REGION,83.39256831394393
2016,44,2016-10-31,NORTH-EAST REGION,83.39256831394393
2016,45,2016-11-07,NORTH-EAST REGION,83.39256831394393
2016,46,2016-11-14,NORTH-EAST REGION,83.39256831394393
2016,47,2016-11-21,NORTH-EAST REGION,83.43757737719996
2016,48,2016-11-28,NORTH-EAST REGION,82.39258227708468
2016,49,2016-12-05,NORTH-EAST REGION,81.19724759458097
2016,50,2016-12-12,NORTH-EAST REGION,78.77403690208966
2016,51,2016-12-19,NORTH-EAST REGION,82.1701423176715
2016,52,2016-12-26,NORTH-EAST REGION,83.83439280477143
2017,52,2017-12-25,NORTH-EAST REGION,86.85602700398101
2017,1,2017-01-02,NORTH-EAST REGION,80.53363975863981
2017,2,2017-01-09,NORTH-EAST REGION,80.76919493145937
2017,3,2017-01-16,NORTH-EAST REGION,83.2787507640465
2017,4,2017-01-23,NORTH-EAST REGION,86.79057378087766
2017,5,2017-01-30,NORTH-EAST REGION,82.56019721706836
2017,6,2017-02-06,NORTH-EAST REGION,80.17830042292569
2017,7,2017-02-13,NORTH-EAST REGION,82.3097851352177
2017,8,2017-02-20,NORTH-EAST REGION,83.58328126895461
2017,9,2017-02-27,NORTH-EAST REGION,86.2616998064985
2017,10,2017-03-06,NORTH-EAST REGION,80.39288353886148
2017,11,2017-03-13,NORTH-EAST REGION,79.72055593482968
2017,12,2017-03-20,NORTH-EAST REGION,79.67741729317521
2017,13,2017-03-27,NORTH-EAST REGION,84.61637149281384
2017,14,2017-04-03,NORTH-EAST REGION,79.90133863137854
2017,15,2017-04-10,NORTH-EAST REGION,82.72550189431828
2017,16,2017-04-17,NORTH-EAST REGION,81.99741476401216
2017,17,2017-04-24,NORTH-EAST REGION,84.00872685303729
2017,18,2017-05-01,NORTH-EAST REGION,80.75409655677322
2017,19,2017-05-08,NORTH-EAST REGION,81.4667046361086
2017,20,2017-05-15,NORTH-EAST REGION,81.14774494879136
2017,21,2017-05-22,NORTH-EAST REGION,86.60714661894376
2017,22,2017-05-29,NORTH-EAST REGION,78.96687500556342
2017,23,2017-06-05,NORTH-EAST REGION,79.09156295148424
2017,24,2017-06-12,NORTH-EAST REGION,78.22937973320823
2017,25,2017-06-19,NORTH-EAST REGION,81.80446933047466
2017,26,2017-06-26,NORTH-EAST REGION,83.13112459047117
2017,27,2017-07-03,NORTH-EAST REGION,80.67335600317165
2017,28,2017-07-10,NORTH-EAST REGION,83.2163346443628
2017,29,2017-07-17,NORTH-EAST REGION,77.98259223263398
2017,30,2017-07-24,NORTH-EAST REGION,77.15080238776675
2017,31,2017-07-31,NORTH-EAST REGION,75.33086802282034
2017,32,2017-08-07,NORTH-EAST REGION,83.23273119342805
2017,33,2017-08-14,NORTH-EAST REGION,82.7373709391771
2017,34,2017-08-21,NORTH-EAST REGION,79.92230907198714
2017,35,2017-08-28,NORTH-EAST REGION,79.01491909128866
2017,36,2017-09-04,NORTH-EAST REGION,82.31315064650595
2017,37,2017-09-11,NORTH-EAST REGION,81.51110226612343
2017,38,2017-09-18,NORTH-EAST REGION,80.95859545992994
2017,39,2017-09-25,NORTH-EAST REGION,81.70577781388205
2017,40,2017-10-02,NORTH-EAST REGION,84.90404316346815
2017,41,2017-10-09,NORTH-EAST REGION,78.87380841535318
2017,42,2017-10-16,NORTH-EAST REGION,73.95504796874062
2017,43,2017-10-23,NORTH-EAST REGION,81.759071209058
2017,44,2017-10-30,NORTH-EAST REGION,82.72242445180589
2017,45,2017-11-06,NORTH-EAST REGION,86.3085837488047
2017,46,2017-11-13,NORTH-EAST REGION,85.07007495054006
2017,47,2017-11-20,NORTH-EAST REGION,87.91402214858769
2017,48,2017-11-27,NORTH-EAST REGION,83.8897096562567
2017,49,2017-12-04,NORTH-EAST REGION,84.84544980389069
2017,50,2017-12-11,NORTH-EAST REGION,83.92787991389795
2017,51,2017-12-18,NORTH-EAST REGION,79.34330017440762
2018,1,2018-01-01,NORTH-EAST REGION,89.61269020404752
2018,2,2018-01-08,NORTH-EAST REGION,91.9854993969596
2018,3,2018-01-15,NORTH-EAST REGION,84.00844996587963
2018,4,2018-01-22,NORTH-EAST REGION,85.92008208112884
2018,5,2018-01-29,NORTH-EAST REGION,83.83905659190589
2018,6,2018-02-05,NORTH-EAST REGION,75.0724649316299
2018,7,2018-02-12,NORTH-EAST REGION,81.1478276980115
2018,8,2018-02-19,NORTH-EAST REGION,82.09984513132873
2018,9,2018-02-26,NORTH-EAST REGION,83.0707857707309
2018,10,2018-03-05,NORTH-EAST REGION,82.12708437859544
2018,11,2018-03-12,NORTH-EAST REGION,78.55574902310676
2018,12,2018-03-19,NORTH-EAST REGION,78.35825663994522
2018,13,2018-03-26,NORTH-EAST REGION,85.84538870298354
2018,14,2018-04-02,NORTH-EAST REGION,78.5666877544231
2018,15,2018-04-09,NORTH-EAST REGION,80.718866978804
2018,16,2018-04-16,NORTH-EAST REGION,85.27870782039125
2018,17,2018-04-23,NORTH-EAST REGION,82.441746374968
2018,18,2018-04-30,NORTH-EAST REGION,82.44959353150023
2018,19,2018-05-07,NORTH-EAST REGION,75.91922458072438
2018,20,2018-05-14,NORTH-EAST REGION,84.72626173142078
2018,21,2018-05-21,NORTH-EAST REGION,81.54965768956383
2018,22,2018-05-28,NORTH-EAST REGION,83.97469213479437
2018,23,2018-06-04,NORTH-EAST REGION,77.35538959194817
2018,24,2018-06-11,NORTH-EAST REGION,81.2956843516556
2018,25,2018-06-18,NORTH-EAST REGION,85.31507878198018
