year,week,date,region_n,avg_value
2014,49,2014-12-01,EAST REGION,76.88568941504178
2014,50,2014-12-08,EAST REGION,76.88568941504178
2014,51,2014-12-15,EAST REGION,76.88568941504178
2014,52,2014-12-22,EAST REGION,76.88568941504178
2015,1,2014-12-29,EAST REGION,76.88568941504178
2015,2,2015-01-05,EAST REGION,76.88568941504178
2015,3,2015-01-12,EAST REGION,76.88568941504178
2015,4,2015-01-19,EAST REGION,76.88568941504178
2015,5,2015-01-26,EAST REGION,76.88568941504178
2015,6,2015-02-02,EAST REGION,76.88568941504178
2015,7,2015-02-09,EAST REGION,76.88568941504178
2015,8,2015-02-16,EAST REGION,76.88568941504178
2015,9,2015-02-23,EAST REGION,76.88568941504178
2015,10,2015-03-02,EAST REGION,76.88568941504178
2015,11,2015-03-09,EAST REGION,76.88568941504178
2015,12,2015-03-16,EAST REGION,76.88568941504178
2015,13,2015-03-23,EAST REGION,76.88568941504178
2015,14,2015-03-30,EAST REGION,76.88568941504178
2015,15,2015-04-06,EAST REGION,76.88568941504178
2015,16,2015-04-13,EAST REGION,76.88568941504178
2015,17,2015-04-20,EAST REGION,76.88568941504178
2015,18,2015-04-27,EAST REGION,76.88568941504178
2015,19,2015-05-04,EAST REGION,76.88568941504178
2015,20,2015-05-11,EAST REGION,76.88568941504178
2015,21,2015-05-18,EAST REGION,76.88568941504178
2015,22,2015-05-25,EAST REGION,76.88568941504178
2015,23,2015-06-01,EAST REGION,76.88568941504178
2015,24,2015-06-08,EAST REGION,76.88568941504178
2015,25,2015-06-15,EAST REGION,76.88568941504178
2015,26,2015-06-22,EAST REGION,76.88568941504178
2015,27,2015-06-29,EAST REGION,76.88568941504178
2015,28,2015-07-06,EAST REGION,76.88568941504178
2015,29,2015-07-13,EAST REGION,76.88568941504178
2015,30,2015-07-20,EAST REGION,76.88568941504178
2015,31,2015-07-27,EAST REGION,76.88568941504178
2015,32,2015-08-03,EAST REGION,76.88568941504178
2015,33,2015-08-10,EAST REGION,76.88568941504178
2015,34,2015-08-17,EAST REGION,76.88568941504178
2015,35,2015-08-24,EAST REGION,76.88568941504178
2015,36,2015-08-31,EAST REGION,76.88568941504178
2015,37,2015-09-07,EAST REGION,76.88568941504178
2015,38,2015-09-14,EAST REGION,76.88568941504178
2015,39,2015-09-21,EAST REGION,76.88568941504178
2015,40,2015-09-28,EAST REGION,76.88568941504178
2015,41,2015-10-05,EAST REGION,76.88568941504178
2015,42,2015-10-12,EAST REGION,76.88568941504178
2015,43,2015-10-19,EAST REGION,76.88568941504178
2015,44,2015-10-26,EAST REGION,76.88568941504178
2015,45,2015-11-02,EAST REGION,76.88568941504178
2015,46,2015-11-09,EAST REGION,76.88568941504178
2015,47,2015-11-16,EAST REGION,76.88568941504178
2015,48,2015-11-23,EAST REGION,76.88568941504178
2015,49,2015-11-30,EAST REGION,76.88568941504178
2015,50,2015-12-07,EAST REGION,76.88568941504178
2015,51,2015-12-14,EAST REGION,76.88568941504178
2015,52,2015-12-21,EAST REGION,76.88568941504178
2015,53,2015-12-28,EAST REGION,76.88568941504178
2016,53,2017-01-02,EAST REGION,76.88568941504178
2016,1,2016-01-04,EAST REGION,67.83636363636364
2016,2,2016-01-11,EAST REGION,67.83636363636364
2016,3,2016-01-18,EAST REGION,67.83636363636364
2016,4,2016-01-25,EAST REGION,67.83636363636364
2016,5,2016-02-01,EAST REGION,67.83636363636364
2016,6,2016-02-08,EAST REGION,67.83636363636364
2016,7,2016-02-15,EAST REGION,67.83636363636364
2016,8,2016-02-22,EAST REGION,67.83636363636364
2016,9,2016-02-29,EAST REGION,67.83636363636364
2016,10,2016-03-07,EAST REGION,67.83636363636364
2016,11,2016-03-14,EAST REGION,67.83636363636364
2016,12,2016-03-21,EAST REGION,67.83636363636364
2016,13,2016-03-28,EAST REGION,67.83636363636364
2016,14,2016-04-04,EAST REGION,67.83636363636364
2016,15,2016-04-11,EAST REGION,67.83636363636364
2016,16,2016-04-18,EAST REGION,67.83636363636364
2016,17,2016-04-25,EAST REGION,67.83636363636364
2016,18,2016-05-02,EAST REGION,67.83636363636364
2016,19,2016-05-09,EAST REGION,67.83636363636364
2016,20,2016-05-16,EAST REGION,67.83636363636364
2016,21,2016-05-23,EAST REGION,75.43080623830222
2016,22,2016-05-30,EAST REGION,79.8334489234533
2016,23,2016-06-06,EAST REGION,79.76713825789885
2016,24,2016-06-13,EAST REGION,80.6821208371869
2016,25,2016-06-20,EAST REGION,78.87674099032756
2016,26,2016-06-27,EAST REGION,75.99260867081794
2016,27,2016-07-04,EAST REGION,75.56438155355319
2016,28,2016-07-11,EAST REGION,80.77121014716015
2016,29,2016-07-18,EAST REGION,81.80217631089207
2016,30,2016-07-25,EAST REGION,77.0026423540303
2016,31,2016-08-01,EAST REGION,75.67275673827147
2016,32,2016-08-08,EAST REGION,74.38439170545796
2016,33,2016-08-15,EAST REGION,76.3701896763541
2016,34,2016-08-22,EAST REGION,73.92727348522571
2016,35,2016-08-29,EAST REGION,77.46071489181497
2016,36,2016-09-05,EAST REGION,77.98658871076043
2016,37,2016-09-12,EAST REGION,77.00448370236847
2016,38,2016-09-19,EAST REGION,74.60223855663335
2016,39,2016-09-26,EAST REGION,71.79487996234641
2016,40,2016-10-03,EAST REGION,75.68719892519773
2016,41,2016-10-10,EAST REGION,70.02304522056032
2016,42,2016-10-17,EAST REGION,81.1234232278577
2016,43,2016-10-24,EAST REGION,81.1234232278577
2016,44,2016-10-31,EAST REGION,81.1234232278577
2016,45,2016-11-07,EAST REGION,81.1234232278577
2016,46,2016-11-14,EAST REGION,81.1234232278577
2016,47,2016-11-21,EAST REGION,80.31657834137242
2016,48,2016-11-28,EAST REGION,79.0072682281959
2016,49,2016-12-05,EAST REGION,80.82261407415335
2016,50,2016-12-12,EAST REGION,76.17776244549687
2016,51,2016-12-19,EAST REGION,78.80676753657107
2016,52,2016-12-26,EAST REGION,78.64754424626165
2017,52,2017-12-25,EAST REGION,86.89525170470932
2017,1,2017-01-02,EAST REGION,80.53034366761472
2017,2,2017-01-09,EAST REGION,82.7471244328392
2017,3,2017-01-16,EAST REGION,82.18777905708241
2017,4,2017-01-23,EAST REGION,85.11170051040752
2017,5,2017-01-30,EAST REGION,81.86841817397483
2017,6,2017-02-06,EAST REGION,79.6371754829595
2017,7,2017-02-13,EAST REGION,80.8387894712852
2017,8,2017-02-20,EAST REGION,81.60640747089268
2017,9,2017-02-27,EAST REGION,83.73751714478531
2017,10,2017-03-06,EAST REGION,77.53607695540929
2017,11,2017-03-13,EAST REGION,77.66514941425767
2017,12,2017-03-20,EAST REGION,76.50549090648599
2017,13,2017-03-27,EAST REGION,82.96857386458888
2017,14,2017-04-03,EAST REGION,78.26177691715164
2017,15,2017-04-10,EAST REGION,81.20824020345546
2017,16,2017-04-17,EAST REGION,80.5003316012454
2017,17,2017-04-24,EAST REGION,85.49771193099345
2017,18,2017-05-01,EAST REGION,82.34601603564177
2017,19,2017-05-08,EAST REGION,83.12390191042768
2017,20,2017-05-15,EAST REGION,82.71639709689464
2017,21,2017-05-22,EAST REGION,87.31057984901807
2017,22,2017-05-29,EAST REGION,81.1726150023033
2017,23,2017-06-05,EAST REGION,80.3694554443316
2017,24,2017-06-12,EAST REGION,80.45572963715128
2017,25,2017-06-19,EAST REGION,81.64894913342232
2017,26,2017-06-26,EAST REGION,82.06163013611301
2017,27,2017-07-03,EAST REGION,81.7884648337913
2017,28,2017-07-10,EAST REGION,83.65420166059403
2017,29,2017-07-17,EAST REGION,79.32115072298168
2017,30,2017-07-24,EAST REGION,78.83909063212971
2017,31,2017-07-31,EAST REGION,77.40200721718857
2017,32,2017-08-07,EAST REGION,82.73513921273867
2017,33,2017-08-14,EAST REGION,81.9950621731487
2017,34,2017-08-21,EAST REGION,80.9373976895328
2017,35,2017-08-28,EAST REGION,81.21533787722221
2017,36,2017-09-04,EAST REGION,82.9853720983511
2017,37,2017-09-11,EAST REGION,81.5462811159304
2017,38,2017-09-18,EAST REGION,81.97294222344574
2017,39,2017-09-25,EAST REGION,82.30986055418389
2017,40,2017-10-02,EAST REGION,84.84793485694578
2017,41,2017-10-09,EAST REGION,82.09987817181555
2017,42,2017-10-16,EAST REGION,79.14368019130738
2017,43,2017-10-23,EAST REGION,84.78506058205481
2017,44,2017-10-30,EAST REGION,84.7348999533986
2017,45,2017-11-06,EAST REGION,87.54537808194593
2017,46,2017-11-13,EAST REGION,85.96599229032157
2017,47,2017-11-20,EAST REGION,86.90062040927253
2017,48,2017-11-27,EAST REGION,83.03240705751628
2017,49,2017-12-04,EAST REGION,85.29189028623786
2017,50,2017-12-11,EAST REGION,84.96882531292025
2017,51,2017-12-18,EAST REGION,79.47480272306733
2018,1,2018-01-01,EAST REGION,89.17985361344356
2018,2,2018-01-08,EAST REGION,89.38045982856306
2018,3,2018-01-15,EAST REGION,83.58182185301096
2018,4,2018-01-22,EAST REGION,86.0236278261887
2018,5,2018-01-29,EAST REGION,83.2023057384698
2018,6,2018-02-05,EAST REGION,74.0289428456842
2018,7,2018-02-12,EAST REGION,79.9311308296001
2018,8,2018-02-19,EAST REGION,79.08626706766074
2018,9,2018-02-26,EAST REGION,80.194545775463
2018,10,2018-03-05,EAST REGION,80.99754675439372
2018,11,2018-03-12,EAST REGION,77.69657472476482
2018,12,2018-03-19,EAST REGION,76.90378981093617
2018,13,2018-03-26,EAST REGION,83.02581542551465
2018,14,2018-04-02,EAST REGION,76.83754363269027
2018,15,2018-04-09,EAST REGION,78.96937715885171
2018,16,2018-04-16,EAST REGION,81.65274101690117
2018,17,2018-04-23,EAST REGION,81.87919868109434
2018,18,2018-04-30,EAST REGION,81.4553912338143
2018,19,2018-05-07,EAST REGION,76.10129962461316
2018,20,2018-05-14,EAST REGION,82.20131982977794
2018,21,2018-05-21,EAST REGION,81.9834758710083
2018,22,2018-05-28,EAST REGION,83.99754075388176
2018,23,2018-06-04,EAST REGION,78.2131373512088
2018,24,2018-06-11,EAST REGION,79.65401169702118
2018,25,2018-06-18,EAST REGION,83.522834448485
2018,26,2018-06-25,EAST REGION,82.27270192895627
2018,27,2018-07-02,EAST REGION,79.6296775350709
2018,28,2018-07-09,EAST REGION,80.76101301098639
2018,29,2018-07-16,EAST REGION,79.77520403011272
2018,30,2018-07-23,EAST REGION,78.22970851470397
2018,31,2018-07-30,EAST REGION,81.93225674268753
2018,32,2018-08-06,EAST REGION,80.85798528645549
2018,33,2018-08-13,EAST REGION,78.04671207246965
2018,34,2018-08-20,EAST REGION,80.15345112463736
2018,35,2018-08-27,EAST REGION,79.60674389450644
2018,36,2018-09-03,EAST REGION,82.4461136241871
2018,37,2018-09-10,EAST REGION,77.62126212973472
2018,38,2018-09-17,EAST REGION,81.13341300347824
2018,39,2018-09-24,EAST REGION,77.54829960776964
2018,40,2018-10-01,EAST REGION,77.19966114945989
2018,41,2018-10-08,EAST REGION,87.77762661097545
2018,42,2018-10-15,EAST REGION,80.40701065529188
2018,43,2018-10-22,EAST REGION,82.73868900774185
2018,44,2018-10-29,EAST REGION,84.00796536319646
2018,45,2018-11-05,EAST REGION,84.4132179627372
2018,46,2018-11-12,EAST REGION,84.86570654275793
2018,47,2018-11-19,EAST REGION,83.79408648847621
2018,48,2018-11-26,EAST REGION,85.49372059029815
2018,49,2018-12-03,EAST REGION,85.36785594717091
2018,50,2018-12-10,EAST REGION,85.84588147225226
2018,51,2018-12-17,EAST REGION,81.72562355256787
2018,52,2018-12-24,EAST REGION,78.05411605418571
2019,1,2018-12-31,EAST REGION,75.55527362786103
2019,2,2019-01-07,EAST REGION,77.8438469140549
2019,3,2019-01-14,EAST REGION,79.58523447333921
2019,4,2019-01-21,EAST REGION,76.18748276230319
2019,5,2019-01-28,EAST REGION,79.21840471692381
2019,6,2019-02-04,EAST REGION,76.2014480761322
2019,7,2019-02-11,EAST REGION,74.58143204102109
2019,8,2019-02-18,EAST REGION,77.47761650751706
2019,9,2019-02-25,EAST REGION,75.01898723175637
2019,10,2019-03-04,EAST REGION,75.38526867780283
2019,11,2019-03-11,EAST REGION,73.41779122491488
2019,12,2019-03-18,EAST REGION,73.6346584588804
2019,13,2019-03-25,EAST REGION,78.78333152916748
2019,14,2019-04-01,EAST REGION,77.39927110523774
2019,15,2019-04-08,EAST REGION,79.17537396298944
2019,16,2019-04-15,EAST REGION,78.23033132532694
2019,17,2019-04-22,EAST REGION,82.50920866807117
2019,18,2019-04-29,EAST REGION,81.97326846592226
2019,19,2019-05-06,EAST REGION,81.43179080181991
2019,20,2019-05-13,EAST REGION,85.42522689777475
2019,21,2019-05-20,EAST REGION,81.37885763273913
2019,22,2019-05-27,EAST REGION,79.73921600224166
2019,23,2019-06-03,EAST REGION,84.57075123591576
2019,24,2019-06-10,EAST REGION,80.57392988111677
2019,25,2019-06-17,EAST REGION,82.51598912720912
2019,26,2019-06-24,EAST REGION,79.32372179328841
2019,27,2019-07-01,EAST REGION,77.63934388721341
2019,28,2019-07-08,EAST REGION,78.2307578863974
2019,29,2019-07-15,EAST REGION,76.05883075063612
2019,30,2019-07-22,EAST REGION,78.31639199369064
2019,31,2019-07-29,EAST REGION,77.99007151238678
2019,32,2019-08-05,EAST REGION,83.21997541814328
2019,33,2019-08-12,EAST REGION,78.93948469808431
2019,34,2019-08-19,EAST REGION,74.48049774130065
2019,35,2019-08-26,EAST REGION,77.96088529641938
2019,36,2019-09-02,EAST REGION,75.87955847792425
2019,37,2019-09-09,EAST REGION,76.30349170910279
2019,38,2019-09-16,EAST REGION,74.63392670531847
2019,39,2019-09-23,EAST REGION,79.28176392270383
2019,40,2019-09-30,EAST REGION,79.29808957194734
2019,41,2019-10-07,EAST REGION,79.59754965567923
2019,42,2019-10-14,EAST REGION,77.70699077391787
2019,43,2019-10-21,EAST REGION,81.24173155419768
2019,44,2019-10-28,EAST REGION,77.58006269264558
2019,45,2019-11-04,EAST REGION,80.06532112786056
2019,46,2019-11-11,EAST REGION,76.97494580821326
2019,47,2019-11-18,EAST REGION,83.13295912267827
2019,48,2019-11-25,EAST REGION,83.57952372067548
2019,49,2019-12-02,EAST REGION,79.0529504511636
2019,50,2019-12-09,EAST REGION,91.50504293271278
2019,51,2019-12-16,EAST REGION,87.4932962901693
2019,52,2019-12-23,EAST REGION,79.63502750209342
2020,1,2019-12-30,EAST REGION,78.69892985322265
2020,2,2020-01-06,EAST REGION,81.21121242354415
2020,3,2020-01-13,EAST REGION,77.7184250978726
2020,4,2020-01-20,EAST REGION,78.54497570913303
2020,5,2020-01-27,EAST REGION,79.2070089048151
2020,6,2020-02-03,EAST REGION,74.74427803088284
2020,7,2020-02-10,EAST REGION,81.23972898541724
2020,8,2020-02-17,EAST REGION,77.86365993443526
2020,9,2020-02-24,EAST REGION,76.33145211902931
2020,10,2020-03-02,EAST REGION,78.83160450861752
2020,11,2020-03-09,EAST REGION,78.10024386928261
2020,12,2020-03-16,EAST REGION,75.74812790903627
2020,13,2020-03-23,EAST REGION,78.8963727721837
2020,14,2020-03-30,EAST REGION,76.7677848394269
2020,15,2020-04-06,EAST REGION,79.17105776237108
2020,16,2020-04-13,EAST REGION,74.70932564176522
2020,17,2020-04-20,EAST REGION,79.29375941513499
2020,18,2020-04-27,EAST REGION,83.42383811828287
2020,19,2020-05-04,EAST REGION,80.23550423843643
2020,20,2020-05-11,EAST REGION,80.53407489381543
2020,21,2020-05-18,EAST REGION,81.15589074434388
2020,22,2020-05-25,EAST REGION,80.32280579700272
2020,23,2020-06-01,EAST REGION,80.8504696166217
2020,24,2020-06-08,EAST REGION,81.18685398987968
2020,25,2020-06-15,EAST REGION,84.6912701072523
2020,26,2020-06-22,EAST REGION,81.8668532240373
2020,27,2020-06-29,EAST REGION,78.6356109084704
2020,28,2020-07-06,EAST REGION,80.28675382531844
2020,29,2020-07-13,EAST REGION,81.0216760989978
2020,30,2020-07-20,EAST REGION,80.02898172834009
2020,31,2020-07-27,EAST REGION,80.22828859425536
2020,32,2020-08-03,EAST REGION,78.64061110100377
2020,33,2020-08-10,EAST REGION,79.74746478881366
2020,34,2020-08-17,EAST REGION,81.19600794202897
2020,35,2020-08-24,EAST REGION,78.94421105056452
2020,36,2020-08-31,EAST REGION,82.64280768809228
2020,37,2020-09-07,EAST REGION,81.97920552051515
2020,38,2020-09-14,EAST REGION,79.50830159089277
2020,39,2020-09-21,EAST REGION,81.52470219433482
2020,40,2020-09-28,EAST REGION,80.44032585030943
2020,41,2020-10-05,EAST REGION,78.19824455478076
2020,42,2020-10-12,EAST REGION,76.57712942197202
2020,43,2020-10-19,EAST REGION,79.00876886648528
2020,44,2020-10-26,EAST REGION,80.98867695967878
2020,45,2020-11-02,EAST REGION,83.7166001335471
2013,21,2013-05-20,NORTH REGION,78.0087168758717
2013,22,2013-05-27,NORTH REGION,78.0087168758717
2013,23,2013-06-03,NORTH REGION,78.0087168758717
2013,24,2013-06-10,NORTH REGION,78.0087168758717
2013,25,2013-06-17,NORTH REGION,78.0087168758717
2013,26,2013-06-24,NORTH REGION,78.0087168758717
2013,27,2013-07-01,NORTH REGION,78.0087168758717
2013,28,2013-07-08,NORTH REGION,78.0087168758717
2013,29,2013-07-15,NORTH REGION,78.0087168758717
2013,30,2013-07-22,NORTH REGION,78.0087168758717
2013,31,2013-07-29,NORTH REGION,78.0087168758717
2013,32,2013-08-05,NORTH REGION,78.0087168758717
2013,33,2013-08-12,NORTH REGION,78.0087168758717
2013,34,2013-08-19,NORTH REGION,78.0087168758717
2013,35,2013-08-26,NORTH REGION,78.0087168758717
2013,36,2013-09-02,NORTH REGION,78.0087168758717
2013,37,2013-09-09,NORTH REGION,78.0087168758717
2013,38,2013-09-16,NORTH REGION,78.0087168758717
2013,39,2013-09-23,NORTH REGION,78.0087168758717
2013,40,2013-09-30,NORTH REGION,78.0087168758717
2013,41,2013-10-07,NORTH REGION,78.0087168758717
2013,42,2013-10-14,NORTH REGION,78.0087168758717
2013,43,2013-10-21,NORTH REGION,78.0087168758717
2013,44,2013-10-28,NORTH REGION,78.0087168758717
2013,45,2013-11-04,NORTH REGION,78.0087168758717
2013,46,2013-11-11,NORTH REGION,78.0087168758717
2013,47,2013-11-18,NORTH REGION,78.0087168758717
2013,48,2013-11-25,NORTH REGION,78.0087168758717
2013,49,2013-12-02,NORTH REGION,78.0087168758717
2013,50,2013-12-09,NORTH REGION,78.0087168758717
2013,51,2013-12-16,NORTH REGION,78.0087168758717
2013,52,2013-12-23,NORTH REGION,78.0087168758717
2013,1,2012-12-31,NORTH REGION,78.0087168758717
2014,1,2013-12-30,NORTH REGION,78.0087168758717
2014,2,2014-01-06,NORTH REGION,78.0087168758717
2014,3,2014-01-13,NORTH REGION,78.0087168758717
2014,4,2014-01-20,NORTH REGION,78.0087168758717
2014,5,2014-01-27,NORTH REGION,78.0087168758717
2014,6,2014-02-03,NORTH REGION,78.0087168758717
2014,7,2014-02-10,NORTH REGION,78.0087168758717
2014,8,2014-02-17,NORTH REGION,78.0087168758717
2014,9,2014-02-24,NORTH REGION,78.0087168758717
2014,10,2014-03-03,NORTH REGION,78.0087168758717
2014,11,2014-03-10,NORTH REGION,78.0087168758717
2014,12,2014-03-17,NORTH REGION,78.0087168758717
2014,13,2014-03-24,NORTH REGION,78.0087168758717
2014,14,2014-03-31,NORTH REGION,78.0087168758717
2014,15,2014-04-07,NORTH REGION,78.0087168758717
2014,16,2014-04-14,NORTH REGION,78.0087168758717
2014,17,2014-04-21,NORTH REGION,78.0087168758717
2014,18,2014-04-28,NORTH REGION,78.0087168758717
2014,19,2014-05-05,NORTH REGION,78.0087168758717
2014,20,2014-05-12,NORTH REGION,78.0087168758717
2014,21,2014-05-19,NORTH REGION,78.0087168758717
2014,22,2014-05-26,NORTH REGION,78.0087168758717
2014,23,2014-06-02,NORTH REGION,78.0087168758717
2014,24,2014-06-09,NORTH REGION,78.0087168758717
2014,25,2014-06-16,NORTH REGION,78.0087168758717
2014,26,2014-06-23,NORTH REGION,78.0087168758717
2014,27,2014-06-30,NORTH REGION,78.0087168758717
2014,28,2014-07-07,NORTH REGION,78.0087168758717
2014,29,2014-07-14,NORTH REGION,78.0087168758717
2014,30,2014-07-21,NORTH REGION,78.0087168758717
2014,31,2014-07-28,NORTH REGION,78.0087168758717
2014,32,2014-08-04,NORTH REGION,78.0087168758717
2014,33,2014-08-11,NORTH REGION,78.0087168758717
2014,34,2014-08-18,NORTH REGION,78.0087168758717
2014,35,2014-08-25,NORTH REGION,78.0087168758717
2014,36,2014-09-01,NORTH REGION,78.0087168758717
2014,37,2014-09-08,NORTH REGION,78.0087168758717
2014,38,2014-09-15,NORTH REGION,78.0087168758717
2014,39,2014-09-22,NORTH REGION,78.0087168758717
2014,40,2014-09-29,NORTH REGION,78.0087168758717
2014,41,2014-10-06,NORTH REGION,78.0087168758717
2014,42,2014-10-13,NORTH REGION,78.0087168758717
2014,43,2014-10-20,NORTH REGION,78.0087168758717
2014,44,2014-10-27,NORTH REGION,78.0087168758717
2014,45,2014-11-03,NORTH REGION,78.0087168758717
2014,46,2014-11-10,NORTH REGION,78.0087168758717
2014,47,2014-11-17,NORTH REGION,78.0087168758717
2014,48,2014-11-24,NORTH REGION,78.0087168758717
2014,49,2014-12-01,NORTH REGION,78.0087168758717
2014,50,2014-12-08,NORTH REGION,78.0087168758717
2014,51,2014-12-15,NORTH REGION,78.0087168758717
2014,52,2014-12-22,NORTH REGION,78.0087168758717
2015,1,2014-12-29,NORTH REGION,78.0087168758717
2015,2,2015-01-05,NORTH REGION,78.0087168758717
2015,3,2015-01-12,NORTH REGION,78.0087168758717
2015,4,2015-01-19,NORTH REGION,78.0087168758717
2015,5,2015-01-26,NORTH REGION,78.0087168758717
2015,6,2015-02-02,NORTH REGION,78.0087168758717
2015,7,2015-02-09,NORTH REGION,78.0087168758717
2015,8,2015-02-16,NORTH REGION,78.0087168758717
2015,9,2015-02-23,NORTH REGION,78.0087168758717
2015,10,2015-03-02,NORTH REGION,78.0087168758717
2015,11,2015-03-09,NORTH REGION,78.0087168758717
2015,12,2015-03-16,NORTH REGION,78.0087168758717
2015,13,2015-03-23,NORTH REGION,78.0087168758717
2015,14,2015-03-30,NORTH REGION,78.0087168758717
2015,15,2015-04-06,NORTH REGION,78.0087168758717
2015,16,2015-04-13,NORTH REGION,78.0087168758717
2015,17,2015-04-20,NORTH REGION,78.0087168758717
2015,18,2015-04-27,NORTH REGION,78.0087168758717
2015,19,2015-05-04,NORTH REGION,78.0087168758717
2015,20,2015-05-11,NORTH REGION,78.0087168758717
2015,21,2015-05-18,NORTH REGION,78.0087168758717
2015,22,2015-05-25,NORTH REGION,78.0087168758717
2015,23,2015-06-01,NORTH REGION,78.0087168758717
2015,24,2015-06-08,NORTH REGION,78.0087168758717
2015,25,2015-06-15,NORTH REGION,78.0087168758717
2015,26,2015-06-22,NORTH REGION,78.0087168758717
2015,27,2015-06-29,NORTH REGION,78.0087168758717
2015,28,2015-07-06,NORTH REGION,78.0087168758717
2015,29,2015-07-13,NORTH REGION,78.0087168758717
2015,30,2015-07-20,NORTH REGION,78.0087168758717
2015,31,2015-07-27,NORTH REGION,78.0087168758717
2015,32,2015-08-03,NORTH REGION,78.0087168758717
2015,33,2015-08-10,NORTH REGION,78.0087168758717
2015,34,2015-08-17,NORTH REGION,78.0087168758717
2015,35,2015-08-24,NORTH REGION,78.0087168758717
2015,36,2015-08-31,NORTH REGION,78.0087168758717
2015,37,2015-09-07,NORTH REGION,78.0087168758717
2015,38,2015-09-14,NORTH REGION,78.0087168758717
2015,39,2015-09-21,NORTH REGION,78.0087168758717
2015,40,2015-09-28,NORTH REGION,78.0087168758717
2015,41,2015-10-05,NORTH REGION,78.0087168758717
2015,42,2015-10-12,NORTH REGION,78.0087168758717
2015,43,2015-10-19,NORTH REGION,78.0087168758717
2015,44,2015-10-26,NORTH REGION,78.0087168758717
2015,45,2015-11-02,NORTH REGION,78.0087168758717
2015,46,2015-11-09,NORTH REGION,78.0087168758717
2015,47,2015-11-16,NORTH REGION,78.0087168758717
2015,48,2015-11-23,NORTH REGION,78.0087168758717
2015,49,2015-11-30,NORTH REGION,78.0087168758717
2015,50,2015-12-07,NORTH REGION,78.0087168758717
2015,51,2015-12-14,NORTH REGION,78.0087168758717
2015,52,2015-12-21,NORTH REGION,78.0087168758717
2015,53,2015-12-28,NORTH REGION,78.0087168758717
2016,53,2017-01-02,NORTH REGION,78.0087168758717
2016,1,2016-01-04,NORTH REGION,61.04242424242424
2016,2,2016-01-11,NORTH REGION,61.04242424242424
2016,3,2016-01-18,NORTH REGION,61.04242424242424
2016,4,2016-01-25,NORTH REGION,61.04242424242424
2016,5,2016-02-01,NORTH REGION,61.04242424242424
2016,6,2016-02-08,NORTH REGION,61.04242424242424
2016,7,2016-02-15,NORTH REGION,61.04242424242424
2016,8,2016-02-22,NORTH REGION,61.04242424242424
2016,9,2016-02-29,NORTH REGION,61.04242424242424
2016,10,2016-03-07,NORTH REGION,61.04242424242424
2016,11,2016-03-14,NORTH REGION,61.04242424242424
2016,12,2016-03-21,NORTH REGION,61.04242424242424
2016,13,2016-03-28,NORTH REGION,61.04242424242424
2016,14,2016-04-04,NORTH REGION,61.04242424242424
2016,15,2016-04-11,NORTH REGION,61.04242424242424
2016,16,2016-04-18,NORTH REGION,61.04242424242424
2016,17,2016-04-25,NORTH REGION,61.04242424242424
2016,18,2016-05-02,NORTH REGION,61.04242424242424
2016,19,2016-05-09,NORTH REGION,61.04242424242424
2016,20,2016-05-16,NORTH REGION,61.04242424242424
2016,21,2016-05-23,NORTH REGION,76.30722880831054
2016,22,2016-05-30,NORTH REGION,81.56402014848793
2016,23,2016-06-06,NORTH REGION,80.28409509611252
2016,24,2016-06-13,NORTH REGION,84.34603974104567
2016,25,2016-06-20,NORTH REGION,79.1619584971084
2016,26,2016-06-27,NORTH REGION,72.2145682697467
2016,27,2016-07-04,NORTH REGION,73.10885189149465
2016,28,2016-07-11,NORTH REGION,81.57114534369204
2016,29,2016-07-18,NORTH REGION,83.73947479793465
2016,30,2016-07-25,NORTH REGION,79.98231131054033
2016,31,2016-08-01,NORTH REGION,75.56421591032378
2016,32,2016-08-08,NORTH REGION,74.48293413643988
2016,33,2016-08-15,NORTH REGION,75.99456828034997
2016,34,2016-08-22,NORTH REGION,73.34991931157704
2016,35,2016-08-29,NORTH REGION,77.02855955885036
2016,36,2016-09-05,NORTH REGION,76.98005833715793
2016,37,2016-09-12,NORTH REGION,77.45309861008434
2016,38,2016-09-19,NORTH REGION,74.87797855888807
2016,39,2016-09-26,NORTH REGION,72.03947707758373
2016,40,2016-10-03,NORTH REGION,77.61155487478655
2016,41,2016-10-10,NORTH REGION,73.4351283641681
2016,42,2016-10-17,NORTH REGION,81.52884324970576
2016,43,2016-10-24,NORTH REGION,81.52884324970576
2016,44,2016-10-31,NORTH REGION,81.52884324970576
2016,45,2016-11-07,NORTH REGION,81.52884324970576
2016,46,2016-11-14,NORTH REGION,81.52884324970576
2016,47,2016-11-21,NORTH REGION,81.51776971958236
2016,48,2016-11-28,NORTH REGION,80.63534586987741
2016,49,2016-12-05,NORTH REGION,78.892869556362
2016,50,2016-12-12,NORTH REGION,77.53063029617923
2016,51,2016-12-19,NORTH REGION,78.47315361674286
2016,52,2016-12-26,NORTH REGION,82.07884712413868
2017,52,2017-12-25,NORTH REGION,81.62316073099645
2017,1,2017-01-02,NORTH REGION,75.5457844736791
2017,2,2017-01-09,NORTH REGION,76.28513933890785
2017,3,2017-01-16,NORTH REGION,80.57651508645412
2017,4,2017-01-23,NORTH REGION,85.10310344380237
2017,5,2017-01-30,NORTH REGION,79.14407224573677
2017,6,2017-02-06,NORTH REGION,78.79805226840823
2017,7,2017-02-13,NORTH REGION,81.47585245779331
