station,year,month,day,date,total_daily_rainfall,highest_30min_rainfall,highest_60min_rainfall,highest_120min_rainfall,mean_temp,max_temp,min_temp,mean_wind_sp,max_wind_sp,station_code,latitude,longitude,rainy_day
Paya Lebar,2016,2,1,2016-02-01,0.0,0.0,0.0,0.0,,34.1,25.5,22.0,46.4,06,1.3524,103.9007,0
Paya Lebar,2016,2,2,2016-02-02,3.4,2.0,2.0,2.0,,32.3,25.6,16.2,44.3,06,1.3524,103.9007,1
Paya Lebar,2016,2,3,2016-02-03,0.0,0.0,0.0,0.0,,33.7,26.3,13.7,33.5,06,1.3524,103.9007,0
Paya Lebar,2016,2,4,2016-02-04,3.6,4.0,4.0,4.0,,31.9,26.0,12.6,42.5,06,1.3524,103.9007,1
Paya Lebar,2016,2,5,2016-02-05,4.3,3.6,3.6,5.0,,32.5,26.2,9.0,29.5,06,1.3524,103.9007,1
Paya Lebar,2016,2,6,2016-02-06,23.9,8.4,8.8,8.8,,32.5,24.9,18.7,51.8,06,1.3524,103.9007,1
Paya Lebar,2016,2,7,2016-02-07,26.5,13.2,14.6,14.8,,28.6,25.3,24.8,53.6,06,1.3524,103.9007,1
Paya Lebar,2016,2,8,2016-02-08,0.2,0.2,0.2,0.2,,30.1,26.8,23.8,46.4,06,1.3524,103.9007,1
Paya Lebar,2016,2,9,2016-02-09,0.0,0.0,0.0,0.0,,29.6,25.8,15.5,29.5,06,1.3524,103.9007,0
Paya Lebar,2016,2,10,2016-02-10,0.0,0.0,0.0,0.0,,29.5,25.4,17.6,38.9,06,1.3524,103.9007,0
Paya Lebar,2016,2,11,2016-02-11,0.2,0.2,0.2,0.2,,31.1,25.8,14.8,25.9,06,1.3524,103.9007,1
Paya Lebar,2016,2,12,2016-02-12,6.4,7.2,8.4,8.6,,33.5,24.2,13.3,38.9,06,1.3524,103.9007,1
Paya Lebar,2016,2,13,2016-02-13,0.0,0.0,0.0,0.0,,33.9,26.2,13.7,33.5,06,1.3524,103.9007,0
Paya Lebar,2016,2,14,2016-02-14,3.1,1.4,1.4,1.8,,32.4,26.3,9.0,24.1,06,1.3524,103.9007,1
Paya Lebar,2016,2,15,2016-02-15,0.0,0.0,0.0,0.0,,33.8,26.4,16.6,35.3,06,1.3524,103.9007,0
Paya Lebar,2016,2,16,2016-02-16,0.0,0.0,0.0,0.0,,32.6,25.6,23.8,53.6,06,1.3524,103.9007,0
Paya Lebar,2016,2,17,2016-02-17,0.0,0.0,0.0,0.0,,32.3,25.3,20.9,42.5,06,1.3524,103.9007,0
Paya Lebar,2016,2,18,2016-02-18,0.1,0.0,0.0,0.0,,32.0,24.0,14.4,42.5,06,1.3524,103.9007,0
Paya Lebar,2016,2,19,2016-02-19,102.4,17.4,27.8,40.0,,28.0,23.8,7.6,33.5,06,1.3524,103.9007,1
Paya Lebar,2016,2,20,2016-02-20,8.4,5.4,5.6,5.6,,30.6,24.8,15.5,42.5,06,1.3524,103.9007,1
Paya Lebar,2016,2,21,2016-02-21,0.0,0.0,0.0,0.0,,31.2,25.1,18.0,42.5,06,1.3524,103.9007,0
Paya Lebar,2016,2,22,2016-02-22,0.0,0.0,0.0,0.0,,32.7,25.7,18.7,40.7,06,1.3524,103.9007,0
Paya Lebar,2016,2,23,2016-02-23,0.0,0.0,0.0,0.0,,32.6,25.5,19.4,44.3,06,1.3524,103.9007,0
Paya Lebar,2016,2,24,2016-02-24,18.5,9.4,11.0,12.8,,30.0,24.2,15.8,35.3,06,1.3524,103.9007,1
Paya Lebar,2016,2,25,2016-02-25,0.0,0.0,0.0,0.0,,31.9,25.5,25.6,57.2,06,1.3524,103.9007,0
Paya Lebar,2016,2,26,2016-02-26,0.1,0.0,0.0,0.0,,32.7,25.6,20.5,42.5,06,1.3524,103.9007,0
Paya Lebar,2016,2,27,2016-02-27,0.0,0.0,0.0,0.0,,33.1,26.3,20.9,42.5,06,1.3524,103.9007,0
Paya Lebar,2016,2,28,2016-02-28,0.0,0.0,0.0,0.0,,32.5,26.4,23.0,46.4,06,1.3524,103.9007,0
Paya Lebar,2016,2,29,2016-02-29,0.0,0.0,0.0,0.0,,33.0,26.2,25.2,48.2,06,1.3524,103.9007,0
Tengah,2016,3,1,2016-03-01,0.0,,,,28.1,33.2,24.3,16.6,40.7,23,1.3858,103.7114,0
Tengah,2016,3,2,2016-03-02,0.0,,,,28.0,32.9,24.7,18.0,46.4,23,1.3858,103.7114,0
Tengah,2016,3,3,2016-03-03,0.0,,,,28.1,33.5,24.8,18.7,42.5,23,1.3858,103.7114,0
Tengah,2016,3,4,2016-03-04,1.4,,,,27.8,31.9,24.9,13.0,35.3,23,1.3858,103.7114,1
Tengah,2016,3,5,2016-03-05,8.8,,,,27.3,33.9,25.3,11.5,42.5,23,1.3858,103.7114,1
Tengah,2016,3,6,2016-03-06,0.0,,,,28.8,34.6,25.2,11.9,29.5,23,1.3858,103.7114,0
Tengah,2016,3,7,2016-03-07,1.9,,,,28.0,32.8,25.5,12.6,37.1,23,1.3858,103.7114,1
Tengah,2016,3,8,2016-03-08,15.3,,,,26.7,32.5,24.9,6.1,27.7,23,1.3858,103.7114,1
Tengah,2016,3,9,2016-03-09,0.0,,,,28.5,34.7,25.2,9.7,27.7,23,1.3858,103.7114,0
Tengah,2016,3,10,2016-03-10,19.0,,,,27.8,34.1,24.8,9.0,27.7,23,1.3858,103.7114,1
Tengah,2016,3,11,2016-03-11,0.0,,,,28.8,35.3,24.5,10.1,35.3,23,1.3858,103.7114,0
Tengah,2016,3,12,2016-03-12,0.0,,,,28.7,33.2,24.5,11.5,33.5,23,1.3858,103.7114,0
Tengah,2016,3,13,2016-03-13,4.9,,,,27.8,34.4,24.9,9.7,31.3,23,1.3858,103.7114,1
Tengah,2016,3,14,2016-03-14,0.0,,,,28.0,34.3,25.3,7.2,24.1,23,1.3858,103.7114,0
Tengah,2016,3,15,2016-03-15,0.0,,,,28.7,34.5,23.9,11.9,31.3,23,1.3858,103.7114,0
Tengah,2016,3,16,2016-03-16,0.0,,,,28.5,34.0,24.9,7.6,24.1,23,1.3858,103.7114,0
Tengah,2016,3,17,2016-03-17,0.0,,,,28.7,34.8,24.1,9.7,31.3,23,1.3858,103.7114,0
Tengah,2016,3,18,2016-03-18,0.0,,,,28.5,34.4,24.5,9.7,24.1,23,1.3858,103.7114,0
Tengah,2016,3,19,2016-03-19,0.0,,,,28.5,34.0,24.6,10.8,29.5,23,1.3858,103.7114,0
Tengah,2016,3,20,2016-03-20,0.0,,,,28.6,33.2,25.4,9.0,24.1,23,1.3858,103.7114,0
Tengah,2016,3,21,2016-03-21,3.2,,,,28.1,34.9,24.9,7.9,48.2,23,1.3858,103.7114,1
Tengah,2016,3,22,2016-03-22,0.0,,,,28.3,33.4,24.5,9.4,33.5,23,1.3858,103.7114,0
Tengah,2016,3,23,2016-03-23,0.0,,,,28.8,34.4,25.0,9.0,24.1,23,1.3858,103.7114,0
Tengah,2016,3,24,2016-03-24,32.2,,,,28.4,35.2,24.7,8.6,51.8,23,1.3858,103.7114,1
Tengah,2016,3,25,2016-03-25,0.0,,,,28.1,34.5,25.1,7.9,24.1,23,1.3858,103.7114,0
Tengah,2016,3,26,2016-03-26,0.0,,,,28.5,32.9,25.2,13.3,40.7,23,1.3858,103.7114,0
Tengah,2016,3,27,2016-03-27,0.0,,,,28.9,34.1,25.5,17.6,42.5,23,1.3858,103.7114,0
Tengah,2016,3,28,2016-03-28,0.0,,,,29.1,34.2,24.8,16.6,40.7,23,1.3858,103.7114,0
Tengah,2016,3,29,2016-03-29,0.0,,,,28.8,34.7,24.6,14.4,35.3,23,1.3858,103.7114,0
Tengah,2016,3,30,2016-03-30,0.0,,,,29.0,35.1,24.8,14.4,33.5,23,1.3858,103.7114,0
Tengah,2016,3,31,2016-03-31,0.0,,,,29.1,34.8,25.5,13.0,31.3,23,1.3858,103.7114,0
Tengah,2014,1,1,2014-01-01,0.0,,,,26.7,30.3,23.3,11.5,31.3,23,1.3858,103.7114,0
Tengah,2014,1,2,2014-01-02,0.0,,,,27.5,32.4,23.6,14.7,37.1,23,1.3858,103.7114,0
Tengah,2014,1,3,2014-01-03,0.0,,,,27.0,31.6,23.1,11.6,40.7,23,1.3858,103.7114,0
Tengah,2014,1,4,2014-01-04,5.2,,,,26.2,31.6,22.7,10.0,27.7,23,1.3858,103.7114,1
Tengah,2014,1,5,2014-01-05,1.7,,,,25.0,26.5,22.6,11.4,33.5,23,1.3858,103.7114,1
Tengah,2014,1,6,2014-01-06,77.4,,,,24.9,27.4,22.6,6.2,35.3,23,1.3858,103.7114,1
Tengah,2014,1,7,2014-01-07,7.6,,,,26.4,31.2,22.8,8.7,25.9,23,1.3858,103.7114,1
Tengah,2014,1,8,2014-01-08,0.0,,,,27.0,31.8,,14.6,33.5,23,1.3858,103.7114,0
Tengah,2014,1,9,2014-01-09,0.2,,,,25.8,28.5,22.8,7.8,27.7,23,1.3858,103.7114,1
Tengah,2014,1,10,2014-01-10,0.0,,,,27.1,32.4,22.8,7.5,22.3,23,1.3858,103.7114,0
Tengah,2014,1,11,2014-01-11,1.5,,,,26.9,32.2,23.4,15.9,42.5,23,1.3858,103.7114,1
Tengah,2014,1,12,2014-01-12,2.7,,,,26.2,29.7,24.1,11.8,40.7,23,1.3858,103.7114,1
Tengah,2014,1,13,2014-01-13,0.0,,,,27.0,30.6,22.3,18.0,46.4,23,1.3858,103.7114,0
Tengah,2014,1,14,2014-01-14,0.0,,,,26.5,30.4,22.3,16.4,40.7,23,1.3858,103.7114,0
Tengah,2014,1,15,2014-01-15,0.0,,,,25.9,29.9,22.7,15.3,35.3,23,1.3858,103.7114,0
Tengah,2014,1,16,2014-01-16,0.0,,,,26.2,30.3,22.8,18.2,37.1,23,1.3858,103.7114,0
Tengah,2014,1,17,2014-01-17,0.0,,,,26.2,30.3,22.8,19.2,42.5,23,1.3858,103.7114,0
Tengah,2014,1,18,2014-01-18,0.0,,,,26.3,29.7,22.0,18.8,44.3,23,1.3858,103.7114,0
Tengah,2014,1,19,2014-01-19,0.0,,,,26.0,30.6,22.6,16.6,37.1,23,1.3858,103.7114,0
Tengah,2014,1,20,2014-01-20,0.0,,,,25.9,30.8,22.6,18.0,46.4,23,1.3858,103.7114,0
Tengah,2014,1,21,2014-01-21,0.0,,,,26.1,31.0,22.2,18.2,40.7,23,1.3858,103.7114,0
Tengah,2014,1,22,2014-01-22,0.0,,,,25.4,29.7,21.7,17.4,38.9,23,1.3858,103.7114,0
Tengah,2014,1,23,2014-01-23,0.0,,,,26.0,30.8,22.5,16.3,44.3,23,1.3858,103.7114,0
Tengah,2014,1,24,2014-01-24,0.0,,,,25.9,29.5,21.5,17.4,40.7,23,1.3858,103.7114,0
Tengah,2014,1,25,2014-01-25,0.0,,,,25.9,30.6,21.0,14.7,37.1,23,1.3858,103.7114,0
Tengah,2014,1,26,2014-01-26,0.0,,,,25.7,30.9,21.2,13.5,33.5,23,1.3858,103.7114,0
Tengah,2014,1,27,2014-01-27,0.0,,,,25.8,30.8,22.2,17.4,38.9,23,1.3858,103.7114,0
Tengah,2014,1,28,2014-01-28,0.0,,,,26.8,31.4,23.0,19.1,42.5,23,1.3858,103.7114,0
Tengah,2014,1,29,2014-01-29,0.0,,,,26.9,32.2,21.5,19.1,44.3,23,1.3858,103.7114,0
Tengah,2014,1,30,2014-01-30,0.0,,,,26.1,32.6,21.7,17.0,42.5,23,1.3858,103.7114,0
Tengah,2014,1,31,2014-01-31,0.0,,,,,32.4,20.1,16.9,37.1,23,1.3858,103.7114,0
Tengah,2016,2,1,2016-02-01,0.0,,,,28.1,33.7,24.2,16.6,40.7,23,1.3858,103.7114,0
Tengah,2016,2,2,2016-02-02,6.2,,,,26.9,32.0,23.6,13.7,50.0,23,1.3858,103.7114,1
Tengah,2016,2,3,2016-02-03,0.0,,,,27.9,33.8,24.2,11.9,29.5,23,1.3858,103.7114,0
Tengah,2016,2,4,2016-02-04,3.2,,,,27.1,31.1,24.6,6.1,29.5,23,1.3858,103.7114,1
Tengah,2016,2,5,2016-02-05,5.7,,,,27.1,32.2,24.5,7.6,25.9,23,1.3858,103.7114,1
Tengah,2016,2,6,2016-02-06,2.8,,,,28.1,32.8,24.4,16.6,42.5,23,1.3858,103.7114,1
Tengah,2016,2,7,2016-02-07,21.8,,,,26.5,28.9,24.8,21.2,51.8,23,1.3858,103.7114,1
Tengah,2016,2,8,2016-02-08,0.5,,,,26.4,28.8,24.5,15.8,38.9,23,1.3858,103.7114,1
Tengah,2016,2,9,2016-02-09,0.0,,,,26.1,29.2,24.6,9.4,25.9,23,1.3858,103.7114,0
Tengah,2016,2,10,2016-02-10,0.0,,,,26.3,29.4,24.5,14.4,33.5,23,1.3858,103.7114,0
Tengah,2016,2,11,2016-02-11,0.0,,,,27.1,31.3,24.6,8.6,27.7,23,1.3858,103.7114,0
Tengah,2016,2,12,2016-02-12,35.5,,,,26.7,33.2,22.5,9.4,55.4,23,1.3858,103.7114,1
Tengah,2016,2,13,2016-02-13,0.0,,,,27.9,33.0,25.0,9.0,31.3,23,1.3858,103.7114,0
Tengah,2016,2,14,2016-02-14,37.7,,,,26.9,34.0,24.0,5.8,37.1,23,1.3858,103.7114,1
Tengah,2016,2,15,2016-02-15,0.0,,,,27.9,33.6,24.8,7.6,16.6,23,1.3858,103.7114,0
Tengah,2016,2,16,2016-02-16,0.0,,,,28.2,32.5,24.5,15.8,44.3,23,1.3858,103.7114,0
Tengah,2016,2,17,2016-02-17,0.0,,,,27.6,32.3,22.3,16.6,42.5,23,1.3858,103.7114,0
Tengah,2016,2,18,2016-02-18,0.3,,,,26.9,32.2,22.7,13.0,35.3,23,1.3858,103.7114,1
Tengah,2016,2,19,2016-02-19,83.0,,,,24.8,28.1,23.4,6.8,29.5,23,1.3858,103.7114,1
Tengah,2016,2,20,2016-02-20,22.7,,,,25.4,28.5,22.3,10.1,38.9,23,1.3858,103.7114,1
Tengah,2016,2,21,2016-02-21,0.0,,,,26.7,32.7,22.5,14.8,37.1,23,1.3858,103.7114,0
Tengah,2016,2,22,2016-02-22,0.0,,,,27.6,32.9,23.9,14.8,35.3,23,1.3858,103.7114,0
Tengah,2016,2,23,2016-02-23,0.0,,,,27.6,32.4,24.4,11.5,35.3,23,1.3858,103.7114,0
Tengah,2016,2,24,2016-02-24,8.8,,,,25.8,31.0,23.6,11.9,33.5,23,1.3858,103.7114,1
Tengah,2016,2,25,2016-02-25,0.9,,,,27.2,32.3,24.3,19.4,53.6,23,1.3858,103.7114,1
Tengah,2016,2,26,2016-02-26,0.0,,,,27.8,32.9,23.2,16.6,42.5,23,1.3858,103.7114,0
Tengah,2016,2,27,2016-02-27,0.0,,,,27.7,33.2,23.3,15.5,37.1,23,1.3858,103.7114,0
Tengah,2016,2,28,2016-02-28,2.0,,,,27.8,32.8,24.6,17.3,42.5,23,1.3858,103.7114,1
Tengah,2016,2,29,2016-02-29,0.0,,,,28.2,32.8,24.1,17.6,42.5,23,1.3858,103.7114,0
Tengah,2014,2,1,2014-02-01,0.0,,,,,33.2,20.1,13.7,37.1,23,1.3858,103.7114,0
Tengah,2014,2,2,2014-02-02,0.0,,,,26.1,31.8,21.0,11.7,38.9,23,1.3858,103.7114,0
Tengah,2014,2,3,2014-02-03,0.0,,,,26.7,32.7,21.5,10.9,33.5,23,1.3858,103.7114,0
Tengah,2014,2,4,2014-02-04,0.0,,,,27.1,33.1,21.9,12.1,29.5,23,1.3858,103.7114,0
Tengah,2014,2,5,2014-02-05,0.0,,,,26.8,33.9,21.3,12.9,31.3,23,1.3858,103.7114,0
Tengah,2014,2,6,2014-02-06,0.0,,,,27.1,33.8,21.5,11.0,27.7,23,1.3858,103.7114,0
Tengah,2014,2,7,2014-02-07,0.0,,,,27.2,33.1,22.5,11.7,27.7,23,1.3858,103.7114,0
Tengah,2014,2,8,2014-02-08,0.0,,,,27.5,33.4,22.7,9.9,31.3,23,1.3858,103.7114,0
Tengah,2014,2,9,2014-02-09,0.2,,,,27.9,33.6,23.1,8.6,24.1,23,1.3858,103.7114,1
Tengah,2014,2,10,2014-02-10,0.0,,,,28.4,34.2,23.5,10.6,27.7,23,1.3858,103.7114,0
Tengah,2014,2,11,2014-02-11,0.0,,,,28.2,34.2,23.0,11.3,29.5,23,1.3858,103.7114,0
Tengah,2014,2,12,2014-02-12,0.0,,,,28.2,35.3,23.1,13.5,31.3,23,1.3858,103.7114,0
Tengah,2014,2,13,2014-02-13,0.0,,,,28.7,34.7,24.1,15.6,38.9,23,1.3858,103.7114,0
Tengah,2014,2,14,2014-02-14,0.2,,,,27.9,34.4,24.1,13.9,37.1,23,1.3858,103.7114,1
Tengah,2014,2,15,2014-02-15,0.0,,,,28.1,33.7,24.8,19.3,42.5,23,1.3858,103.7114,0
Tengah,2014,2,16,2014-02-16,19.4,,,,27.2,34.6,21.5,13.5,35.3,23,1.3858,103.7114,1
Tengah,2014,2,17,2014-02-17,0.0,,,,27.9,33.7,24.0,16.8,35.3,23,1.3858,103.7114,0
Tengah,2014,2,18,2014-02-18,3.6,,,,28.0,34.3,23.5,13.0,42.5,23,1.3858,103.7114,1
Tengah,2014,2,19,2014-02-19,0.0,,,,27.9,33.8,23.7,13.4,33.5,23,1.3858,103.7114,0
Tengah,2014,2,20,2014-02-20,0.0,,,,28.1,33.8,24.6,18.5,51.8,23,1.3858,103.7114,0
Tengah,2014,2,21,2014-02-21,0.0,,,,27.9,32.4,23.5,20.4,44.3,23,1.3858,103.7114,0
Tengah,2014,2,22,2014-02-22,0.0,,,,28.5,34.8,22.0,20.5,46.4,23,1.3858,103.7114,0
Tengah,2014,2,23,2014-02-23,0.0,,,,27.5,33.9,22.0,18.3,44.3,23,1.3858,103.7114,0
Tengah,2014,2,24,2014-02-24,0.0,,,,27.6,33.9,22.1,16.6,38.9,23,1.3858,103.7114,0
Tengah,2014,2,25,2014-02-25,0.0,,,,27.3,33.0,22.3,15.0,35.3,23,1.3858,103.7114,0
Tengah,2014,2,26,2014-02-26,0.0,,,,27.6,33.9,22.8,15.8,35.3,23,1.3858,103.7114,0
Tengah,2014,2,27,2014-02-27,0.0,,,,28.3,35.3,23.0,17.3,38.9,23,1.3858,103.7114,0
Tengah,2014,2,28,2014-02-28,0.0,,,,28.3,34.4,23.4,16.0,38.9,23,1.3858,103.7114,0
Tengah,2014,3,1,2014-03-01,0.0,,,,28.1,34.9,22.8,14.5,35.3,23,1.3858,103.7114,0
Tengah,2014,3,2,2014-03-02,0.0,,,,28.7,34.5,23.1,10.4,27.7,23,1.3858,103.7114,0
Tengah,2014,3,3,2014-03-03,0.0,,,,27.9,34.3,22.9,10.6,27.7,23,1.3858,103.7114,0
Tengah,2014,3,4,2014-03-04,0.0,,,,28.2,34.9,23.0,12.6,33.5,23,1.3858,103.7114,0
Tengah,2014,3,5,2014-03-05,0.0,,,,28.3,35.8,22.0,14.0,35.3,23,1.3858,103.7114,0
Tengah,2014,3,6,2014-03-06,0.0,,,,28.0,35.0,22.5,13.6,38.9,23,1.3858,103.7114,0
Tengah,2014,3,7,2014-03-07,0.0,,,,28.3,35.2,22.8,11.7,33.5,23,1.3858,103.7114,0
Tengah,2014,3,8,2014-03-08,0.5,,,,28.2,34.7,22.8,13.7,29.5,23,1.3858,103.7114,1
Tengah,2014,3,9,2014-03-09,0.0,,,,28.1,34.9,23.2,14.7,37.1,23,1.3858,103.7114,0
Tengah,2014,3,10,2014-03-10,0.0,,,,28.5,35.0,23.5,16.9,37.1,23,1.3858,103.7114,0
Tengah,2014,3,11,2014-03-11,0.0,,,,29.0,35.7,23.7,16.4,38.9,23,1.3858,103.7114,0
Tengah,2014,3,12,2014-03-12,0.0,,,,28.8,35.3,23.6,14.4,37.1,23,1.3858,103.7114,0
Tengah,2014,3,13,2014-03-13,0.0,,,,29.0,35.5,23.5,11.7,33.5,23,1.3858,103.7114,0
Tengah,2014,3,14,2014-03-14,0.0,,,,29.2,36.3,23.8,14.1,37.1,23,1.3858,103.7114,0
Tengah,2014,3,15,2014-03-15,0.5,,,,28.9,33.6,24.7,13.8,35.3,23,1.3858,103.7114,1
Tengah,2014,3,16,2014-03-16,28.5,,,,26.1,28.0,23.0,5.7,31.3,23,1.3858,103.7114,1
Tengah,2014,3,17,2014-03-17,30.2,,,,25.8,29.1,23.2,7.2,44.3,23,1.3858,103.7114,1
Tengah,2014,3,18,2014-03-18,64.5,,,,25.7,31.0,23.0,8.8,35.3,23,1.3858,103.7114,1
Tengah,2014,3,19,2014-03-19,12.3,,,,26.3,33.0,23.7,9.2,31.3,23,1.3858,103.7114,1
Tengah,2014,3,20,2014-03-20,0.0,,,,27.2,33.9,23.4,9.3,27.7,23,1.3858,103.7114,0
Tengah,2014,3,21,2014-03-21,0.0,,,,27.9,33.7,22.7,9.1,22.3,23,1.3858,103.7114,0
Tengah,2014,3,22,2014-03-22,0.0,,,,27.7,32.5,22.2,13.5,29.5,23,1.3858,103.7114,0
Tengah,2014,3,23,2014-03-23,0.0,,,,28.3,34.3,22.4,13.1,35.3,23,1.3858,103.7114,0
Tengah,2014,3,24,2014-03-24,0.0,,,,28.3,34.4,22.6,13.8,33.5,23,1.3858,103.7114,0
Tengah,2014,3,25,2014-03-25,0.0,,,,28.9,35.3,23.9,15.0,38.9,23,1.3858,103.7114,0
Tengah,2014,3,26,2014-03-26,0.0,,,,28.4,34.3,24.0,11.5,29.5,23,1.3858,103.7114,0
Tengah,2014,3,27,2014-03-27,0.0,,,,29.3,34.9,24.3,8.4,31.3,23,1.3858,103.7114,0
Tengah,2014,3,28,2014-03-28,1.7,,,,28.6,34.5,24.9,8.6,27.7,23,1.3858,103.7114,1
Tengah,2014,3,29,2014-03-29,5.4,,,,27.8,33.8,23.7,8.2,33.5,23,1.3858,103.7114,1
Tengah,2014,3,30,2014-03-30,6.1,,,,27.9,32.8,24.2,6.1,29.5,23,1.3858,103.7114,1
Tengah,2014,3,31,2014-03-31,0.3,,,,,33.6,24.5,6.8,20.5,23,1.3858,103.7114,1
Tengah,2016,1,1,2016-01-01,13.6,,,,26.2,28.1,24.4,7.9,25.9,23,1.3858,103.7114,1
Tengah,2016,1,2,2016-01-02,4.9,,,,25.4,28.7,23.5,6.1,44.3,23,1.3858,103.7114,1
Tengah,2016,1,3,2016-01-03,0.1,,,,25.9,27.6,23.7,9.4,27.7,23,1.3858,103.7114,0
Tengah,2016,1,4,2016-01-04,0.4,,,,27.4,33.1,23.9,11.5,35.3,23,1.3858,103.7114,1
Tengah,2016,1,5,2016-01-05,0.0,,,,28.9,34.2,25.3,11.9,29.5,23,1.3858,103.7114,0
Tengah,2016,1,6,2016-01-06,8.4,,,,28.4,33.4,25.0,11.9,44.3,23,1.3858,103.7114,1
Tengah,2016,1,7,2016-01-07,0.0,,,,28.8,34.0,23.8,14.0,33.5,23,1.3858,103.7114,0
Tengah,2016,1,8,2016-01-08,0.0,,,,28.5,33.8,24.0,15.1,38.9,23,1.3858,103.7114,0
Tengah,2016,1,9,2016-01-09,0.0,,,,28.7,34.1,24.4,16.6,38.9,23,1.3858,103.7114,0
Tengah,2016,1,10,2016-01-10,0.0,,,,28.4,34.8,24.6,9.4,27.7,23,1.3858,103.7114,0
Tengah,2016,1,11,2016-01-11,18.0,,,,27.7,34.0,25.3,7.9,33.5,23,1.3858,103.7114,1
Tengah,2016,1,12,2016-01-12,0.0,,,,28.7,33.4,25.2,13.7,35.3,23,1.3858,103.7114,0
Tengah,2016,1,13,2016-01-13,0.0,,,,28.3,33.7,25.0,10.8,29.5,23,1.3858,103.7114,0
Tengah,2016,1,14,2016-01-14,13.5,,,,27.2,32.3,24.4,8.6,27.7,23,1.3858,103.7114,1
Tengah,2016,1,15,2016-01-15,16.3,,,,26.4,31.2,24.3,7.2,40.7,23,1.3858,103.7114,1
Tengah,2016,1,16,2016-01-16,0.1,,,,27.0,32.6,24.2,5.8,27.7,23,1.3858,103.7114,0
Tengah,2016,1,17,2016-01-17,10.9,,,,26.4,32.7,24.0,8.6,44.3,23,1.3858,103.7114,1
Tengah,2016,1,18,2016-01-18,8.8,,,,27.2,34.6,24.4,7.6,29.5,23,1.3858,103.7114,1
Tengah,2016,1,19,2016-01-19,0.0,,,,27.5,31.2,24.6,7.2,27.7,23,1.3858,103.7114,0
Tengah,2016,1,20,2016-01-20,6.3,,,,27.6,31.8,24.8,8.3,31.3,23,1.3858,103.7114,1
Tengah,2016,1,21,2016-01-21,0.0,,,,27.7,32.1,24.5,10.8,29.5,23,1.3858,103.7114,0
Tengah,2016,1,22,2016-01-22,12.8,,,,27.1,32.3,24.5,10.1,37.1,23,1.3858,103.7114,1
Tengah,2016,1,23,2016-01-23,19.8,,,,26.9,33.5,24.8,11.2,44.3,23,1.3858,103.7114,1
Tengah,2016,1,24,2016-01-24,0.0,,,,28.3,33.8,24.7,17.3,46.4,23,1.3858,103.7114,0
Tengah,2016,1,25,2016-01-25,14.8,,,,26.8,31.3,24.8,11.5,44.3,23,1.3858,103.7114,1
Tengah,2016,1,26,2016-01-26,3.5,,,,26.7,29.7,24.4,11.5,33.5,23,1.3858,103.7114,1
Tengah,2016,1,27,2016-01-27,0.0,,,,28.2,33.3,24.6,13.0,33.5,23,1.3858,103.7114,0
Tengah,2016,1,28,2016-01-28,37.3,,,,27.4,33.7,23.6,9.7,31.3,23,1.3858,103.7114,1
Tengah,2016,1,29,2016-01-29,15.7,,,,26.5,32.6,24.0,9.4,37.1,23,1.3858,103.7114,1
Tengah,2016,1,30,2016-01-30,0.0,,,,28.1,33.9,24.3,12.2,29.5,23,1.3858,103.7114,0
Tengah,2016,1,31,2016-01-31,3.9,,,,27.2,33.2,24.2,9.7,31.3,23,1.3858,103.7114,1
Tengah,2016,11,1,2016-11-01,5.2,,,,27.7,32.6,22.4,6.1,33.5,23,1.3858,103.7114,1
Tengah,2016,11,2,2016-11-02,5.9,,,,27.5,33.3,22.9,6.8,37.1,23,1.3858,103.7114,1
Tengah,2016,11,3,2016-11-03,6.7,,,,28.0,32.6,24.4,9.0,25.9,23,1.3858,103.7114,1
Tengah,2016,11,4,2016-11-04,1.2,,,,28.4,32.5,24.4,6.1,22.3,23,1.3858,103.7114,1
Tengah,2016,11,5,2016-11-05,4.4,,,,27.6,29.1,24.3,7.2,29.5,23,1.3858,103.7114,1
Tengah,2016,11,6,2016-11-06,0.2,,,,28.8,32.5,24.6,8.3,25.9,23,1.3858,103.7114,1
Tengah,2016,11,7,2016-11-07,0.9,,,,27.2,29.3,23.2,6.5,24.1,23,1.3858,103.7114,1
Tengah,2016,11,8,2016-11-08,0.0,,,,28.8,34.7,24.0,8.3,25.9,23,1.3858,103.7114,0
Tengah,2016,11,9,2016-11-09,2.3,,,,28.2,32.6,24.0,7.9,25.9,23,1.3858,103.7114,1
Tengah,2016,11,10,2016-11-10,1.1,,,,27.6,33.1,23.8,8.6,35.3,23,1.3858,103.7114,1
Tengah,2016,11,11,2016-11-11,51.2,,,,25.7,31.9,23.2,4.0,44.3,23,1.3858,103.7114,1
Tengah,2016,11,12,2016-11-12,13.5,,,,26.1,33.3,23.6,6.5,35.3,23,1.3858,103.7114,1
Tengah,2016,11,13,2016-11-13,0.0,,,,26.7,32.5,24.0,7.2,24.1,23,1.3858,103.7114,0
Tengah,2016,11,14,2016-11-14,42.8,,,,24.2,26.7,23.0,6.5,31.3,23,1.3858,103.7114,1
Tengah,2016,11,15,2016-11-15,0.0,,,,26.9,33.8,23.3,7.2,38.9,23,1.3858,103.7114,0
Tengah,2016,11,16,2016-11-16,1.0,,,,25.9,30.8,22.9,7.6,48.2,23,1.3858,103.7114,1
Tengah,2016,11,17,2016-11-17,0.2,,,,26.5,33.2,23.8,5.8,29.5,23,1.3858,103.7114,1
