station,year,month,day,date,total_daily_rainfall,highest_30min_rainfall,highest_60min_rainfall,highest_120min_rainfall,mean_temp,max_temp,min_temp,mean_wind_sp,max_wind_sp,station_code,latitude,longitude,rainy_day
Paya Lebar,2018,1,1,2018-01-01,33.2,,,,25.2,27.3,23.8,7.2,27.7,06,1.3524,103.9007,1
Paya Lebar,2018,1,2,2018-01-02,10.2,,,,25.8,28.4,24.1,8.6,25.9,06,1.3524,103.9007,1
Paya Lebar,2018,1,3,2018-01-03,62.2,,,,26.8,32.1,24.5,7.6,31.3,06,1.3524,103.9007,1
Paya Lebar,2018,1,4,2018-01-04,0.3,,,,26.9,29.5,25.0,9.4,33.5,06,1.3524,103.9007,1
Paya Lebar,2018,1,5,2018-01-05,1.5,,,,26.8,30.0,24.3,9.0,24.1,06,1.3524,103.9007,1
Paya Lebar,2018,1,6,2018-01-06,0.0,,,,27.8,31.2,24.6,9.7,22.3,06,1.3524,103.9007,0
Paya Lebar,2018,1,7,2018-01-07,18.9,,,,27.4,31.5,24.6,10.4,33.5,06,1.3524,103.9007,1
Paya Lebar,2018,1,8,2018-01-08,131.8,,,,27.4,32.5,23.3,9.4,29.5,06,1.3524,103.9007,1
Paya Lebar,2018,1,9,2018-01-09,0.0,,,,28.0,33.2,25.8,13.7,40.7,06,1.3524,103.9007,0
Paya Lebar,2018,1,10,2018-01-10,26.5,,,,25.3,27.3,22.9,11.2,31.3,06,1.3524,103.9007,1
Paya Lebar,2018,1,11,2018-01-11,12.2,,,,24.0,26.1,22.0,15.1,40.7,06,1.3524,103.9007,1
Paya Lebar,2018,1,12,2018-01-12,9.0,,,,23.1,24.1,22.2,16.2,37.1,06,1.3524,103.9007,1
Paya Lebar,2018,1,13,2018-01-13,25.8,,,,23.2,23.9,21.4,13.7,37.1,06,1.3524,103.9007,1
Paya Lebar,2018,1,14,2018-01-14,6.9,,,,23.8,26.0,21.6,16.6,44.3,06,1.3524,103.9007,1
Paya Lebar,2018,1,15,2018-01-15,0.9,,,,25.6,28.5,23.0,16.2,42.5,06,1.3524,103.9007,1
Paya Lebar,2018,1,16,2018-01-16,0.0,,,,27.1,30.8,24.0,15.5,37.1,06,1.3524,103.9007,0
Paya Lebar,2018,1,17,2018-01-17,0.0,,,,28.0,32.7,24.5,21.2,42.5,06,1.3524,103.9007,0
Paya Lebar,2018,1,18,2018-01-18,1.3,,,,27.9,32.0,24.3,20.5,42.5,06,1.3524,103.9007,1
Paya Lebar,2018,1,19,2018-01-19,6.8,,,,27.4,33.0,24.6,13.3,37.1,06,1.3524,103.9007,1
Paya Lebar,2018,1,20,2018-01-20,24.4,,,,27.0,32.5,24.7,10.4,38.9,06,1.3524,103.9007,1
Paya Lebar,2018,1,21,2018-01-21,2.6,,,,28.6,34.6,24.7,12.6,27.7,06,1.3524,103.9007,1
Paya Lebar,2018,1,22,2018-01-22,0.0,,,,28.7,33.5,25.1,13.3,40.7,06,1.3524,103.9007,0
Paya Lebar,2018,1,23,2018-01-23,11.5,,,,27.7,30.9,25.1,11.9,40.7,06,1.3524,103.9007,1
Paya Lebar,2018,1,24,2018-01-24,4.9,,,,27.8,32.4,24.4,10.8,44.3,06,1.3524,103.9007,1
Paya Lebar,2018,1,25,2018-01-25,1.8,,,,27.4,31.6,24.7,12.6,29.5,06,1.3524,103.9007,1
Paya Lebar,2018,1,26,2018-01-26,9.5,,,,27.1,30.8,25.0,11.9,33.5,06,1.3524,103.9007,1
Paya Lebar,2018,1,27,2018-01-27,1.1,,,,28.0,33.2,25.0,13.3,33.5,06,1.3524,103.9007,1
Paya Lebar,2018,1,28,2018-01-28,25.6,,,,27.0,32.5,23.9,12.2,42.5,06,1.3524,103.9007,1
Paya Lebar,2018,1,29,2018-01-29,0.0,,,,28.7,33.7,25.1,14.4,33.5,06,1.3524,103.9007,0
Paya Lebar,2018,1,30,2018-01-30,18.3,,,,27.9,33.4,24.1,15.1,44.3,06,1.3524,103.9007,1
Paya Lebar,2018,1,31,2018-01-31,58.2,,,,27.7,34.1,22.5,16.2,55.4,06,1.3524,103.9007,1
Paya Lebar,2018,3,1,2018-03-01,0.0,,,,28.4,32.4,25.6,15.5,40.7,06,1.3524,103.9007,0
Paya Lebar,2018,3,2,2018-03-02,1.7,,,,28.0,32.7,25.3,12.2,27.7,06,1.3524,103.9007,1
Paya Lebar,2018,3,3,2018-03-03,0.0,,,,28.9,33.7,25.6,14.4,35.3,06,1.3524,103.9007,0
Paya Lebar,2018,3,4,2018-03-04,0.0,,,,28.7,32.3,25.9,10.4,31.3,06,1.3524,103.9007,0
Paya Lebar,2018,3,5,2018-03-05,0.0,,,,29.1,33.7,25.6,16.9,44.3,06,1.3524,103.9007,0
Paya Lebar,2018,3,6,2018-03-06,0.0,,,,29.4,34.3,26.0,13.3,37.1,06,1.3524,103.9007,0
Paya Lebar,2018,3,7,2018-03-07,6.2,,,,27.0,29.0,24.8,11.9,33.5,06,1.3524,103.9007,1
Paya Lebar,2018,3,8,2018-03-08,0.0,,,,27.2,30.1,25.0,13.0,33.5,06,1.3524,103.9007,0
Paya Lebar,2018,3,9,2018-03-09,0.0,,,,28.9,33.2,25.2,20.5,48.2,06,1.3524,103.9007,0
Paya Lebar,2018,3,10,2018-03-10,7.8,,,,27.7,30.1,25.2,22.0,63.0,06,1.3524,103.9007,1
Paya Lebar,2018,3,11,2018-03-11,0.0,,,,28.3,31.7,25.5,20.9,46.4,06,1.3524,103.9007,0
Paya Lebar,2018,3,12,2018-03-12,0.7,,,,28.5,31.6,26.3,21.2,42.5,06,1.3524,103.9007,1
Paya Lebar,2018,3,13,2018-03-13,0.0,,,,28.9,32.7,25.6,20.5,51.8,06,1.3524,103.9007,0
Paya Lebar,2018,3,14,2018-03-14,0.0,,,,28.9,33.8,25.1,15.8,40.7,06,1.3524,103.9007,0
Paya Lebar,2018,3,15,2018-03-15,0.0,,,,29.1,33.0,25.3,12.2,27.7,06,1.3524,103.9007,0
Paya Lebar,2018,3,16,2018-03-16,0.9,,,,29.2,33.6,26.0,14.4,38.9,06,1.3524,103.9007,1
Paya Lebar,2018,3,17,2018-03-17,0.1,,,,29.3,34.8,25.8,15.1,37.1,06,1.3524,103.9007,0
Paya Lebar,2018,3,18,2018-03-18,0.0,,,,29.0,33.8,25.8,15.5,46.4,06,1.3524,103.9007,0
Paya Lebar,2018,3,19,2018-03-19,0.0,,,,29.3,34.0,26.0,11.5,33.5,06,1.3524,103.9007,0
Paya Lebar,2018,3,20,2018-03-20,0.0,,,,29.2,33.7,26.4,10.1,27.7,06,1.3524,103.9007,0
Paya Lebar,2018,3,21,2018-03-21,0.0,,,,28.9,33.9,26.3,9.4,27.7,06,1.3524,103.9007,0
Paya Lebar,2018,3,22,2018-03-22,0.0,,,,29.3,33.9,25.7,16.6,42.5,06,1.3524,103.9007,0
Paya Lebar,2018,3,23,2018-03-23,0.0,,,,29.1,33.7,25.3,14.4,40.7,06,1.3524,103.9007,0
Paya Lebar,2018,3,24,2018-03-24,0.0,,,,28.7,32.2,25.7,14.4,42.5,06,1.3524,103.9007,0
Paya Lebar,2018,3,25,2018-03-25,1.0,,,,27.4,30.8,25.2,8.3,27.7,06,1.3524,103.9007,1
Paya Lebar,2018,3,26,2018-03-26,0.2,,,,28.8,33.3,24.9,11.9,38.9,06,1.3524,103.9007,1
Paya Lebar,2018,3,27,2018-03-27,7.6,,,,25.9,29.6,23.9,12.2,40.7,06,1.3524,103.9007,1
Paya Lebar,2018,3,28,2018-03-28,10.8,,,,26.8,32.9,24.5,6.8,31.3,06,1.3524,103.9007,1
Paya Lebar,2018,3,29,2018-03-29,0.1,,,,27.1,30.7,25.4,5.4,20.5,06,1.3524,103.9007,0
Paya Lebar,2018,3,30,2018-03-30,1.0,,,,27.6,33.9,24.6,5.4,40.7,06,1.3524,103.9007,1
Paya Lebar,2018,3,31,2018-03-31,0.0,,,,28.4,33.8,25.6,10.8,35.3,06,1.3524,103.9007,0
Paya Lebar,2018,2,1,2018-02-01,1.6,,,,28.8,32.6,25.7,22.0,46.4,06,1.3524,103.9007,1
Paya Lebar,2018,2,2,2018-02-02,7.1,,,,26.0,29.8,24.0,18.0,38.9,06,1.3524,103.9007,1
Paya Lebar,2018,2,3,2018-02-03,0.0,,,,27.7,31.2,25.0,23.0,51.8,06,1.3524,103.9007,0
Paya Lebar,2018,2,4,2018-02-04,0.5,,,,27.3,30.1,24.9,22.3,53.6,06,1.3524,103.9007,1
Paya Lebar,2018,2,5,2018-02-05,0.0,,,,27.5,31.2,24.2,24.5,61.2,06,1.3524,103.9007,0
Paya Lebar,2018,2,6,2018-02-06,0.0,,,,27.1,30.8,24.1,25.9,51.8,06,1.3524,103.9007,0
Paya Lebar,2018,2,7,2018-02-07,0.0,,,,26.4,29.5,23.5,22.3,50.0,06,1.3524,103.9007,0
Paya Lebar,2018,2,8,2018-02-08,0.0,,,,26.6,31.2,23.5,20.5,44.3,06,1.3524,103.9007,0
Paya Lebar,2018,2,9,2018-02-09,0.0,,,,26.8,31.4,23.4,22.0,42.5,06,1.3524,103.9007,0
Paya Lebar,2018,2,10,2018-02-10,0.0,,,,26.8,31.1,23.6,21.6,42.5,06,1.3524,103.9007,0
Paya Lebar,2018,2,11,2018-02-11,0.0,,,,27.3,32.1,23.8,22.3,46.4,06,1.3524,103.9007,0
Paya Lebar,2018,2,12,2018-02-12,0.0,,,,27.8,31.8,24.5,26.6,57.2,06,1.3524,103.9007,0
Paya Lebar,2018,2,13,2018-02-13,0.0,,,,27.8,32.7,24.3,20.9,44.3,06,1.3524,103.9007,0
Paya Lebar,2018,2,14,2018-02-14,0.4,,,,27.5,31.6,24.6,22.3,50.0,06,1.3524,103.9007,1
Paya Lebar,2018,2,15,2018-02-15,8.6,,,,27.9,32.8,24.4,15.1,38.9,06,1.3524,103.9007,1
Paya Lebar,2018,2,16,2018-02-16,0.0,,,,27.7,32.4,24.5,12.6,29.5,06,1.3524,103.9007,0
Paya Lebar,2018,2,17,2018-02-17,0.2,,,,27.9,32.6,24.7,17.3,33.5,06,1.3524,103.9007,1
Paya Lebar,2018,2,18,2018-02-18,0.0,,,,28.1,33.5,24.2,15.8,37.1,06,1.3524,103.9007,0
Paya Lebar,2018,2,19,2018-02-19,0.0,,,,28.0,33.2,24.3,18.0,46.4,06,1.3524,103.9007,0
Paya Lebar,2018,2,20,2018-02-20,0.0,,,,28.5,33.2,25.2,18.4,40.7,06,1.3524,103.9007,0
Paya Lebar,2018,2,21,2018-02-21,0.0,,,,28.4,32.8,25.3,17.6,42.5,06,1.3524,103.9007,0
Paya Lebar,2018,2,22,2018-02-22,0.0,,,,28.7,33.8,25.6,18.7,50.0,06,1.3524,103.9007,0
Paya Lebar,2018,2,23,2018-02-23,1.2,,,,28.0,32.9,24.5,16.2,38.9,06,1.3524,103.9007,1
Paya Lebar,2018,2,24,2018-02-24,0.1,,,,26.7,29.4,24.7,17.3,42.5,06,1.3524,103.9007,0
Paya Lebar,2018,2,25,2018-02-25,0.0,,,,27.7,30.4,25.4,19.1,40.7,06,1.3524,103.9007,0
Paya Lebar,2018,2,26,2018-02-26,0.0,,,,27.9,31.2,24.8,21.2,42.5,06,1.3524,103.9007,0
Paya Lebar,2018,2,27,2018-02-27,0.0,,,,27.9,31.8,25.0,20.2,42.5,06,1.3524,103.9007,0
Paya Lebar,2018,2,28,2018-02-28,2.5,,,,28.5,34.0,25.4,18.4,40.7,06,1.3524,103.9007,1
Paya Lebar,2018,6,1,2018-06-01,26.4,,,,28.3,32.3,22.9,6.8,31.3,06,1.3524,103.9007,1
Paya Lebar,2018,6,2,2018-06-02,55.6,,,,27.4,31.4,23.3,5.8,40.7,06,1.3524,103.9007,1
Paya Lebar,2018,6,3,2018-06-03,0.4,,,,29.5,33.5,26.4,7.2,27.7,06,1.3524,103.9007,1
Paya Lebar,2018,6,4,2018-06-04,0.1,,,,30.1,33.2,26.7,9.0,29.5,06,1.3524,103.9007,0
Paya Lebar,2018,6,5,2018-06-05,0.0,,,,30.1,33.3,28.1,9.7,33.5,06,1.3524,103.9007,0
Paya Lebar,2018,6,6,2018-06-06,0.0,,,,30.4,33.3,28.3,9.0,31.3,06,1.3524,103.9007,0
Paya Lebar,2018,6,7,2018-06-07,0.0,,,,30.6,33.3,28.3,10.4,31.3,06,1.3524,103.9007,0
Paya Lebar,2018,6,8,2018-06-08,19.6,,,,29.6,32.8,23.3,10.1,55.4,06,1.3524,103.9007,1
Paya Lebar,2018,6,9,2018-06-09,0.0,,,,29.8,32.3,28.0,8.6,20.5,06,1.3524,103.9007,0
Paya Lebar,2018,6,10,2018-06-10,0.0,,,,30.1,31.9,28.5,13.0,29.5,06,1.3524,103.9007,0
Paya Lebar,2018,6,11,2018-06-11,0.0,,,,30.1,32.7,26.8,13.7,38.9,06,1.3524,103.9007,0
Paya Lebar,2018,6,12,2018-06-12,0.0,,,,30.1,32.3,27.4,11.9,31.3,06,1.3524,103.9007,0
Paya Lebar,2018,6,13,2018-06-13,1.2,,,,28.9,32.2,26.1,7.9,29.5,06,1.3524,103.9007,1
Paya Lebar,2018,6,14,2018-06-14,0.3,,,,29.1,32.3,26.1,7.9,27.7,06,1.3524,103.9007,1
Paya Lebar,2018,6,15,2018-06-15,0.3,,,,27.4,29.0,24.7,7.2,48.2,06,1.3524,103.9007,1
Paya Lebar,2018,6,16,2018-06-16,0.0,,,,29.3,32.8,26.7,11.5,29.5,06,1.3524,103.9007,0
Paya Lebar,2018,6,17,2018-06-17,0.0,,,,29.7,32.2,28.2,8.6,29.5,06,1.3524,103.9007,0
Paya Lebar,2018,6,18,2018-06-18,0.3,,,,28.8,31.1,23.8,9.0,27.7,06,1.3524,103.9007,1
Paya Lebar,2018,6,19,2018-06-19,5.8,,,,27.7,30.4,23.8,12.6,42.5,06,1.3524,103.9007,1
Paya Lebar,2018,6,20,2018-06-20,17.8,,,,27.0,29.9,23.8,6.5,31.3,06,1.3524,103.9007,1
Paya Lebar,2018,6,21,2018-06-21,0.2,,,,28.1,32.5,26.0,8.3,33.5,06,1.3524,103.9007,1
Paya Lebar,2018,6,22,2018-06-22,0.0,,,,28.5,32.2,26.2,9.7,29.5,06,1.3524,103.9007,0
Paya Lebar,2018,6,23,2018-06-23,6.8,,,,27.4,30.4,24.6,5.4,42.5,06,1.3524,103.9007,1
Paya Lebar,2018,6,24,2018-06-24,0.0,,,,27.2,29.9,23.2,8.6,29.5,06,1.3524,103.9007,0
Paya Lebar,2018,6,25,2018-06-25,10.7,,,,27.1,30.4,23.4,10.8,37.1,06,1.3524,103.9007,1
Paya Lebar,2018,6,26,2018-06-26,11.0,,,,26.9,28.3,23.5,7.2,31.3,06,1.3524,103.9007,1
Paya Lebar,2018,6,27,2018-06-27,4.7,,,,26.3,27.7,24.7,7.6,38.9,06,1.3524,103.9007,1
Paya Lebar,2018,6,28,2018-06-28,0.0,,,,28.2,31.9,25.6,10.8,29.5,06,1.3524,103.9007,0
Paya Lebar,2018,6,29,2018-06-29,10.4,,,,26.2,28.4,23.8,7.2,31.3,06,1.3524,103.9007,1
Paya Lebar,2018,6,30,2018-06-30,0.0,,,,28.1,30.2,26.4,11.2,25.9,06,1.3524,103.9007,0
Paya Lebar,2018,12,1,2018-12-01,7.8,,,,27.8,31.4,25.2,9.7,48.2,06,1.3524,103.9007,1
Paya Lebar,2018,12,2,2018-12-02,1.5,,,,28.2,33.1,25.2,10.4,38.9,06,1.3524,103.9007,1
Paya Lebar,2018,12,3,2018-12-03,6.8,,,,27.8,31.6,25.1,5.4,18.4,06,1.3524,103.9007,1
Paya Lebar,2018,12,4,2018-12-04,0.0,,,,29.2,33.6,25.9,7.9,25.9,06,1.3524,103.9007,0
Paya Lebar,2018,12,5,2018-12-05,11.0,,,,28.4,33.2,25.7,6.8,40.7,06,1.3524,103.9007,1
Paya Lebar,2018,12,6,2018-12-06,0.9,,,,28.2,32.0,25.5,5.4,18.4,06,1.3524,103.9007,1
Paya Lebar,2018,12,7,2018-12-07,2.6,,,,28.4,31.7,25.9,6.5,33.5,06,1.3524,103.9007,1
Paya Lebar,2018,12,8,2018-12-08,1.7,,,,28.7,33.0,25.7,6.5,24.1,06,1.3524,103.9007,1
Paya Lebar,2018,12,9,2018-12-09,0.0,,,,29.3,33.1,26.2,8.6,25.9,06,1.3524,103.9007,0
Paya Lebar,2018,12,10,2018-12-10,0.9,,,,28.9,33.3,26.2,6.8,35.3,06,1.3524,103.9007,1
Paya Lebar,2018,12,11,2018-12-11,46.0,,,,27.4,32.6,24.3,7.9,31.3,06,1.3524,103.9007,1
Paya Lebar,2018,12,12,2018-12-12,0.0,,,,28.0,32.2,25.4,6.1,31.3,06,1.3524,103.9007,0
Paya Lebar,2018,12,13,2018-12-13,0.0,,,,27.4,29.5,25.2,9.7,33.5,06,1.3524,103.9007,0
Paya Lebar,2018,12,14,2018-12-14,0.0,,,,28.0,30.3,25.7,10.8,37.1,06,1.3524,103.9007,0
Paya Lebar,2018,12,15,2018-12-15,0.4,,,,28.1,31.8,24.5,6.1,22.3,06,1.3524,103.9007,1
Paya Lebar,2018,12,16,2018-12-16,5.4,,,,27.2,32.4,25.0,7.6,31.3,06,1.3524,103.9007,1
Paya Lebar,2018,12,17,2018-12-17,0.0,,,,28.3,32.3,25.5,8.6,38.9,06,1.3524,103.9007,0
Paya Lebar,2018,12,18,2018-12-18,0.0,,,,29.5,33.3,26.2,8.3,24.1,06,1.3524,103.9007,0
Paya Lebar,2018,12,19,2018-12-19,12.9,,,,28.4,33.7,26.2,7.2,27.7,06,1.3524,103.9007,1
Paya Lebar,2018,12,20,2018-12-20,44.5,,,,28.3,33.9,24.7,10.4,35.3,06,1.3524,103.9007,1
Paya Lebar,2018,12,21,2018-12-21,0.0,,,,28.7,32.9,26.1,12.2,40.7,06,1.3524,103.9007,0
Paya Lebar,2018,12,22,2018-12-22,0.8,,,,29.1,33.4,25.4,11.2,35.3,06,1.3524,103.9007,1
Paya Lebar,2018,12,23,2018-12-23,9.1,,,,28.4,33.6,25.0,7.2,37.1,06,1.3524,103.9007,1
Paya Lebar,2018,12,24,2018-12-24,0.0,,,,28.9,33.2,25.5,7.9,22.3,06,1.3524,103.9007,0
Paya Lebar,2018,12,25,2018-12-25,0.0,,,,29.6,34.1,24.2,7.9,46.4,06,1.3524,103.9007,0
Paya Lebar,2018,12,26,2018-12-26,0.8,,,,29.6,33.7,25.0,10.8,42.5,06,1.3524,103.9007,1
Paya Lebar,2018,12,27,2018-12-27,0.0,,,,28.9,31.4,26.4,9.0,29.5,06,1.3524,103.9007,0
Paya Lebar,2018,12,28,2018-12-28,0.0,,,,30.4,34.4,26.2,10.1,35.3,06,1.3524,103.9007,0
Paya Lebar,2018,12,29,2018-12-29,0.0,,,,29.4,32.2,26.6,8.3,22.3,06,1.3524,103.9007,0
Paya Lebar,2018,12,30,2018-12-30,1.7,,,,29.4,34.4,26.6,10.8,37.1,06,1.3524,103.9007,1
Paya Lebar,2018,12,31,2018-12-31,8.6,,,,28.1,32.9,25.7,12.2,42.5,06,1.3524,103.9007,1
Paya Lebar,2016,9,1,2016-09-01,2.5,1.8,2.4,2.8,,31.9,24.5,7.2,38.9,06,1.3524,103.9007,1
Paya Lebar,2016,9,2,2016-09-02,0.0,0.0,0.0,0.0,,33.0,26.1,9.4,33.5,06,1.3524,103.9007,0
Paya Lebar,2016,9,3,2016-09-03,0.0,0.0,0.0,0.0,,33.9,27.3,9.0,27.7,06,1.3524,103.9007,0
Paya Lebar,2016,9,4,2016-09-04,0.9,1.2,1.2,1.2,,32.9,26.2,6.5,29.5,06,1.3524,103.9007,1
Paya Lebar,2016,9,5,2016-09-05,0.0,0.0,0.0,0.0,,32.5,26.2,8.3,31.3,06,1.3524,103.9007,0
Paya Lebar,2016,9,6,2016-09-06,0.2,0.2,0.2,0.2,,33.8,24.2,11.9,35.3,06,1.3524,103.9007,1
Paya Lebar,2016,9,7,2016-09-07,9.3,5.8,6.4,6.4,,29.2,24.3,14.0,51.8,06,1.3524,103.9007,1
Paya Lebar,2016,9,8,2016-09-08,0.0,0.0,0.0,0.0,,32.2,27.6,13.0,31.3,06,1.3524,103.9007,0
Paya Lebar,2016,9,9,2016-09-09,0.8,2.0,2.0,2.0,,33.1,25.6,9.4,37.1,06,1.3524,103.9007,1
Paya Lebar,2016,9,10,2016-09-10,2.9,2.6,2.6,2.6,,31.3,23.0,10.8,51.8,06,1.3524,103.9007,1
Paya Lebar,2016,9,11,2016-09-11,0.0,0.0,0.0,0.0,,32.5,25.8,13.0,35.3,06,1.3524,103.9007,0
Paya Lebar,2016,9,12,2016-09-12,16.7,7.0,8.2,12.2,,29.0,25.0,6.5,33.5,06,1.3524,103.9007,1
Paya Lebar,2016,9,13,2016-09-13,0.0,0.0,0.0,0.0,,32.6,24.9,11.5,29.5,06,1.3524,103.9007,0
Paya Lebar,2016,9,14,2016-09-14,95.6,40.6,58.8,61.6,,30.3,23.8,7.9,35.3,06,1.3524,103.9007,1
Paya Lebar,2016,9,15,2016-09-15,0.0,0.0,0.0,0.0,,33.8,23.4,10.1,29.5,06,1.3524,103.9007,0
Paya Lebar,2016,9,16,2016-09-16,16.6,11.4,13.6,14.0,,33.7,23.6,12.6,48.2,06,1.3524,103.9007,1
Paya Lebar,2016,9,17,2016-09-17,0.1,0.0,0.0,0.0,,33.3,22.2,8.3,27.7,06,1.3524,103.9007,0
Paya Lebar,2016,9,18,2016-09-18,18.9,12.0,15.8,16.0,,33.9,23.4,8.6,46.4,06,1.3524,103.9007,1
Paya Lebar,2016,9,19,2016-09-19,23.9,21.8,24.0,25.2,,32.0,24.2,9.4,42.5,06,1.3524,103.9007,1
Paya Lebar,2016,9,20,2016-09-20,5.0,2.0,2.0,2.0,,33.0,24.5,12.6,40.7,06,1.3524,103.9007,1
Paya Lebar,2016,9,21,2016-09-21,0.3,0.4,0.4,0.4,,34.9,25.2,10.1,40.7,06,1.3524,103.9007,1
Paya Lebar,2016,9,22,2016-09-22,0.0,0.0,0.0,0.0,,33.3,26.8,10.1,31.3,06,1.3524,103.9007,0
Paya Lebar,2016,9,23,2016-09-23,0.0,0.0,0.0,0.0,,33.9,26.1,10.1,31.3,06,1.3524,103.9007,0
Paya Lebar,2016,9,24,2016-09-24,0.0,0.0,0.0,0.0,,33.0,25.7,9.0,35.3,06,1.3524,103.9007,0
Paya Lebar,2016,9,25,2016-09-25,0.0,0.0,0.0,0.0,,32.7,25.6,7.2,29.5,06,1.3524,103.9007,0
Paya Lebar,2016,9,26,2016-09-26,0.0,0.0,0.0,0.0,,34.2,26.4,10.4,37.1,06,1.3524,103.9007,0
Paya Lebar,2016,9,27,2016-09-27,0.0,0.0,0.0,0.0,,31.3,26.7,6.1,22.3,06,1.3524,103.9007,0
Paya Lebar,2016,9,28,2016-09-28,0.0,0.0,0.0,0.0,,35.4,26.8,10.8,33.5,06,1.3524,103.9007,0
Paya Lebar,2016,9,29,2016-09-29,0.0,0.0,0.0,0.0,,35.4,27.2,9.7,33.5,06,1.3524,103.9007,0
Paya Lebar,2016,9,30,2016-09-30,1.2,2.2,2.4,2.4,,36.3,25.5,9.7,57.2,06,1.3524,103.9007,1
Paya Lebar,2016,8,1,2016-08-01,10.8,14.8,15.4,15.4,,32.0,25.5,9.4,29.5,06,1.3524,103.9007,1
Paya Lebar,2016,8,2,2016-08-02,0.0,0.0,0.0,0.0,,34.0,22.4,12.2,29.5,06,1.3524,103.9007,0
Paya Lebar,2016,8,3,2016-08-03,10.5,10.2,10.8,11.6,,31.7,23.0,10.8,61.2,06,1.3524,103.9007,1
Paya Lebar,2016,8,4,2016-08-04,0.0,0.0,0.0,0.0,,31.5,27.0,13.7,31.3,06,1.3524,103.9007,0
Paya Lebar,2016,8,5,2016-08-05,1.0,0.6,0.8,0.8,,33.2,27.4,10.4,25.9,06,1.3524,103.9007,1
Paya Lebar,2016,8,6,2016-08-06,14.4,6.0,10.6,12.8,,32.7,25.2,10.1,27.7,06,1.3524,103.9007,1
Paya Lebar,2016,8,7,2016-08-07,0.0,0.0,0.0,0.0,,33.0,27.5,9.7,31.3,06,1.3524,103.9007,0
Paya Lebar,2016,8,8,2016-08-08,0.0,0.0,0.0,0.0,,34.2,27.5,7.9,24.1,06,1.3524,103.9007,0
Paya Lebar,2016,8,9,2016-08-09,0.0,0.0,0.0,0.0,,33.6,28.0,11.9,27.7,06,1.3524,103.9007,0
Paya Lebar,2016,8,10,2016-08-10,0.0,0.0,0.0,0.0,,33.8,28.2,12.2,29.5,06,1.3524,103.9007,0
Paya Lebar,2016,8,11,2016-08-11,0.0,0.0,0.0,0.0,,32.6,28.3,11.5,37.1,06,1.3524,103.9007,0
Paya Lebar,2016,8,12,2016-08-12,2.5,1.4,1.4,1.4,,32.0,26.5,11.9,37.1,06,1.3524,103.9007,1
Paya Lebar,2016,8,13,2016-08-13,0.0,0.0,0.0,0.0,,33.3,26.8,9.4,31.3,06,1.3524,103.9007,0
Paya Lebar,2016,8,14,2016-08-14,0.4,0.2,0.2,0.2,,33.6,27.2,11.5,31.3,06,1.3524,103.9007,1
Paya Lebar,2016,8,15,2016-08-15,0.0,0.0,0.0,0.0,,33.4,27.5,14.4,33.5,06,1.3524,103.9007,0
Paya Lebar,2016,8,16,2016-08-16,0.0,0.0,0.0,0.0,,32.6,27.5,12.6,33.5,06,1.3524,103.9007,0
Paya Lebar,2016,8,17,2016-08-17,0.0,0.2,0.2,0.2,,33.4,27.8,11.2,35.3,06,1.3524,103.9007,0
Paya Lebar,2016,8,18,2016-08-18,0.0,0.0,0.0,0.0,,33.6,22.7,14.4,44.3,06,1.3524,103.9007,0
Paya Lebar,2016,8,19,2016-08-19,17.0,12.2,14.2,15.2,,32.5,23.2,13.0,38.9,06,1.3524,103.9007,1
Paya Lebar,2016,8,20,2016-08-20,6.1,3.8,4.0,4.0,,33.6,24.9,12.6,29.5,06,1.3524,103.9007,1
Paya Lebar,2016,8,21,2016-08-21,8.9,7.8,10.2,10.2,,30.6,24.0,9.4,37.1,06,1.3524,103.9007,1
Paya Lebar,2016,8,22,2016-08-22,0.0,0.0,0.0,0.0,,33.3,27.7,9.7,25.9,06,1.3524,103.9007,0
Paya Lebar,2016,8,23,2016-08-23,13.8,5.8,6.0,6.0,,33.6,25.0,8.6,31.3,06,1.3524,103.9007,1
Paya Lebar,2016,8,24,2016-08-24,17.4,6.6,11.0,13.0,,31.8,25.4,14.0,38.9,06,1.3524,103.9007,1
Paya Lebar,2016,8,25,2016-08-25,0.0,0.0,0.0,0.0,,33.7,26.8,13.7,33.5,06,1.3524,103.9007,0
Paya Lebar,2016,8,26,2016-08-26,0.0,0.0,0.0,0.0,,33.8,27.4,11.5,22.3,06,1.3524,103.9007,0
Paya Lebar,2016,8,27,2016-08-27,0.2,0.0,0.0,0.0,,34.1,27.3,8.6,29.5,06,1.3524,103.9007,1
Paya Lebar,2016,8,28,2016-08-28,0.0,0.0,0.0,0.0,,33.1,26.6,8.6,25.9,06,1.3524,103.9007,0
Paya Lebar,2016,8,29,2016-08-29,0.0,0.0,0.0,0.0,,33.1,26.2,9.7,25.9,06,1.3524,103.9007,0
Paya Lebar,2016,8,30,2016-08-30,12.1,4.2,5.0,5.2,,30.6,24.4,8.3,35.3,06,1.3524,103.9007,1
Paya Lebar,2016,8,31,2016-08-31,0.0,0.0,0.0,0.0,,33.4,26.4,10.1,40.7,06,1.3524,103.9007,0
Paya Lebar,2018,7,1,2018-07-01,1.3,,,,27.2,30.0,25.6,8.3,42.5,06,1.3524,103.9007,1
Paya Lebar,2018,7,2,2018-07-02,0.1,,,,27.7,31.7,25.8,9.0,37.1,06,1.3524,103.9007,0
