,week,region,no_cases,year,total_daily_rainfall,max_wind_sp,max_temp,rainy_day,mean_temp,mean_wind_sp,min_temp,dengue_fever,dengue,mosquito,insect_repellent,dengue_fever_diff,dengue_fever_2nd_diff,dengue_diff,dengue_2nd_diff,mosquito_diff,mosquito_2nd_diff,insect_repellent_diff,insect_repellent_2nd_diff
255,13,Central,102,2018,102.0,53.3,33.4,1,27.200000000000003,5.59,22.5,4.0,3.0,9.0,2.0,1.0,2.0,0.0,1.0,1.0,-2.0,0.0,-1.0
256,14,Central,102,2018,64.2,34.2,34.2,1,28.37368421052632,6.705,24.3,3.0,2.0,8.0,3.0,-1.0,-2.0,-1.0,-1.0,-1.0,-2.0,1.0,1.0
257,15,Central,102,2018,118.6,40.3,33.8,1,28.65,6.504761904761905,23.9,2.0,2.0,7.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,-2.0,-3.0
258,16,Central,7,2018,196.8,41.4,33.5,1,27.925,5.0600000000000005,23.6,2.0,3.0,8.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0
259,17,Central,10,2018,151.0,38.9,34.9,1,28.568421052631574,5.529999999999999,23.2,6.0,6.0,7.0,2.0,4.0,4.0,3.0,2.0,-1.0,-2.0,-1.0,-3.0
260,18,Central,102,2018,64.4,52.2,34.3,1,28.79047619047619,5.147619047619047,24.2,11.0,9.0,10.0,3.0,5.0,1.0,3.0,0.0,3.0,4.0,1.0,2.0
261,19,Central,102,2018,11.0,44.3,35.2,1,29.609523809523807,7.228571428571429,26.0,4.0,5.0,6.0,2.0,-7.0,-12.0,-4.0,-7.0,-4.0,-7.0,-1.0,-2.0
262,20,Central,102,2018,129.0,41.0,34.3,1,28.310526315789478,4.747368421052632,23.2,7.0,7.0,8.0,2.0,3.0,10.0,2.0,6.0,2.0,6.0,0.0,1.0
263,21,Central,3,2018,147.2,41.4,33.5,1,28.1,5.223529411764706,23.8,5.0,4.0,8.0,2.0,-2.0,-5.0,-3.0,-5.0,0.0,-2.0,0.0,0.0
264,22,Central,5,2018,168.8,58.3,33.5,1,27.86875,4.611764705882353,22.5,4.0,4.0,9.0,2.0,-1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0
265,23,Central,8,2018,55.8,49.7,35.0,1,29.66111111111111,6.75,22.4,5.0,4.0,7.0,1.0,1.0,2.0,0.0,0.0,-2.0,-3.0,-1.0,-1.0
266,24,Central,10,2018,51.8,51.5,34.0,1,29.038095238095234,6.447619047619048,22.2,4.0,4.0,7.0,2.0,-1.0,-2.0,0.0,0.0,0.0,2.0,1.0,2.0
267,25,Central,8,2018,130.8,47.2,33.3,1,27.8,6.295,22.8,5.0,4.0,9.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,-1.0
268,26,Central,10,2018,164.0,42.5,31.2,1,26.772222222222226,6.310526315789474,22.5,4.0,3.0,7.0,3.0,-1.0,-2.0,-1.0,-1.0,-2.0,-4.0,1.0,1.0
269,27,Central,15,2018,12.4,36.0,32.6,1,28.31578947368421,7.154999999999999,24.1,3.0,5.0,7.0,2.0,-1.0,0.0,2.0,3.0,0.0,2.0,-1.0,-2.0
270,28,Central,9,2018,60.0,47.5,34.0,1,28.235000000000003,7.455,21.3,3.0,3.0,7.0,2.0,0.0,1.0,-2.0,-4.0,0.0,0.0,0.0,1.0
271,29,Central,13,2018,73.2,42.5,33.0,1,28.705,7.10952380952381,23.3,4.0,4.0,5.0,2.0,1.0,1.0,1.0,3.0,-2.0,-2.0,0.0,0.0
272,30,Central,12,2018,2.2,49.0,34.3,1,28.976190476190474,7.442857142857143,24.5,5.0,2.0,9.0,1.0,1.0,0.0,-2.0,-3.0,4.0,6.0,-1.0,-1.0
273,31,Central,102,2018,28.8,38.5,33.0,1,27.73333333333333,7.022222222222222,23.1,4.0,4.0,6.0,2.0,-1.0,-2.0,2.0,4.0,-3.0,-7.0,1.0,2.0
274,32,Central,4,2018,7.2,61.2,34.1,1,28.54285714285714,7.352380952380953,21.8,3.0,4.0,6.0,2.0,-1.0,0.0,0.0,-2.0,0.0,3.0,0.0,-1.0
275,33,Central,14,2018,30.2,40.7,34.3,1,29.15714285714285,8.985714285714286,22.5,4.0,3.0,6.0,1.0,1.0,2.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
276,34,Central,13,2018,133.2,61.2,34.6,1,28.431578947368426,6.757142857142857,22.7,3.0,3.0,6.0,2.0,-1.0,-2.0,0.0,1.0,0.0,0.0,1.0,2.0
277,35,Central,3,2018,102.4,64.8,34.9,1,28.26842105263158,6.289473684210527,22.3,4.0,3.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0
278,36,Central,3,2018,387.0,57.2,32.5,1,27.1125,5.694444444444445,21.5,3.0,3.0,5.0,2.0,-1.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,0.0
279,37,Central,4,2018,23.4,40.3,33.4,1,28.11176470588235,6.5285714285714285,24.0,4.0,4.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,-1.0,-1.0
280,38,Central,102,2018,103.2,41.0,33.6,1,27.64761904761905,6.023809523809524,21.8,4.0,4.0,6.0,2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,2.0
281,39,Central,4,2018,1.6,37.8,34.9,1,29.23809523809524,6.995238095238095,26.5,3.0,3.0,6.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-2.0
282,40,Central,4,2018,2.8,46.1,35.6,1,29.20952380952381,6.79047619047619,26.2,3.0,3.0,5.0,2.0,0.0,1.0,0.0,1.0,-1.0,-1.0,1.0,2.0
283,41,Central,3,2018,473.0,44.6,33.5,1,26.610000000000003,4.8047619047619055,23.0,3.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,-2.0
284,42,Central,3,2018,23.6,41.4,34.6,1,28.18421052631579,5.76,23.0,3.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,2.0
285,43,Central,2,2018,111.4,33.5,34.5,1,28.17619047619048,4.961904761904762,22.4,4.0,3.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-2.0
286,44,Central,5,2018,128.6,41.4,34.3,1,27.38888888888889,4.994736842105263,23.6,4.0,4.0,6.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0
287,45,Central,4,2018,260.0,33.8,34.0,1,27.57058823529412,5.15,22.7,4.0,3.0,9.0,2.0,0.0,0.0,-1.0,-2.0,3.0,3.0,1.0,1.0
288,46,Central,3,2018,298.0,72.7,33.3,1,27.327777777777776,4.625,22.0,4.0,3.0,7.0,2.0,0.0,0.0,0.0,1.0,-2.0,-5.0,0.0,-1.0
289,47,Central,5,2018,237.2,46.1,33.8,1,27.50526315789474,4.815789473684211,22.7,5.0,6.0,10.0,2.0,1.0,1.0,3.0,3.0,3.0,5.0,0.0,0.0
290,48,Central,4,2018,269.4,49.0,33.7,1,27.59523809523809,5.480952380952381,22.3,6.0,5.0,7.0,1.0,1.0,0.0,-1.0,-4.0,-3.0,-6.0,-1.0,-1.0
291,49,Central,102,2018,98.6,38.5,34.6,1,27.61111111111111,4.544444444444444,23.9,5.0,4.0,8.0,3.0,-1.0,-2.0,-1.0,0.0,1.0,4.0,2.0,3.0
292,50,Central,5,2018,239.2,40.3,33.1,1,26.905263157894737,4.957894736842105,22.8,6.0,5.0,8.0,2.0,1.0,2.0,1.0,2.0,0.0,-1.0,-1.0,-3.0
293,51,Central,4,2018,19.6,43.2,34.7,1,28.152631578947368,5.74,24.7,5.0,4.0,5.0,2.0,-1.0,-2.0,-1.0,-2.0,-3.0,-3.0,0.0,1.0
294,52,Central,6,2018,23.0,51.5,34.2,1,28.56875,6.905263157894736,22.6,5.0,4.0,6.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0
295,1,Central,102,2019,8.4,51.1,34.5,1,28.694736842105264,8.908695652173913,24.9,8.0,7.0,6.0,1.0,3.0,3.0,3.0,3.0,0.0,-1.0,-1.0,-1.0
296,2,Central,15,2019,146.0,39.2,34.4,1,28.47142857142857,7.733333333333333,23.1,8.0,7.0,7.0,1.0,0.0,-3.0,0.0,-3.0,1.0,1.0,0.0,1.0
297,3,Central,22,2019,211.6,66.2,34.2,1,27.51,7.428571428571429,22.5,8.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0
298,4,Central,26,2019,19.6,43.9,32.9,1,27.757142857142856,9.157142857142858,25.0,6.0,5.0,7.0,2.0,-2.0,-2.0,-2.0,-2.0,1.0,2.0,1.0,1.0
299,5,Central,37,2019,1.4,41.4,34.3,1,28.1,8.225,24.9,8.0,7.0,6.0,2.0,2.0,4.0,2.0,4.0,-1.0,-2.0,0.0,-1.0
300,6,Central,102,2019,30.6,37.8,34.5,1,28.27894736842105,7.314285714285714,24.2,10.0,10.0,7.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,-1.0,-1.0
301,7,Central,102,2019,22.4,41.0,34.5,1,28.385,8.280952380952382,24.1,8.0,7.0,9.0,3.0,-2.0,-4.0,-3.0,-6.0,2.0,1.0,2.0,3.0
302,8,Central,102,2019,39.2,47.5,33.8,1,28.24761904761905,7.114285714285715,21.9,6.0,5.0,7.0,3.0,-2.0,0.0,-2.0,1.0,-2.0,-4.0,0.0,-2.0
303,9,Central,102,2019,4.0,43.9,33.8,1,28.394736842105264,8.32857142857143,25.0,6.0,6.0,9.0,3.0,0.0,2.0,1.0,3.0,2.0,4.0,0.0,0.0
304,10,Central,102,2019,0.4,40.3,34.3,1,28.710526315789476,7.052380952380952,24.9,5.0,4.0,8.0,3.0,-1.0,-1.0,-2.0,-3.0,-1.0,-3.0,0.0,0.0
305,11,Central,102,2019,26.0,37.8,34.6,1,28.776190476190475,6.847619047619048,22.0,6.0,6.0,6.0,2.0,1.0,2.0,2.0,4.0,-2.0,-1.0,-1.0,-1.0
306,12,Central,102,2019,95.2,38.2,35.4,1,28.933333333333334,6.638095238095239,23.8,5.0,4.0,6.0,2.0,-1.0,-2.0,-2.0,-4.0,0.0,2.0,0.0,1.0
307,13,Central,102,2019,48.6,47.9,34.9,1,29.01052631578948,6.39,23.3,4.0,4.0,7.0,2.0,-1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
308,14,Central,7,2019,331.6,59.8,34.8,1,28.076470588235296,5.8578947368421055,21.9,7.0,6.0,8.0,2.0,3.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0
309,15,Central,4,2019,14.8,35.3,34.1,1,28.938888888888886,5.538888888888889,25.9,6.0,6.0,9.0,2.0,-1.0,-4.0,0.0,-2.0,1.0,0.0,0.0,0.0
310,16,Central,9,2019,60.0,37.1,35.7,1,29.64761904761905,6.257142857142857,25.1,6.0,6.0,10.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
311,17,Central,102,2019,236.8,55.1,34.0,1,28.094117647058823,4.605882352941176,23.3,6.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,-2.0,-3.0,-1.0,-1.0
312,18,Central,8,2019,43.2,67.0,34.4,1,29.178571428571427,5.528571428571429,23.0,8.0,7.0,10.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0
313,19,Central,19,2019,277.2,59.4,34.0,1,29.257894736842104,5.519047619047619,22.0,7.0,6.0,10.0,2.0,-1.0,-3.0,-1.0,-2.0,0.0,-2.0,-1.0,-3.0
314,20,Central,54,2019,93.4,52.6,34.1,1,28.592857142857145,5.557894736842105,22.8,7.0,7.0,9.0,2.0,0.0,1.0,1.0,2.0,-1.0,-1.0,0.0,1.0
315,21,Central,81,2019,10.6,52.9,34.7,1,29.00625,5.9523809523809526,24.7,12.0,11.0,9.0,3.0,5.0,5.0,4.0,3.0,0.0,1.0,1.0,1.0
316,22,Central,102,2019,117.6,47.5,34.5,1,28.965,6.035,23.2,9.0,8.0,9.0,3.0,-3.0,-8.0,-3.0,-7.0,0.0,0.0,0.0,-1.0
317,23,Central,147,2019,184.2,39.6,32.5,1,27.56,5.252941176470588,24.0,10.0,9.0,11.0,2.0,1.0,4.0,1.0,4.0,2.0,2.0,-1.0,-1.0
318,24,Central,178,2019,89.2,47.2,33.6,1,28.81578947368421,7.0,23.6,15.0,14.0,9.0,3.0,5.0,4.0,5.0,4.0,-2.0,-4.0,1.0,2.0
319,25,Central,242,2019,47.8,42.5,32.5,1,27.9625,5.877777777777777,23.1,16.0,15.0,10.0,3.0,1.0,-4.0,1.0,-4.0,1.0,3.0,0.0,-1.0
320,26,Central,257,2019,68.0,49.0,33.8,1,28.585714285714285,7.594736842105264,23.9,14.0,13.0,9.0,3.0,-2.0,-3.0,-2.0,-3.0,-1.0,-2.0,0.0,0.0
321,27,Central,289,2019,14.8,40.7,33.9,1,29.168421052631583,7.215000000000001,25.2,15.0,14.0,9.0,2.0,1.0,3.0,1.0,3.0,0.0,1.0,-1.0,-1.0
322,28,Central,354,2019,70.39999999999999,47.5,33.9,1,28.666666666666668,7.785714285714286,23.3,18.0,16.0,10.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
323,29,Central,494,2019,16.0,47.2,33.9,1,28.668421052631583,8.129999999999999,23.1,16.0,14.0,10.0,2.0,-2.0,-5.0,-2.0,-4.0,0.0,-1.0,-1.0,-2.0
324,30,Central,524,2019,79.0,49.0,33.8,1,28.426315789473687,7.147619047619047,22.5,21.0,18.0,10.0,3.0,5.0,7.0,4.0,6.0,0.0,0.0,1.0,2.0
325,31,Central,102,2019,0.4,46.4,33.9,1,29.115789473684213,8.466666666666667,26.7,19.0,18.0,11.0,3.0,-2.0,-7.0,0.0,-4.0,1.0,1.0,0.0,-1.0
326,32,Central,385,2019,2.6,52.2,33.3,1,28.84,8.552380952380952,26.7,17.0,16.0,9.0,2.0,-2.0,0.0,-2.0,-2.0,-2.0,-3.0,-1.0,-1.0
327,33,Central,388,2019,19.4,50.0,34.5,1,29.127777777777776,8.876190476190477,24.0,15.0,14.0,10.0,2.0,-2.0,0.0,-2.0,0.0,1.0,3.0,0.0,1.0
328,34,Central,379,2019,2.2,44.3,34.8,1,29.07894736842105,9.0,26.6,12.0,11.0,10.0,2.0,-3.0,-1.0,-3.0,-1.0,0.0,-1.0,0.0,0.0
329,35,Central,310,2019,66.8,50.4,33.8,1,28.089473684210528,7.359999999999999,23.9,12.0,11.0,7.0,2.0,0.0,3.0,0.0,3.0,-3.0,-3.0,0.0,0.0
330,36,Central,187,2019,51.8,45.4,34.5,1,29.089473684210528,8.665000000000001,22.3,11.0,11.0,10.0,3.0,-1.0,-1.0,0.0,0.0,3.0,6.0,1.0,1.0
331,37,Central,200,2019,0.0,37.8,34.4,0,28.835,7.6952380952380945,26.5,12.0,11.0,9.0,2.0,1.0,2.0,0.0,0.0,-1.0,-4.0,-1.0,-2.0
332,38,Central,194,2019,0.0,40.7,34.0,0,28.857894736842105,8.776190476190477,26.1,9.0,8.0,10.0,2.0,-3.0,-4.0,-3.0,-3.0,1.0,2.0,0.0,1.0
333,39,Central,53,2019,146.8,42.1,33.9,1,28.355555555555554,5.77,23.0,7.0,7.0,9.0,3.0,-2.0,1.0,-1.0,2.0,-1.0,-2.0,1.0,1.0
334,40,Central,60,2019,26.4,42.5,33.7,1,27.766666666666666,5.65,23.3,8.0,7.0,7.0,2.0,1.0,3.0,0.0,1.0,-2.0,-1.0,-1.0,-2.0
335,41,Central,31,2019,14.2,41.8,35.0,1,28.678947368421053,5.152380952380953,23.5,9.0,8.0,10.0,2.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0,1.0
336,42,Central,33,2019,5.2,42.8,34.9,1,28.922222222222224,5.542857142857143,25.5,8.0,8.0,8.0,3.0,-1.0,-2.0,0.0,-1.0,-2.0,-5.0,1.0,1.0
337,43,Central,32,2019,240.2,47.9,34.9,1,27.85625,4.836842105263158,22.7,7.0,6.0,9.0,3.0,-1.0,0.0,-2.0,-2.0,1.0,3.0,0.0,-1.0
338,44,Central,5,2019,1.7999999999999998,48.6,33.8,1,28.51764705882353,5.475,24.7,10.0,9.0,10.0,2.0,3.0,4.0,3.0,5.0,1.0,0.0,-1.0,-1.0
339,45,Central,24,2019,33.6,48.6,34.9,1,29.057894736842105,5.755,22.8,11.0,11.0,8.0,3.0,1.0,-2.0,2.0,-1.0,-2.0,-3.0,1.0,2.0
340,46,Central,26,2019,10.8,45.7,35.1,1,28.71111111111111,5.076190476190476,24.5,11.0,11.0,7.0,2.0,0.0,-1.0,0.0,-2.0,-1.0,1.0,-1.0,-2.0
341,47,Central,13,2019,102.4,37.1,35.5,1,27.41111111111111,5.4,23.6,11.0,10.0,8.0,2.0,0.0,0.0,-1.0,-1.0,1.0,2.0,0.0,1.0
342,48,Central,14,2019,131.8,41.4,34.7,1,28.12,6.080952380952381,23.7,7.0,7.0,7.0,2.0,-4.0,-4.0,-3.0,-2.0,-1.0,-2.0,0.0,0.0
343,49,Central,17,2019,128.0,49.0,33.0,1,27.633333333333336,8.822222222222223,23.1,7.0,7.0,7.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,-1.0,-1.0
344,50,Central,13,2019,346.8,43.9,31.6,1,24.78333333333333,7.399999999999999,22.0,7.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0
345,51,Central,17,2019,55.8,35.3,31.4,1,26.8875,6.711764705882353,22.7,10.0,9.0,7.0,2.0,3.0,3.0,2.0,2.0,-2.0,-4.0,0.0,-1.0
346,52,Central,14,2019,60.0,37.1,33.3,1,27.45,8.20952380952381,24.5,9.0,8.0,8.0,2.0,-1.0,-4.0,-1.0,-3.0,1.0,3.0,0.0,0.0
347,1,Central,19,2020,5.4,47.5,33.4,1,27.48333333333333,9.953333333333337,24.8,10.0,9.0,8.0,2.0,1.0,2.0,1.0,2.0,0.0,-1.0,0.0,0.0
348,2,Central,34,2020,54.4,49.7,33.0,1,27.495,8.80952380952381,23.1,13.0,12.0,9.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0
349,3,Central,31,2020,8.8,41.0,33.9,1,27.926315789473687,8.757142857142858,24.3,9.0,8.0,6.0,1.0,-4.0,-7.0,-4.0,-7.0,-3.0,-4.0,-1.0,-1.0
350,4,Central,39,2020,42.4,49.7,35.4,1,27.85,9.605,23.8,9.0,8.0,9.0,2.0,0.0,4.0,0.0,4.0,3.0,6.0,1.0,2.0
351,5,Central,53,2020,266.4,48.2,33.5,1,27.85,9.18,23.1,8.0,7.0,7.0,2.0,-1.0,-1.0,-1.0,-1.0,-2.0,-5.0,0.0,-1.0
352,6,Central,71,2020,30.0,46.8,34.2,1,27.857142857142858,9.638095238095238,23.1,17.0,16.0,9.0,3.0,9.0,10.0,9.0,10.0,2.0,4.0,1.0,1.0
353,7,Central,73,2020,174.2,40.3,34.6,1,27.86111111111111,7.89047619047619,22.8,16.0,16.0,11.0,3.0,-1.0,-10.0,0.0,-9.0,2.0,0.0,0.0,-1.0
354,8,Central,98,2020,33.4,53.6,35.0,1,27.935714285714287,10.536842105263156,23.7,12.0,11.0,8.0,2.0,-4.0,-3.0,-5.0,-5.0,-3.0,-5.0,-1.0,-1.0
355,9,Central,124,2020,9.0,49.7,35.3,1,28.33333333333333,10.49047619047619,24.9,12.0,11.0,8.0,3.0,0.0,4.0,0.0,5.0,0.0,3.0,1.0,2.0
356,10,Central,130,2020,64.2,42.8,34.8,1,28.288888888888888,8.452380952380953,24.3,10.0,10.0,9.0,3.0,-2.0,-2.0,-1.0,-1.0,1.0,1.0,0.0,-1.0
357,11,Central,169,2020,9.4,43.2,34.8,1,29.135,8.138095238095238,25.6,9.0,8.0,7.0,2.0,-1.0,1.0,-2.0,-1.0,-2.0,-3.0,-1.0,-1.0
358,12,Central,163,2020,94.6,45.0,34.3,1,28.46,8.547619047619047,24.3,12.0,12.0,9.0,3.0,3.0,4.0,4.0,6.0,2.0,4.0,1.0,2.0
359,13,Central,208,2020,81.4,43.2,35.2,1,28.55333333333333,8.135,23.8,8.0,8.0,8.0,3.0,-4.0,-7.0,-4.0,-8.0,-1.0,-3.0,0.0,-1.0
360,14,Central,215,2020,43.2,50.7,35.0,1,29.23684210526316,7.635,23.9,7.0,6.0,9.0,2.0,-1.0,3.0,-2.0,2.0,1.0,2.0,-1.0,-1.0
361,15,Central,118,2020,228.6,45.0,34.4,1,28.657894736842103,7.326315789473684,22.8,7.0,6.0,8.0,2.0,0.0,1.0,0.0,2.0,-1.0,-2.0,0.0,1.0
362,16,Central,80,2020,51.2,44.6,33.9,1,29.42,7.766666666666667,23.6,10.0,10.0,12.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,0.0,0.0
363,17,Central,138,2020,164.6,46.5,34.8,1,28.866666666666667,7.261904761904762,23.5,8.0,8.0,12.0,3.0,-2.0,-5.0,-2.0,-6.0,0.0,-4.0,1.0,1.0
364,18,Central,138,2020,148.0,43.5,33.8,1,28.35333333333333,8.329411764705881,23.8,8.0,7.0,12.0,4.0,0.0,2.0,-1.0,1.0,0.0,0.0,1.0,0.0
365,19,Central,157,2020,108.2,44.3,35.3,1,29.21333333333333,7.819999999999999,24.5,12.0,11.0,14.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,0.0,-1.0
366,20,Central,214,2020,92.8,54.4,34.9,1,29.265,6.745,24.0,11.0,10.0,13.0,3.0,-1.0,-5.0,-1.0,-5.0,-1.0,-3.0,-1.0,-1.0
367,21,Central,269,2020,143.4,46.9,34.9,1,29.011111111111116,6.800000000000001,22.8,12.0,11.0,12.0,3.0,1.0,2.0,1.0,2.0,-1.0,0.0,0.0,1.0
368,22,Central,345,2020,157.2,46.9,34.9,1,29.16470588235294,6.4625,23.8,18.0,17.0,15.0,4.0,6.0,5.0,6.0,5.0,3.0,4.0,1.0,1.0
369,23,Central,464,2020,105.0,46.9,34.0,1,28.714285714285715,7.05,24.0,23.0,22.0,18.0,4.0,5.0,-1.0,5.0,-1.0,3.0,0.0,0.0,-1.0
370,24,Central,102,2020,104.4,45.4,35.0,1,28.707692307692305,6.815384615384615,23.1,27.0,26.0,19.0,4.0,4.0,-1.0,4.0,-1.0,1.0,-2.0,0.0,0.0
371,25,Central,102,2020,282.2,56.9,32.4,1,27.526315789473685,6.173684210526315,23.7,30.0,29.0,20.0,5.0,3.0,-1.0,3.0,-1.0,1.0,0.0,1.0,1.0
372,26,Central,102,2020,214.6,64.4,32.9,1,28.085714285714285,7.4071428571428575,23.0,26.0,25.0,20.0,5.0,-4.0,-7.0,-4.0,-7.0,0.0,-1.0,0.0,-1.0
373,27,Central,1498,2020,79.39999999999999,41.1,33.5,1,28.92105263157895,6.926315789473684,23.6,24.0,23.0,16.0,5.0,-2.0,2.0,-2.0,2.0,-4.0,-4.0,0.0,0.0
374,28,Central,102,2020,80.0,42.0,33.3,1,27.68125,6.35625,23.3,28.0,27.0,18.0,4.0,4.0,6.0,4.0,6.0,2.0,6.0,-1.0,-1.0
375,29,Central,102,2020,70.8,36.7,33.2,1,27.894117647058824,6.0,23.6,36.0,34.0,19.0,5.0,8.0,4.0,7.0,3.0,1.0,-1.0,1.0,2.0
376,30,Central,102,2020,99.0,47.8,33.5,1,28.052380952380958,5.785714285714286,22.7,28.0,26.0,16.0,6.0,-8.0,-16.0,-8.0,-15.0,-3.0,-4.0,1.0,0.0
377,31,Central,102,2020,150.2,57.2,32.8,1,27.866666666666667,6.461904761904761,23.0,30.0,28.0,16.0,5.0,2.0,10.0,2.0,10.0,0.0,3.0,-1.0,-2.0
378,32,Central,3241,2020,12.0,59.8,34.7,1,29.109523809523807,6.519047619047619,23.6,24.0,22.0,15.0,4.0,-6.0,-8.0,-6.0,-8.0,-1.0,-1.0,-1.0,0.0
379,33,Central,102,2020,244.6,48.2,34.5,1,28.484210526315792,6.189473684210526,22.3,21.0,20.0,15.0,4.0,-3.0,3.0,-2.0,4.0,0.0,1.0,0.0,1.0
380,34,Central,102,2020,172.8,46.1,34.1,1,27.757142857142856,5.766666666666667,23.0,20.0,19.0,12.0,3.0,-1.0,2.0,-1.0,1.0,-3.0,-3.0,-1.0,-1.0
381,35,Central,102,2020,92.8,53.3,33.2,1,27.904761904761905,6.495238095238095,23.7,17.0,16.0,13.0,4.0,-3.0,-2.0,-3.0,-2.0,1.0,4.0,1.0,2.0
382,36,Central,102,2020,246.8,50.7,33.3,1,27.55714285714286,5.757142857142857,23.3,14.0,13.0,10.0,3.0,-3.0,0.0,-3.0,0.0,-3.0,-4.0,-1.0,-2.0
383,37,Central,102,2020,245.6,49.3,33.6,1,27.395,6.035,23.0,12.0,12.0,11.0,3.0,-2.0,1.0,-1.0,2.0,1.0,4.0,0.0,1.0
384,38,Central,2806,2020,92.2,62.2,34.5,1,27.910526315789472,6.421052631578948,20.9,12.0,11.0,8.0,2.0,0.0,2.0,-1.0,0.0,-3.0,-4.0,-1.0,-1.0
385,39,Central,102,2020,232.2,52.6,34.0,1,27.485714285714288,6.566666666666667,22.7,11.0,10.0,9.0,4.0,-1.0,-1.0,-1.0,0.0,1.0,4.0,2.0,3.0
386,40,Central,102,2020,109.2,48.5,33.8,1,27.719047619047625,6.314285714285714,23.3,9.0,8.0,10.0,3.0,-2.0,-1.0,-2.0,-1.0,1.0,0.0,-1.0,-3.0
387,41,Central,102,2020,128.4,58.3,32.8,1,27.90952380952381,7.061904761904763,22.9,10.0,10.0,10.0,3.0,1.0,3.0,2.0,4.0,0.0,-1.0,0.0,1.0
388,42,Central,102,2020,24.0,53.0,33.8,1,28.757142857142856,7.495238095238095,23.5,8.0,9.0,8.0,3.0,-2.0,-3.0,-1.0,-3.0,-2.0,-2.0,0.0,0.0
389,43,Central,102,2020,61.4,45.4,33.1,1,28.28235294117647,5.81764705882353,23.2,7.0,7.0,10.0,2.0,-1.0,1.0,-2.0,-1.0,2.0,4.0,-1.0,-1.0
390,44,Central,102,2020,284.0,40.7,33.7,1,28.133333333333333,5.594444444444445,23.1,6.0,6.0,6.0,1.0,-1.0,0.0,-1.0,1.0,-4.0,-6.0,-1.0,0.0
391,45,Central,297,2020,110.0,49.3,33.9,1,27.6,4.826666666666667,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
