,year,week,cluster_sn,no_cases,latitude,longitude,point,pln_area_n,region_n,pln_total_cases,reg_total_cases,total_cases,total_daily_rainfall,highest_30min_rainfall,highest_60min_rainfall,highest_120min_rainfall,max_wind_sp,max_temp,rainy_day,mean_temp,mean_wind_sp,min_temp,humidity,hdb_1_and_2_room_flats_hse,hdb_3_room_flats_hse,hdb_4_room_flats_hse,hdb_5_room_and_executive_flats_hse,condominiums_and_other_apartments_hse,landed_properties_hse,others_hse,total_hdb_hse,hdb_1_and_2_room_flats_pop,hdb_3_room_flats_pop,hdb_4_room_flats_pop,hdb_5_room_and_executive_flats_pop,condominiums_and_other_apartments_pop,landed_properties_pop,others_pop,total_hdb_pop,total_pop,dengue_fever,dengue,mosquito,insect_repellent,dengue_fever_diff,dengue_fever_2nd_diff,dengue_diff,dengue_2nd_diff,mosquito_diff,mosquito_2nd_diff,insect_repellent_diff,insect_repellent_2nd_diff,date
73,2013,22,32.0,4.0,1.351012,103.9400465,POINT (103.9400465 1.3510119999999999),TAMPINES,EAST REGION,188.0,292.0,612.0,5.980952380952381,,,,63.0,33.8,1,27.74285714285714,6.909523809523809,22.6,76.88568941504178,1670.4,13328.4,29317.6,23402.8,8078.8,1266.4,192.0,67779.2,3300.0,35722.0,105128.0,89360.0,22016.0,4654.0,1264.0,233510.0,261434.0,29.0,28.0,9.0,3.0,-4.0,,-2.0,,-1.0,,1.0,,2013-06-02
80,2013,22,39.0,3.0,1.3267202,103.91252495,POINT (103.91252495 1.3267202),BEDOK,EAST REGION,80.0,292.0,612.0,5.980952380952381,,,,63.0,33.8,1,27.74285714285714,6.909523809523809,22.6,76.88568941504178,4093.2,22596.8,21269.2,13761.2,17639.2,12086.0,424.4,61720.4,9480.0,64024.0,73914.0,49842.0,45978.0,45464.0,2960.0,197260.0,291658.0,29.0,28.0,9.0,3.0,-4.0,,-2.0,,-1.0,,1.0,,2013-06-02
85,2013,24,1.0,166.0,1.353302321875,103.9347909765625,POINT (103.9347909765625 1.353302321875),TAMPINES,EAST REGION,297.0,449.0,1039.0,2.1761904761904765,,,,87.1,34.8,1,29.707142857142856,10.285714285714286,24.9,76.88568941504178,1670.4,13328.4,29317.6,23402.8,8078.8,1266.4,192.0,67779.2,3300.0,35722.0,105128.0,89360.0,22016.0,4654.0,1264.0,233510.0,261434.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
87,2013,24,3.0,90.0,1.3575895935483873,103.94644862580644,POINT (103.94644862580645 1.3575895935483873),TAMPINES,EAST REGION,297.0,449.0,1039.0,2.1761904761904765,,,,87.1,34.8,1,29.707142857142856,10.285714285714286,24.9,76.88568941504178,1670.4,13328.4,29317.6,23402.8,8078.8,1266.4,192.0,67779.2,3300.0,35722.0,105128.0,89360.0,22016.0,4654.0,1264.0,233510.0,261434.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
88,2013,24,4.0,79.0,1.3691822952380952,103.9505175190476,POINT (103.95051751904761 1.3691822952380952),PASIR RIS,EAST REGION,88.0,449.0,1039.0,2.1761904761904765,,,,87.1,34.8,1,29.707142857142856,10.285714285714286,24.9,76.88568941504178,430.0,60.0,11930.4,17889.6,6673.6,1739.6,60.0,30310.0,736.0,312.0,41592.0,66314.0,20384.0,7412.0,728.0,108958.0,137478.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
90,2013,24,6.0,64.0,1.319273272727273,103.90899555454548,POINT (103.90899555454547 1.3192732727272727),BEDOK,EAST REGION,64.0,449.0,1039.0,2.1761904761904765,,,,87.1,34.8,1,29.707142857142856,10.285714285714286,24.9,76.88568941504178,4093.2,22596.8,21269.2,13761.2,17639.2,12086.0,424.4,61720.4,9480.0,64024.0,73914.0,49842.0,45978.0,45464.0,2960.0,197260.0,291658.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
102,2013,24,18.0,16.0,1.3424908,103.9503596888889,POINT (103.9503596888889 1.3424908),TAMPINES,EAST REGION,297.0,449.0,1039.0,2.1761904761904765,,,,87.1,34.8,1,29.707142857142856,10.285714285714286,24.9,76.88568941504178,1670.4,13328.4,29317.6,23402.8,8078.8,1266.4,192.0,67779.2,3300.0,35722.0,105128.0,89360.0,22016.0,4654.0,1264.0,233510.0,261434.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
104,2013,24,20.0,13.0,1.34535699,103.94676096,POINT (103.94676096 1.34535699),TAMPINES,EAST REGION,297.0,449.0,1039.0,2.1761904761904765,,,,87.1,34.8,1,29.707142857142856,10.285714285714286,24.9,76.88568941504178,1670.4,13328.4,29317.6,23402.8,8078.8,1266.4,192.0,67779.2,3300.0,35722.0,105128.0,89360.0,22016.0,4654.0,1264.0,233510.0,261434.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
105,2013,24,21.0,12.0,1.3460049,103.934994,POINT (103.934994 1.3460049),TAMPINES,EAST REGION,297.0,449.0,1039.0,2.1761904761904765,,,,87.1,34.8,1,29.707142857142856,10.285714285714286,24.9,76.88568941504178,1670.4,13328.4,29317.6,23402.8,8078.8,1266.4,192.0,67779.2,3300.0,35722.0,105128.0,89360.0,22016.0,4654.0,1264.0,233510.0,261434.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
121,2013,24,37.0,4.0,1.374713725,103.960457525,POINT (103.96045752500001 1.3747137249999999),PASIR RIS,EAST REGION,88.0,449.0,1039.0,2.1761904761904765,,,,87.1,34.8,1,29.707142857142856,10.285714285714286,24.9,76.88568941504178,430.0,60.0,11930.4,17889.6,6673.6,1739.6,60.0,30310.0,736.0,312.0,41592.0,66314.0,20384.0,7412.0,728.0,108958.0,137478.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
130,2013,24,46.0,3.0,1.3674989000000002,103.9624244,POINT (103.9624244 1.3674989000000002),PASIR RIS,EAST REGION,88.0,449.0,1039.0,2.1761904761904765,,,,87.1,34.8,1,29.707142857142856,10.285714285714286,24.9,76.88568941504178,430.0,60.0,11930.4,17889.6,6673.6,1739.6,60.0,30310.0,736.0,312.0,41592.0,66314.0,20384.0,7412.0,728.0,108958.0,137478.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
131,2013,24,47.0,2.0,1.37332705,103.94621175,POINT (103.94621175 1.3733270499999999),PASIR RIS,EAST REGION,88.0,449.0,1039.0,2.1761904761904765,,,,87.1,34.8,1,29.707142857142856,10.285714285714286,24.9,76.88568941504178,430.0,60.0,11930.4,17889.6,6673.6,1739.6,60.0,30310.0,736.0,312.0,41592.0,66314.0,20384.0,7412.0,728.0,108958.0,137478.0,42.0,39.0,14.0,2.0,-14.0,-41.0,-13.0,-37.0,-4.0,-13.0,-2.0,-3.0,2013-06-16
144,2013,25,1.0,184.0,1.3532735666666666,103.9348026826087,POINT (103.9348026826087 1.3532735666666666),TAMPINES,EAST REGION,325.0,467.0,1105.0,0.0095238095238095,,,,43.6,35.3,1,29.985714285714288,8.776190476190477,25.9,76.88568941504178,1670.4,13328.4,29317.6,23402.8,8078.8,1266.4,192.0,67779.2,3300.0,35722.0,105128.0,89360.0,22016.0,4654.0,1264.0,233510.0,261434.0,25.0,23.0,8.0,2.0,-17.0,-3.0,-16.0,-3.0,-6.0,-2.0,0.0,2.0,2013-06-23
145,2013,25,2.0,103.0,1.357628046875,103.946574359375,POINT (103.946574359375 1.357628046875),TAMPINES,EAST REGION,325.0,467.0,1105.0,0.0095238095238095,,,,43.6,35.3,1,29.985714285714288,8.776190476190477,25.9,76.88568941504178,1670.4,13328.4,29317.6,23402.8,8078.8,1266.4,192.0,67779.2,3300.0,35722.0,105128.0,89360.0,22016.0,4654.0,1264.0,233510.0,261434.0,25.0,23.0,8.0,2.0,-17.0,-3.0,-16.0,-3.0,-6.0,-2.0,0.0,2.0,2013-06-23
147,2013,25,4.0,90.0,1.3690366173913042,103.95062960434784,POINT (103.95062960434784 1.3690366173913042),PASIR RIS,EAST REGION,110.0,467.0,1105.0,0.0095238095238095,,,,43.6,35.3,1,29.985714285714288,8.776190476190477,25.9,76.88568941504178,430.0,60.0,11930.4,17889.6,6673.6,1739.6,60.0,30310.0,736.0,312.0,41592.0,66314.0,20384.0,7412.0,728.0,108958.0,137478.0,25.0,23.0,8.0,2.0,-17.0,-3.0,-16.0,-3.0,-6.0,-2.0,0.0,2.0,2013-06-23
159,2013,25,16.0,17.0,1.3454515,103.94679274166668,POINT (103.94679274166667 1.3454515),TAMPINES,EAST REGION,325.0,467.0,1105.0,0.0095238095238095,,,,43.6,35.3,1,29.985714285714288,8.776190476190477,25.9,76.88568941504178,1670.4,13328.4,29317.6,23402.8,8078.8,1266.4,192.0,67779.2,3300.0,35722.0,105128.0,89360.0,22016.0,4654.0,1264.0,233510.0,261434.0,25.0,23.0,8.0,2.0,-17.0,-3.0,-16.0,-3.0,-6.0,-2.0,0.0,2.0,2013-06-23
160,2013,25,17.0,15.0,1.34924895,103.9326955,POINT (103.9326955 1.34924895),TAMPINES,EAST REGION,325.0,467.0,1105.0,0.0095238095238095,,,,43.6,35.3,1,29.985714285714288,8.776190476190477,25.9,76.88568941504178,1670.4,13328.4,29317.6,23402.8,8078.8,1266.4,192.0,67779.2,3300.0,35722.0,105128.0,89360.0,22016.0,4654.0,1264.0,233510.0,261434.0,25.0,23.0,8.0,2.0,-17.0,-3.0,-16.0,-3.0,-6.0,-2.0,0.0,2.0,2013-06-23
162,2013,25,19.0,11.0,1.3137727,103.90945896666666,POINT (103.90945896666666 1.3137727000000001),BEDOK,EAST REGION,32.0,467.0,1105.0,0.0095238095238095,,,,43.6,35.3,1,29.985714285714288,8.776190476190477,25.9,76.88568941504178,4093.2,22596.8,21269.2,13761.2,17639.2,12086.0,424.4,61720.4,9480.0,64024.0,73914.0,49842.0,45978.0,45464.0,2960.0,197260.0,291658.0,25.0,23.0,8.0,2.0,-17.0,-3.0,-16.0,-3.0,-6.0,-2.0,0.0,2.0,2013-06-23
164,2013,25,21.0,10.0,1.3746333166666669,103.96004811666668,POINT (103.96004811666667 1.3746333166666667),PASIR RIS,EAST REGION,110.0,467.0,1105.0,0.0095238095238095,,,,43.6,35.3,1,29.985714285714288,8.776190476190477,25.9,76.88568941504178,430.0,60.0,11930.4,17889.6,6673.6,1739.6,60.0,30310.0,736.0,312.0,41592.0,66314.0,20384.0,7412.0,728.0,108958.0,137478.0,25.0,23.0,8.0,2.0,-17.0,-3.0,-16.0,-3.0,-6.0,-2.0,0.0,2.0,2013-06-23
167,2013,25,24.0,8.0,1.33670042,103.91929318,POINT (103.91929318 1.3367004200000001),BEDOK,EAST REGION,32.0,467.0,1105.0,0.0095238095238095,,,,43.6,35.3,1,29.985714285714288,8.776190476190477,25.9,76.88568941504178,4093.2,22596.8,21269.2,13761.2,17639.2,12086.0,424.4,61720.4,9480.0,64024.0,73914.0,49842.0,45978.0,45464.0,2960.0,197260.0,291658.0,25.0,23.0,8.0,2.0,-17.0,-3.0,-16.0,-3.0,-6.0,-2.0,0.0,2.0,2013-06-23
173,2013,25,30.0,6.0,1.334832,103.91253478,POINT (103.91253477999999 1.334832),BEDOK,EAST REGION,32.0,467.0,1105.0,0.0095238095238095,,,,43.6,35.3,1,29.985714285714288,8.776190476190477,25.9,76.88568941504178,4093.2,22596.8,21269.2,13761.2,17639.2,12086.0,424.4,61720.4,9480.0,64024.0,73914.0,49842.0,45978.0,45464.0,2960.0,197260.0,291658.0,25.0,23.0,8.0,2.0,-17.0,-3.0,-16.0,-3.0,-6.0,-2.0,0.0,2.0,2013-06-23
