,week,dengue_fever,dengue,mosquito,insect_repellent,dengue_fever_diff,dengue_fever_2nd_diff,dengue_diff,dengue_2nd_diff,mosquito_diff,mosquito_2nd_diff,insect_repellent_diff,insect_repellent_2nd_diff
255,2018-04-15,2,2,7,1,-1.0,0.0,0.0,1.0,-1.0,0.0,-2.0,-3.0
256,2018-04-22,2,3,8,3,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0
257,2018-04-29,6,6,7,2,4.0,4.0,3.0,2.0,-1.0,-2.0,-1.0,-3.0
258,2018-05-06,11,9,10,3,5.0,1.0,3.0,0.0,3.0,4.0,1.0,2.0
259,2018-05-13,4,5,6,2,-7.0,-12.0,-4.0,-7.0,-4.0,-7.0,-1.0,-2.0
260,2018-05-20,7,7,8,2,3.0,10.0,2.0,6.0,2.0,6.0,0.0,1.0
261,2018-05-27,5,4,8,2,-2.0,-5.0,-3.0,-5.0,0.0,-2.0,0.0,0.0
262,2018-06-03,4,4,9,2,-1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0
263,2018-06-10,5,4,7,1,1.0,2.0,0.0,0.0,-2.0,-3.0,-1.0,-1.0
264,2018-06-17,4,4,7,2,-1.0,-2.0,0.0,0.0,0.0,2.0,1.0,2.0
265,2018-06-24,5,4,9,2,1.0,2.0,0.0,0.0,2.0,2.0,0.0,-1.0
266,2018-07-01,4,3,7,3,-1.0,-2.0,-1.0,-1.0,-2.0,-4.0,1.0,1.0
267,2018-07-08,3,5,7,2,-1.0,0.0,2.0,3.0,0.0,2.0,-1.0,-2.0
268,2018-07-15,3,3,7,2,0.0,1.0,-2.0,-4.0,0.0,0.0,0.0,1.0
269,2018-07-22,4,4,5,2,1.0,1.0,1.0,3.0,-2.0,-2.0,0.0,0.0
270,2018-07-29,5,2,9,1,1.0,0.0,-2.0,-3.0,4.0,6.0,-1.0,-1.0
271,2018-08-05,4,4,6,2,-1.0,-2.0,2.0,4.0,-3.0,-7.0,1.0,2.0
272,2018-08-12,3,4,6,2,-1.0,0.0,0.0,-2.0,0.0,3.0,0.0,-1.0
273,2018-08-19,4,3,6,1,1.0,2.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
274,2018-08-26,3,3,6,2,-1.0,-2.0,0.0,1.0,0.0,0.0,1.0,2.0
275,2018-09-02,4,3,6,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0
276,2018-09-09,3,3,5,2,-1.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,0.0
277,2018-09-16,4,4,6,1,1.0,2.0,1.0,1.0,1.0,2.0,-1.0,-1.0
278,2018-09-23,4,4,6,2,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,2.0
279,2018-09-30,3,3,6,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-2.0
280,2018-10-07,3,3,5,2,0.0,1.0,0.0,1.0,-1.0,-1.0,1.0,2.0
281,2018-10-14,3,3,6,1,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,-2.0
282,2018-10-21,3,3,6,2,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,2.0
283,2018-10-28,4,3,6,1,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-2.0
284,2018-11-04,4,4,6,1,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0
285,2018-11-11,4,3,9,2,0.0,0.0,-1.0,-2.0,3.0,3.0,1.0,1.0
286,2018-11-18,4,3,7,2,0.0,0.0,0.0,1.0,-2.0,-5.0,0.0,-1.0
287,2018-11-25,5,6,10,2,1.0,1.0,3.0,3.0,3.0,5.0,0.0,0.0
288,2018-12-02,6,5,7,1,1.0,0.0,-1.0,-4.0,-3.0,-6.0,-1.0,-1.0
289,2018-12-09,5,4,8,3,-1.0,-2.0,-1.0,0.0,1.0,4.0,2.0,3.0
290,2018-12-16,6,5,8,2,1.0,2.0,1.0,2.0,0.0,-1.0,-1.0,-3.0
291,2018-12-23,5,4,5,2,-1.0,-2.0,-1.0,-2.0,-3.0,-3.0,0.0,1.0
292,2018-12-30,5,4,6,2,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0
293,2019-01-06,8,7,6,1,3.0,3.0,3.0,3.0,0.0,-1.0,-1.0,-1.0
294,2019-01-13,8,7,7,1,0.0,-3.0,0.0,-3.0,1.0,1.0,0.0,1.0
295,2019-01-20,8,7,6,1,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0
296,2019-01-27,6,5,7,2,-2.0,-2.0,-2.0,-2.0,1.0,2.0,1.0,1.0
297,2019-02-03,8,7,6,2,2.0,4.0,2.0,4.0,-1.0,-2.0,0.0,-1.0
298,2019-02-10,10,10,7,1,2.0,0.0,3.0,1.0,1.0,2.0,-1.0,-1.0
299,2019-02-17,8,7,9,3,-2.0,-4.0,-3.0,-6.0,2.0,1.0,2.0,3.0
300,2019-02-24,6,5,7,3,-2.0,0.0,-2.0,1.0,-2.0,-4.0,0.0,-2.0
301,2019-03-03,6,6,9,3,0.0,2.0,1.0,3.0,2.0,4.0,0.0,0.0
302,2019-03-10,5,4,8,3,-1.0,-1.0,-2.0,-3.0,-1.0,-3.0,0.0,0.0
303,2019-03-17,6,6,6,2,1.0,2.0,2.0,4.0,-2.0,-1.0,-1.0,-1.0
304,2019-03-24,5,4,6,2,-1.0,-2.0,-2.0,-4.0,0.0,2.0,0.0,1.0
305,2019-03-31,4,4,7,2,-1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
306,2019-04-07,7,6,8,2,3.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0
307,2019-04-14,6,6,9,2,-1.0,-4.0,0.0,-2.0,1.0,0.0,0.0,0.0
308,2019-04-21,6,6,10,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
309,2019-04-28,6,6,8,1,0.0,0.0,0.0,0.0,-2.0,-3.0,-1.0,-1.0
310,2019-05-05,8,7,10,3,2.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0
311,2019-05-12,7,6,10,2,-1.0,-3.0,-1.0,-2.0,0.0,-2.0,-1.0,-3.0
312,2019-05-19,7,7,9,2,0.0,1.0,1.0,2.0,-1.0,-1.0,0.0,1.0
313,2019-05-26,12,11,9,3,5.0,5.0,4.0,3.0,0.0,1.0,1.0,1.0
314,2019-06-02,9,8,9,3,-3.0,-8.0,-3.0,-7.0,0.0,0.0,0.0,-1.0
315,2019-06-09,10,9,11,2,1.0,4.0,1.0,4.0,2.0,2.0,-1.0,-1.0
316,2019-06-16,15,14,9,3,5.0,4.0,5.0,4.0,-2.0,-4.0,1.0,2.0
317,2019-06-23,16,15,10,3,1.0,-4.0,1.0,-4.0,1.0,3.0,0.0,-1.0
318,2019-06-30,14,13,9,3,-2.0,-3.0,-2.0,-3.0,-1.0,-2.0,0.0,0.0
319,2019-07-07,15,14,9,2,1.0,3.0,1.0,3.0,0.0,1.0,-1.0,-1.0
320,2019-07-14,18,16,10,3,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
321,2019-07-21,16,14,10,2,-2.0,-5.0,-2.0,-4.0,0.0,-1.0,-1.0,-2.0
322,2019-07-28,21,18,10,3,5.0,7.0,4.0,6.0,0.0,0.0,1.0,2.0
323,2019-08-04,19,18,11,3,-2.0,-7.0,0.0,-4.0,1.0,1.0,0.0,-1.0
324,2019-08-11,17,16,9,2,-2.0,0.0,-2.0,-2.0,-2.0,-3.0,-1.0,-1.0
325,2019-08-18,15,14,10,2,-2.0,0.0,-2.0,0.0,1.0,3.0,0.0,1.0
326,2019-08-25,12,11,10,2,-3.0,-1.0,-3.0,-1.0,0.0,-1.0,0.0,0.0
327,2019-09-01,12,11,7,2,0.0,3.0,0.0,3.0,-3.0,-3.0,0.0,0.0
328,2019-09-08,11,11,10,3,-1.0,-1.0,0.0,0.0,3.0,6.0,1.0,1.0
329,2019-09-15,12,11,9,2,1.0,2.0,0.0,0.0,-1.0,-4.0,-1.0,-2.0
330,2019-09-22,9,8,10,2,-3.0,-4.0,-3.0,-3.0,1.0,2.0,0.0,1.0
331,2019-09-29,7,7,9,3,-2.0,1.0,-1.0,2.0,-1.0,-2.0,1.0,1.0
332,2019-10-06,8,7,7,2,1.0,3.0,0.0,1.0,-2.0,-1.0,-1.0,-2.0
333,2019-10-13,9,8,10,2,1.0,0.0,1.0,1.0,3.0,5.0,0.0,1.0
334,2019-10-20,8,8,8,3,-1.0,-2.0,0.0,-1.0,-2.0,-5.0,1.0,1.0
335,2019-10-27,7,6,9,3,-1.0,0.0,-2.0,-2.0,1.0,3.0,0.0,-1.0
336,2019-11-03,10,9,10,2,3.0,4.0,3.0,5.0,1.0,0.0,-1.0,-1.0
337,2019-11-10,11,11,8,3,1.0,-2.0,2.0,-1.0,-2.0,-3.0,1.0,2.0
338,2019-11-17,11,11,7,2,0.0,-1.0,0.0,-2.0,-1.0,1.0,-1.0,-2.0
339,2019-11-24,11,10,8,2,0.0,0.0,-1.0,-1.0,1.0,2.0,0.0,1.0
340,2019-12-01,7,7,7,2,-4.0,-4.0,-3.0,-2.0,-1.0,-2.0,0.0,0.0
341,2019-12-08,7,7,7,1,0.0,4.0,0.0,3.0,0.0,1.0,-1.0,-1.0
342,2019-12-15,7,7,9,2,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0
343,2019-12-22,10,9,7,2,3.0,3.0,2.0,2.0,-2.0,-4.0,0.0,-1.0
344,2019-12-29,9,8,8,2,-1.0,-4.0,-1.0,-3.0,1.0,3.0,0.0,0.0
345,2020-01-05,10,9,8,2,1.0,2.0,1.0,2.0,0.0,-1.0,0.0,0.0
346,2020-01-12,13,12,9,2,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0
347,2020-01-19,9,8,6,1,-4.0,-7.0,-4.0,-7.0,-3.0,-4.0,-1.0,-1.0
348,2020-01-26,9,8,9,2,0.0,4.0,0.0,4.0,3.0,6.0,1.0,2.0
349,2020-02-02,8,7,7,2,-1.0,-1.0,-1.0,-1.0,-2.0,-5.0,0.0,-1.0
350,2020-02-09,17,16,9,3,9.0,10.0,9.0,10.0,2.0,4.0,1.0,1.0
351,2020-02-16,16,16,11,3,-1.0,-10.0,0.0,-9.0,2.0,0.0,0.0,-1.0
352,2020-02-23,12,11,8,2,-4.0,-3.0,-5.0,-5.0,-3.0,-5.0,-1.0,-1.0
353,2020-03-01,12,11,8,3,0.0,4.0,0.0,5.0,0.0,3.0,1.0,2.0
354,2020-03-08,10,10,9,3,-2.0,-2.0,-1.0,-1.0,1.0,1.0,0.0,-1.0
355,2020-03-15,9,8,7,2,-1.0,1.0,-2.0,-1.0,-2.0,-3.0,-1.0,-1.0
356,2020-03-22,12,12,9,3,3.0,4.0,4.0,6.0,2.0,4.0,1.0,2.0
357,2020-03-29,8,8,8,3,-4.0,-7.0,-4.0,-8.0,-1.0,-3.0,0.0,-1.0
358,2020-04-05,7,6,9,2,-1.0,3.0,-2.0,2.0,1.0,2.0,-1.0,-1.0
359,2020-04-12,7,6,8,2,0.0,1.0,0.0,2.0,-1.0,-2.0,0.0,1.0
360,2020-04-19,10,10,12,2,3.0,3.0,4.0,4.0,4.0,5.0,0.0,0.0
361,2020-04-26,8,8,12,3,-2.0,-5.0,-2.0,-6.0,0.0,-4.0,1.0,1.0
362,2020-05-03,8,7,12,4,0.0,2.0,-1.0,1.0,0.0,0.0,1.0,0.0
363,2020-05-10,12,11,14,4,4.0,4.0,4.0,5.0,2.0,2.0,0.0,-1.0
364,2020-05-17,11,10,13,3,-1.0,-5.0,-1.0,-5.0,-1.0,-3.0,-1.0,-1.0
365,2020-05-24,12,11,12,3,1.0,2.0,1.0,2.0,-1.0,0.0,0.0,1.0
366,2020-05-31,18,17,15,4,6.0,5.0,6.0,5.0,3.0,4.0,1.0,1.0
367,2020-06-07,23,22,18,4,5.0,-1.0,5.0,-1.0,3.0,0.0,0.0,-1.0
368,2020-06-14,27,26,19,4,4.0,-1.0,4.0,-1.0,1.0,-2.0,0.0,0.0
369,2020-06-21,30,29,20,5,3.0,-1.0,3.0,-1.0,1.0,0.0,1.0,1.0
370,2020-06-28,26,25,20,5,-4.0,-7.0,-4.0,-7.0,0.0,-1.0,0.0,-1.0
371,2020-07-05,24,23,16,5,-2.0,2.0,-2.0,2.0,-4.0,-4.0,0.0,0.0
372,2020-07-12,28,27,18,4,4.0,6.0,4.0,6.0,2.0,6.0,-1.0,-1.0
373,2020-07-19,36,34,19,5,8.0,4.0,7.0,3.0,1.0,-1.0,1.0,2.0
374,2020-07-26,28,26,16,6,-8.0,-16.0,-8.0,-15.0,-3.0,-4.0,1.0,0.0
375,2020-08-02,30,28,16,5,2.0,10.0,2.0,10.0,0.0,3.0,-1.0,-2.0
376,2020-08-09,24,22,15,4,-6.0,-8.0,-6.0,-8.0,-1.0,-1.0,-1.0,0.0
377,2020-08-16,21,20,15,4,-3.0,3.0,-2.0,4.0,0.0,1.0,0.0,1.0
378,2020-08-23,20,19,12,3,-1.0,2.0,-1.0,1.0,-3.0,-3.0,-1.0,-1.0
379,2020-08-30,17,16,13,4,-3.0,-2.0,-3.0,-2.0,1.0,4.0,1.0,2.0
380,2020-09-06,14,13,10,3,-3.0,0.0,-3.0,0.0,-3.0,-4.0,-1.0,-2.0
381,2020-09-13,12,12,11,3,-2.0,1.0,-1.0,2.0,1.0,4.0,0.0,1.0
382,2020-09-20,12,11,8,2,0.0,2.0,-1.0,0.0,-3.0,-4.0,-1.0,-1.0
383,2020-09-27,11,10,9,4,-1.0,-1.0,-1.0,0.0,1.0,4.0,2.0,3.0
384,2020-10-04,9,8,10,3,-2.0,-1.0,-2.0,-1.0,1.0,0.0,-1.0,-3.0
385,2020-10-11,10,10,10,3,1.0,3.0,2.0,4.0,0.0,-1.0,0.0,1.0
386,2020-10-18,8,9,8,3,-2.0,-3.0,-1.0,-3.0,-2.0,-2.0,0.0,0.0
387,2020-10-25,7,7,10,2,-1.0,1.0,-2.0,-1.0,2.0,4.0,-1.0,-1.0
388,2020-11-01,6,6,6,1,-1.0,0.0,-1.0,1.0,-4.0,-6.0,-1.0,0.0
