Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2018,12,1,22.8,15,17,18.2,27.4,32.5,25.5,5,27.7
Jurong Island,2018,12,2,38,29.4,37.6,38,26.8,31.6,23.8,5.8,24.8
Jurong Island,2018,12,3,17.8,17,17.6,17.8,26.9,29.8,24.6,4,26.6
Jurong Island,2018,12,4,7,5.6,5.8,6.4,28,32.3,25.2,6.1,27.7
Jurong Island,2018,12,5,31.2,25.8,27.4,27.4,27.2,30.2,24.6,4.7,27
Jurong Island,2018,12,6,—,—,—,—,—,—,—,—,—
Jurong Island,2018,12,7,—,—,—,—,—,—,—,—,—
Jurong Island,2018,12,8,—,—,—,—,—,—,—,—,—
Jurong Island,2018,12,9,—,—,—,—,—,—,—,—,—
Jurong Island,2018,12,10,—,—,—,—,—,—,—,—,—
Jurong Island,2018,12,11,15.2,11.8,12,12.2,27.2,30.9,25.2,6.1,28.8
Jurong Island,2018,12,12,7.8,4.2,5.2,5.8,27.2,31.2,25.4,4.3,32
Jurong Island,2018,12,13,2,1.8,2,2,27.1,30.1,24.9,5.4,25.6
Jurong Island,2018,12,14,0.6,0.4,0.6,0.6,26.8,30,25.2,6.5,25.6
Jurong Island,2018,12,15,13.4,8.4,9.8,10.6,27.1,31.3,24.4,5,29.5
Jurong Island,2018,12,16,0.8,0.4,0.4,0.6,27.6,31.7,24.6,5,27
Jurong Island,2018,12,17,3.2,2.4,3.2,3.2,27.7,31,24.1,6.5,39.2
Jurong Island,2018,12,18,0,0,0,0,28.7,31.6,26.5,7.6,33.1
Jurong Island,2018,12,19,0,0,0,0,29.2,32.6,27.1,5,25.6
Jurong Island,2018,12,20,0,0,0,0,28.9,33.6,26.4,5.8,27.7
Jurong Island,2018,12,21,0,0,0,0,28.9,32.9,26.4,6.1,31
Jurong Island,2018,12,22,38.6,25.8,30.6,38.4,28.5,33.3,24.8,7.6,42.5
Jurong Island,2018,12,23,0,0,0,0,28.6,31.6,26.1,5.4,26.6
Jurong Island,2018,12,24,0,0,0,0,29.3,32.4,26.5,6.1,30.6
Jurong Island,2018,12,25,0.4,0.4,0.4,0.4,29.2,32.4,25.9,6.5,32
Jurong Island,2018,12,26,6.6,4,5.8,6,28.3,31.7,23,7.9,49
Jurong Island,2018,12,27,0.2,0.2,0.2,0.2,28,30,26.2,6.1,28.1
Jurong Island,2018,12,28,0,0,0,0,29.4,32.4,27,6.1,32.4
Jurong Island,2018,12,29,0.2,0.2,0.2,0.2,28.3,30.3,25.6,5.4,29.9
Jurong Island,2018,12,30,0,0,0,0,29.3,33.1,27,8.3,31.7
Jurong Island,2018,12,31,5.2,4.4,4.4,4.4,27.9,32,25.2,6.8,36
