Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2018,9,1,0,0,0,0,28.2,31.3,25.6,7.6,25.9
Jurong Island,2018,9,2,3.2,2.2,3.2,3.2,27.3,29.4,23.8,5.4,32
Jurong Island,2018,9,3,0.4,0.4,0.4,0.4,27.9,29.7,25.2,11.2,49.7
Jurong Island,2018,9,4,26,15.8,19.6,25,26.3,27.9,22.1,6.8,67
Jurong Island,2018,9,5,0,0,0,0,27.6,30,25.5,7.6,29.2
Jurong Island,2018,9,6,0,0,0,0,28.6,31.2,27.1,9.4,24.5
Jurong Island,2018,9,7,1,0.8,0.8,0.8,27.7,29,26.3,6.8,30.6
Jurong Island,2018,9,8,36.2,22.8,27.6,30.4,26.9,29,23.2,8.6,41
Jurong Island,2018,9,9,3.4,3.2,3.2,3.2,27.7,29.6,26.3,9,39.6
Jurong Island,2018,9,10,11.4,10.6,10.8,10.8,27.6,30.4,23.4,9.4,37.8
Jurong Island,2018,9,11,0.6,0.4,0.6,0.6,26.9,28.6,25.3,7.6,40.7
Jurong Island,2018,9,12,0,0,0,0,27.9,30.3,26.2,11.5,36
Jurong Island,2018,9,13,0,0,0,0,29.1,32.2,27.1,9.7,27.7
Jurong Island,2018,9,14,0,0,0,0,29,31.8,27.1,11.9,32.4
Jurong Island,2018,9,15,0,0,0,0,28.6,30.7,27.6,11.9,28.8
Jurong Island,2018,9,16,0.6,0.6,0.6,0.6,28.6,30.8,26.9,12.6,36.4
Jurong Island,2018,9,17,0,0,0,0,28.9,31.3,27.4,13.7,37.4
Jurong Island,2018,9,18,0,0,0,0,28.4,31.8,27.3,7.2,34.2
Jurong Island,2018,9,19,40,17,27.4,39,26.9,31.2,22.3,7.9,33.8
Jurong Island,2018,9,20,6.2,5.4,6,6.2,26.8,30.2,23.5,6.1,29.5
Jurong Island,2018,9,21,0.4,0.2,0.2,0.2,26.6,29.4,24.3,6.8,28.8
Jurong Island,2018,9,22,0,0,0,0,27.8,31,25.7,11.5,29.9
Jurong Island,2018,9,23,0,0,0,0,28.7,31.7,26.1,9.4,27.4
Jurong Island,2018,9,24,0,0,0,0,29.2,32.2,27.2,12.2,33.5
Jurong Island,2018,9,25,0,0,0,0,29.3,32.4,27.4,12.6,29.9
Jurong Island,2018,9,26,0,0,0,0,28.8,32.4,27.3,12.2,36.7
Jurong Island,2018,9,27,0,0,0,0,29.4,32.7,27.3,9.7,32
Jurong Island,2018,9,28,0,0,0,0,29.5,32.6,27.6,12.2,31
Jurong Island,2018,9,29,0,0,0,0,29.3,32.4,27.5,15.1,37.8
Jurong Island,2018,9,30,0,0,0,0,29.3,32.4,27.6,15.8,42.1
