Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2017,10,1,1,0.4,0.4,0.4,27.7,29.3,26.9,7.2,38.5
Jurong Island,2017,10,2,0,0,0,0,28.3,31.3,25.8,5,27
Jurong Island,2017,10,3,1.2,1,1,1,28.2,30.2,26.2,5.8,37.4
Jurong Island,2017,10,4,53.4,30.8,42.6,52.4,26.1,27.8,22.6,8.6,35.6
Jurong Island,2017,10,5,13.4,8.4,12,13.2,27.7,31.3,23.8,9,28.1
Jurong Island,2017,10,6,14.8,11.4,12.2,12.6,28.1,30.6,25.5,6.5,22.7
Jurong Island,2017,10,7,0.2,0.2,0.2,0.2,28.6,32.5,26.2,5.8,28.8
Jurong Island,2017,10,8,0,0,0,0,29.1,32.3,26.7,6.8,26.6
Jurong Island,2017,10,9,14.2,11.2,13.4,14.2,28.7,32.3,24.3,6.1,47.9
Jurong Island,2017,10,10,1.8,0.8,0.8,1,28.2,30.9,25,8.6,38.2
Jurong Island,2017,10,11,0.4,0.2,0.2,0.2,28.5,32.6,24.8,6.8,26.6
Jurong Island,2017,10,12,44.8,34.6,41.2,43,26.9,28.6,22.9,7.6,34.6
Jurong Island,2017,10,13,17.8,12.4,16,17.2,27.3,30.4,23.7,7.2,38.2
Jurong Island,2017,10,14,0,0,0,0,29.3,32.7,27.2,7.6,26.6
Jurong Island,2017,10,15,0,0,0,0,30.4,33.6,27.3,5,23
Jurong Island,2017,10,16,0,0,0,0,28.7,31.2,26.1,9,44.6
Jurong Island,2017,10,17,0,0,0,0,30,34.1,27.8,8.6,23
Jurong Island,2017,10,18,0,0,0,0,30.7,34.5,28.1,8.3,26.6
Jurong Island,2017,10,19,0,0,0,0,30.4,33.4,28.2,5.4,23.4
Jurong Island,2017,10,20,0,0,0,0,30.5,33,28,6.5,28.1
Jurong Island,2017,10,21,0,0,0,0,30.3,33.7,28.2,6.8,27
Jurong Island,2017,10,22,0.2,0.2,0.2,0.2,28.9,30.8,24.6,7.6,47.5
Jurong Island,2017,10,23,8.4,4.2,7.6,8.4,28.9,31,24.9,6.1,29.5
Jurong Island,2017,10,24,0,0,0,0,29,31.8,27.5,5,24.5
Jurong Island,2017,10,25,0,0,0,0,29.3,32.7,26.9,5.4,27.4
Jurong Island,2017,10,26,0,0,0,0,29,31.9,27.3,5.8,31.7
Jurong Island,2017,10,27,0,0,0,0,28.8,31.3,26.9,5.8,26.6
Jurong Island,2017,10,28,0,0,0,0,29.7,33.1,27,6.1,30.6
Jurong Island,2017,10,29,0,0,0,0,28.4,31.1,27,5.4,32
Jurong Island,2017,10,30,23.8,20.2,23.6,23.8,27.1,29.5,24.8,6.5,27.4
Jurong Island,2017,10,31,6,2.4,3.8,5.8,27,28.7,23.8,5,36.4
