Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2018,6,1,8.8,2.4,3.4,5.6,28.4,31.1,24.9,5,46.4
Jurong Island,2018,6,2,33.4,22,27.4,29,27.4,30.3,22.8,5.4,60.5
Jurong Island,2018,6,3,0,0,0,0,29.4,32.9,26.7,6.5,23.8
Jurong Island,2018,6,4,10.6,8.2,10.2,10.6,29.2,32.2,23,9,62.3
Jurong Island,2018,6,5,0,0,0,0,29.8,32.7,28.3,11.2,30.6
Jurong Island,2018,6,6,0,0,0,0,30.1,32.7,28.5,12.6,27
Jurong Island,2018,6,7,0,0,0,0,30.2,33,28.7,11.2,28.4
Jurong Island,2018,6,8,0.2,0.2,0.2,0.2,29.2,32.5,24.8,7.9,36
Jurong Island,2018,6,9,0,0,0,0,29.5,31.9,28.2,7.6,22.7
Jurong Island,2018,6,10,0,0,0,0,29.7,31.7,28.8,10.8,32.4
Jurong Island,2018,6,11,0,0,0,0,30.1,32.4,28.6,11.5,35.3
Jurong Island,2018,6,12,0,0,0,0,29.6,31.3,28.6,10.8,35.6
Jurong Island,2018,6,13,0,0,0,0,29.1,32.1,27.5,10.1,34.9
Jurong Island,2018,6,14,0,0,0,0,29.1,31.3,27.6,8.3,31.3
Jurong Island,2018,6,15,20.8,12,14.8,15.8,27,29,22.8,7.9,52.2
Jurong Island,2018,6,16,0,0,0,0,29.4,31.9,27.7,10.1,34.9
Jurong Island,2018,6,17,0,0,0,0,29.8,32.3,28.4,10.1,34.2
Jurong Island,2018,6,18,9.4,7.4,7.4,8.6,28.6,31,26.1,7.9,32.4
Jurong Island,2018,6,19,3.2,2.2,2.6,3.2,28.1,30.5,24.9,10.8,35.6
Jurong Island,2018,6,20,77.6,27.8,37,50.8,26.8,29.5,22.2,7.6,35.6
Jurong Island,2018,6,21,0,0,0,0,28.8,31.1,26.8,7.6,33.8
Jurong Island,2018,6,22,0,0,0,0,28.7,30.8,26.7,8.6,33.8
Jurong Island,2018,6,23,0,0,0,0,27.9,30.1,26.1,7.9,32.4
Jurong Island,2018,6,24,26.4,18.8,24.6,25.8,26.8,28.5,23.4,7.6,29.2
Jurong Island,2018,6,25,21,14.4,18.8,20.6,26.3,27.9,22.9,8.3,43.6
Jurong Island,2018,6,26,1.4,0.8,1.2,1.4,27.3,28.3,25.3,7.2,23.8
Jurong Island,2018,6,27,16.8,8.8,12.6,13,26.2,27.7,23.1,7.9,38.9
Jurong Island,2018,6,28,8.8,7.8,8.8,8.8,27.8,30.3,24.7,9,30.2
Jurong Island,2018,6,29,16.8,7.6,10.8,14.6,26.3,27.6,23.7,8.3,34.6
Jurong Island,2018,6,30,0,0,0,0,28,30,26.7,10.8,29.9
