Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2019,4,1,44.6,30.2,38.8,41.2,28,31.9,23.9,6.1,45.4
Jurong Island,2019,4,2,0,0,0,0,28.7,31.3,27.3,6.5,25.9
Jurong Island,2019,4,3,45.2,23.2,34.6,40.2,27.7,31.5,22.1,6.1,56.2
Jurong Island,2019,4,4,2,2,2,2,29.5,34.5,26.8,6.8,38.9
Jurong Island,2019,4,5,19.8,18.8,19.6,19.8,28.6,33.1,25.2,5.8,30.6
Jurong Island,2019,4,6,0,0,0,0,28.7,31.7,26.3,9,34.2
Jurong Island,2019,4,7,0,0,0,0,29.4,32.5,26.8,7.9,32.8
Jurong Island,2019,4,8,0.6,0.6,0.6,0.6,29.5,34.3,27.3,7.9,40.3
Jurong Island,2019,4,9,0,0,0,0,29.6,33.4,28.1,5.8,31.3
Jurong Island,2019,4,10,0,0,0,0,29.4,32.7,27.6,5.8,29.5
Jurong Island,2019,4,11,0,0,0,0,28.5,30.2,27.6,5.4,29.2
Jurong Island,2019,4,12,0.2,0.2,0.2,0.2,29.3,33,26.3,7.9,37.4
Jurong Island,2019,4,13,0.6,0.6,0.6,0.6,29.3,32.9,25.9,9.7,40.7
Jurong Island,2019,4,14,0,0,0,0,29,31.6,27.5,10.4,36.4
Jurong Island,2019,4,15,0,0,0,0,29.8,33.8,27,9.7,32
Jurong Island,2019,4,16,0.2,0.2,0.2,0.2,30.1,33.7,26.2,12.6,38.9
Jurong Island,2019,4,17,4.6,3.4,4.2,4.4,29.6,32.9,26,11.5,32.8
Jurong Island,2019,4,18,0,0,0,0,30.2,33.5,28.3,9.4,32
Jurong Island,2019,4,19,0,0,0,0,30,33.4,28.5,6.8,30.2
Jurong Island,2019,4,20,26.4,23.8,26.2,26.2,28.6,30.2,23.4,7.2,30.2
Jurong Island,2019,4,21,0,0,0,0,29.6,32.2,28,9.4,30.2
Jurong Island,2019,4,22,0,0,0,0,29.1,31.2,28.1,7.9,33.8
Jurong Island,2019,4,23,44.2,11,14.8,26.4,27.6,31,24.6,4.3,27.4
Jurong Island,2019,4,24,0.6,0.2,0.2,0.2,28.4,30.1,27.1,4.3,18.4
Jurong Island,2019,4,25,0,0,0,0,29.3,31.9,27.7,6.1,26.3
Jurong Island,2019,4,26,39,12.8,18.2,25,26.5,29.1,23.7,5.4,43.2
Jurong Island,2019,4,27,2.8,1.8,2.6,2.8,28,30,25.8,6.8,33.5
Jurong Island,2019,4,28,1.2,1.2,1.2,1.2,29.3,33.2,26,7.2,37.8
Jurong Island,2019,4,29,0,0,0,0,29.8,33.2,28.2,9.7,32.4
Jurong Island,2019,4,30,0,0,0,0,29.5,32.4,27.5,4,23.8
