Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2019,6,1,7.8,4,6.4,7.8,28.2,31.1,27,9.4,34.9
Jurong Island,2019,6,2,24.2,17.2,21.4,24,28.6,31.8,24,6.5,42.8
Jurong Island,2019,6,3,10.6,4.2,6.4,9,27.6,30.8,25.6,7.2,30.6
Jurong Island,2019,6,4,0,0,0,0,28.2,29.5,26.3,7.2,33.8
Jurong Island,2019,6,5,0,0,0,0,29.2,31.7,26.9,9.7,29.9
Jurong Island,2019,6,6,37,18,19,20.4,27.2,29.3,24.2,7.2,52.2
Jurong Island,2019,6,7,12.2,7,8,9,26.8,27.8,23.9,6.8,38.5
Jurong Island,2019,6,8,0,0,0,0,27.9,29.2,25.9,8.6,31.7
Jurong Island,2019,6,9,0.2,0.2,0.2,0.2,28.5,31,25.8,7.6,31.3
Jurong Island,2019,6,10,0,0,0,0,29.7,31.9,27.7,10.1,29.2
Jurong Island,2019,6,11,4.4,3,3,3,29.7,32.2,25.4,10.8,38.5
Jurong Island,2019,6,12,33,15.2,19,20.2,27.2,28.8,24.7,12.2,41.4
Jurong Island,2019,6,13,0.2,0.2,0.2,0.2,28.6,30.1,27.5,10.1,25.6
Jurong Island,2019,6,14,0.4,0.4,0.4,0.4,29.3,32.3,27.6,10.8,29.5
Jurong Island,2019,6,15,0,0,0,0,28.6,31.1,26.9,8.3,29.2
Jurong Island,2019,6,16,0,0,0,0,29.2,31.9,27.8,10.1,32.4
Jurong Island,2019,6,17,0,0,0,0,29,31,27.1,9.7,29.9
Jurong Island,2019,6,18,38.8,14,25.6,28.6,27.2,28.9,24,6.8,38.2
Jurong Island,2019,6,19,4.4,4.2,4.2,4.2,27.8,29.1,25.4,6.1,28.4
Jurong Island,2019,6,20,2.6,2.2,2.6,2.6,28.9,31.1,26.5,10.1,29.9
Jurong Island,2019,6,21,0,0,0,0,28.5,31.4,27.6,9,34.6
Jurong Island,2019,6,22,25.6,17.8,23,23.2,27.2,30.3,23.9,9.4,29.5
Jurong Island,2019,6,23,0,0,0,0,28.7,31.1,26.6,10.8,31.7
Jurong Island,2019,6,24,0.2,0.2,0.2,0.2,29,32.1,27,10.8,48.6
Jurong Island,2019,6,25,0,0,0,0,29.6,32.2,28.1,13,32
Jurong Island,2019,6,26,21.2,10.2,12.6,21,28,29.9,24.8,8.3,41.4
Jurong Island,2019,6,27,0,0,0,0,29.1,31.5,27.4,9,28.4
Jurong Island,2019,6,28,0,0,0,0,29.5,32.2,27.9,11.9,28.8
Jurong Island,2019,6,29,0,0,0,0,29,31.3,27.5,14.4,43.2
Jurong Island,2019,6,30,5.6,5,5.4,5.4,28.5,30.3,26.1,11.5,35.6
