Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2013,10,1,7.4,—,—,—,29.3,32.1,27.6,11.7,39.2
Jurong Island,2013,10,2,2.6,—,—,—,26.9,29.2,23.6,11.2,51.5
Jurong Island,2013,10,3,0,—,—,—,28.3,31.6,26.5,7.2,28.1
Jurong Island,2013,10,4,11.2,—,—,—,28.1,31.3,25,7.2,36
Jurong Island,2013,10,5,5.4,—,—,—,28.2,31.6,22.7,6.2,29.5
Jurong Island,2013,10,6,24.4,—,—,—,28.1,32.2,23.6,7.7,56.2
Jurong Island,2013,10,7,0.4,—,—,—,28.2,32.2,22.7,6.5,36
Jurong Island,2013,10,8,17.4,—,—,—,29.2,32.9,25.8,7.4,53.6
Jurong Island,2013,10,9,0,—,—,—,28.2,32.1,23.2,9,43.2
Jurong Island,2013,10,10,21.6,—,—,—,27.9,30.5,24.3,9.9,32.8
Jurong Island,2013,10,11,5.6,—,—,—,27.2,29.1,25.1,6.5,36
Jurong Island,2013,10,12,0,—,—,—,28.1,30.6,27,6.3,42.5
Jurong Island,2013,10,13,0,—,—,—,28.9,31.5,27.1,7.3,27.4
Jurong Island,2013,10,14,11.2,—,—,—,28.3,30.5,26.4,9.5,40.7
Jurong Island,2013,10,15,0,—,—,—,28,30,23.2,10.6,40
Jurong Island,2013,10,16,1,—,—,—,29,32.1,25.3,11.2,30.6
Jurong Island,2013,10,17,0,—,—,—,29.6,32.7,27.7,14.5,40.3
Jurong Island,2013,10,18,31.6,—,—,—,28.5,32.5,23,7.5,33.1
Jurong Island,2013,10,19,5,—,—,—,27.3,31,23.1,5,28.1
Jurong Island,2013,10,20,0.8,—,—,—,27.7,31,25.2,6.8,28.8
Jurong Island,2013,10,21,22.6,—,—,—,27.3,29.1,23.5,6.1,36
Jurong Island,2013,10,22,0.2,—,—,—,27.5,30.7,23.7,5.6,24.1
Jurong Island,2013,10,23,0,—,—,—,28.5,31.6,24.9,5.8,26.6
Jurong Island,2013,10,24,0,—,—,—,28.5,31.6,26.5,6.2,27.4
Jurong Island,2013,10,25,0,—,—,—,29.1,32.4,26.7,9.6,33.1
Jurong Island,2013,10,26,0,—,—,—,28.2,32,25,11,41.8
Jurong Island,2013,10,27,0,—,—,—,27.6,33,25.7,7.5,39.6
Jurong Island,2013,10,28,0.2,—,—,—,27.6,31.7,25.1,6.1,23.4
Jurong Island,2013,10,29,1.4,—,—,—,28,33.4,25.7,6.8,36
Jurong Island,2013,10,30,2.8,—,—,—,27.3,30.5,25.5,5.9,28.1
Jurong Island,2013,10,31,5.4,—,—,—,27.2,30.9,24.8,6.6,34.9
