Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2017,1,1,71.8,43.6,67.2,70.8,26.9,31.2,23.8,6.1,33.1
Jurong Island,2017,1,2,18.6,9,9.8,12.2,26.2,28.1,25,4.7,27
Jurong Island,2017,1,3,0.2,0.2,0.2,0.2,27.5,31.2,25.4,5,23.8
Jurong Island,2017,1,4,10.6,7.4,8,9.6,27.7,31.2,23.5,7.6,37.4
Jurong Island,2017,1,5,5.8,5.2,5.6,5.8,—,31.5,23,5,31.7
Jurong Island,2017,1,6,0.2,0.2,0.2,0.2,28.9,33,26.8,5.8,21.6
Jurong Island,2017,1,7,0,0,0,0,29.8,33.3,27.1,7.2,23
Jurong Island,2017,1,8,0,0,0,0,29.8,33.5,27.1,7.2,23.4
Jurong Island,2017,1,9,0,0,0,0,29.6,32.7,27.7,7.9,27.4
Jurong Island,2017,1,10,0,0,0,0,29.4,34.2,27.1,7.2,29.5
Jurong Island,2017,1,11,0,0,0,0,29,32.6,27,6.5,27.4
Jurong Island,2017,1,12,0,0,0,0,29,31.9,26.3,5,23.8
Jurong Island,2017,1,13,0,0,0,0,—,32.8,27,5,28.1
Jurong Island,2017,1,14,0,0,0,0,28.7,30.9,26.1,5.4,23.8
Jurong Island,2017,1,15,0,0,0,0,29.1,32.5,27,6.5,36.7
Jurong Island,2017,1,16,0,0,0,0,28.7,31.7,26.1,7.6,30.6
Jurong Island,2017,1,17,0,0,0,0,—,31.8,26.5,6.1,29.9
Jurong Island,2017,1,18,2.6,2.4,2.6,2.6,—,31.3,25.4,5.4,36.7
Jurong Island,2017,1,19,11.8,9.8,10.2,10.2,—,31.2,23.4,5.4,32.8
Jurong Island,2017,1,20,3.8,1.8,2.6,3.8,—,30.1,23.7,6.1,33.8
Jurong Island,2017,1,21,35.4,14,16.6,24.6,26.8,31.1,23.5,5.4,29.2
Jurong Island,2017,1,22,18.4,6,7.6,7.6,26.9,31.4,24.7,7.9,35.3
Jurong Island,2017,1,23,74,24,26.8,44,—,27.7,23.4,6.8,55.8
Jurong Island,2017,1,24,7,1,1.6,2.2,24.7,25.6,24,7.2,29.9
Jurong Island,2017,1,25,12.6,7.4,11,12.4,26.3,30,23.6,6.8,28.1
Jurong Island,2017,1,26,0.6,0.2,0.2,0.2,—,31.9,25.2,5.4,31.3
Jurong Island,2017,1,27,0.2,0.2,0.2,0.2,—,32,25.7,6.8,35.3
Jurong Island,2017,1,28,0.8,0.8,0.8,0.8,—,29.5,25.2,7.6,30.6
Jurong Island,2017,1,29,0,0,0,0,—,29.1,25.3,6.5,25.9
Jurong Island,2017,1,30,2.4,2.4,2.4,2.4,—,29.9,25,6.8,31.7
Jurong Island,2017,1,31,0,0,0,0,—,31.1,25.9,5,23.8
