Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2018,4,1,3.4,1.8,3.2,3.4,28.5,32.6,26.7,6.5,27.7
Jurong Island,2018,4,2,2.8,2.4,2.8,2.8,28.6,33.5,26.6,6.1,30.6
Jurong Island,2018,4,3,0,0,0,0,28.9,33.2,26.9,7.6,29.9
Jurong Island,2018,4,4,0,0,0,0,28.6,30.8,26.8,13,38.5
Jurong Island,2018,4,5,0,0,0,0,29,32.6,26.7,9.4,34.6
Jurong Island,2018,4,6,0,0,0,0,29,32,26.3,8.6,35.3
Jurong Island,2018,4,7,0.6,0.2,0.2,0.4,28.1,32.2,26.5,6.8,38.9
Jurong Island,2018,4,8,3.4,2.4,3.4,3.4,28.6,33.2,25.9,5.8,36.7
Jurong Island,2018,4,9,0,0,0,0,29.3,33.5,27.2,7.6,39.2
Jurong Island,2018,4,10,0,0,0,0,28.8,31.5,26.8,11.9,44.3
Jurong Island,2018,4,11,0,0,0,0,29.3,32.4,27.4,11.9,40.7
Jurong Island,2018,4,12,2,1.4,1.6,2,29.1,31.7,27.3,7.2,45.4
Jurong Island,2018,4,13,12.2,3.6,4.8,7.2,29.1,33,26.7,8.3,50.4
Jurong Island,2018,4,14,15.4,15,15.4,15.4,28.3,31.8,25,4.7,33.5
Jurong Island,2018,4,15,3.2,1.6,2.2,2.6,27.7,30.9,25.9,5,25.2
Jurong Island,2018,4,16,0.8,0.4,0.6,0.8,26.9,29.2,25.2,6.1,44.3
Jurong Island,2018,4,17,1,0.8,0.8,1,27.8,32.9,25.9,5,26.6
Jurong Island,2018,4,18,5.8,4.4,4.6,5.8,28.3,32.6,25.9,5,34.2
Jurong Island,2018,4,19,8.8,7.2,8.2,8.2,27.7,29.3,24.5,5,39.2
Jurong Island,2018,4,20,48,32,46.4,47.8,27.3,32.1,23.6,5,29.9
Jurong Island,2018,4,21,17.6,13.4,14,15.2,26.9,29.5,25.2,4.3,23
Jurong Island,2018,4,22,0.2,0.2,0.2,0.2,28.2,31.3,26.2,4.3,27.4
Jurong Island,2018,4,23,0,0,0,0,28.1,31.2,26.4,4.7,28.1
Jurong Island,2018,4,24,0,0,0,0,28.8,31.9,26.1,6.8,24.8
Jurong Island,2018,4,25,0,0,0,0,30.4,33.8,27.8,5,27
Jurong Island,2018,4,26,3.4,3.4,3.4,3.4,29.7,33.2,26.7,6.5,27.7
Jurong Island,2018,4,27,13.8,10.6,11,12,27.4,29.6,23.8,5.8,31
Jurong Island,2018,4,28,0,0,0,0,28.5,31.3,25.5,8.6,28.8
Jurong Island,2018,4,29,0,0,0,0,29.8,32.7,27.9,13,30.6
Jurong Island,2018,4,30,0,0,0,0,29.5,32.3,28.4,13.3,38.5
