Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2016,9,1,25.6,15.2,15.2,15.2,27,29.6,24.5,5.4,39.6
Jurong Island,2016,9,2,0,0,0,0,28.7,31.5,26.1,6.1,24.8
Jurong Island,2016,9,3,0,0,0,0,29.6,32.7,27.2,6.5,24.5
Jurong Island,2016,9,4,2.4,1.2,1.2,1.2,28.9,31.5,26.3,5,23.8
Jurong Island,2016,9,5,0,0,0,0,28.5,31,25.7,5.4,28.4
Jurong Island,2016,9,6,0.2,0.2,0.2,0.2,29.2,32.5,25.5,9.7,31.7
Jurong Island,2016,9,7,16.4,9.2,14.6,15.2,27.7,29,23.6,14,55.4
Jurong Island,2016,9,8,0,0,0,0,29.3,31.9,27.9,13,38.5
Jurong Island,2016,9,9,2.2,1.2,1.2,1.2,28.1,31.7,26.2,6.8,39.6
Jurong Island,2016,9,10,14.4,12.4,13.2,14,27.2,30,22.7,8.3,45
Jurong Island,2016,9,11,4,2.4,2.4,2.4,28.6,31.3,24.7,9.7,45
Jurong Island,2016,9,12,0.2,0.2,0.2,0.2,—,28.8,26.4,7.2,39.6
Jurong Island,2016,9,13,0,0,0,0,29.4,32.3,27.2,10.1,29.5
Jurong Island,2016,9,14,6.4,4.4,5.8,6,27,29.1,23.6,9,40.7
Jurong Island,2016,9,15,0,0,0,0,—,32.3,26.6,7.6,25.2
Jurong Island,2016,9,16,4.6,1.6,2.4,2.8,28.4,32.2,23.9,10.1,46.8
Jurong Island,2016,9,17,10,9.4,10,10,—,31.4,23.2,6.1,36.4
Jurong Island,2016,9,18,27,24.4,26.4,26.8,29.1,32.1,22.8,6.1,42.1
Jurong Island,2016,9,19,3,2.8,2.8,2.8,—,31.2,25.7,8.3,43.6
Jurong Island,2016,9,20,31.4,14.2,15.4,25.6,28.2,31.3,23.7,8.3,46.4
Jurong Island,2016,9,21,0,0,0,0,—,32.2,27.3,7.2,40
Jurong Island,2016,9,22,0,0,0,0,29.2,31.9,27,5.4,29.2
Jurong Island,2016,9,23,0,0,0,0,—,33.1,27.2,7.2,27.7
Jurong Island,2016,9,24,0,0,0,0,29.7,32.7,25.4,7.2,36.4
Jurong Island,2016,9,25,2.2,2.2,2.2,2.2,—,32.5,24.5,9,41
Jurong Island,2016,9,26,0,0,0,0,—,32.5,27.1,5.4,32.8
Jurong Island,2016,9,27,0,0,0,0,—,31.3,26.8,5,26.3
Jurong Island,2016,9,28,0,0,0,0,30.2,33.8,26.3,6.5,34.9
Jurong Island,2016,9,29,0,0,0,0,29.8,33.1,26.5,5.8,31.3
Jurong Island,2016,9,30,6,5.8,6,6,29.6,32.9,23.7,5.8,43.6
