Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2013,3,1,0,—,—,—,29.1,33.5,26.4,7.1,29.2
Jurong Island,2013,3,2,0,—,—,—,29.1,33.9,27.2,6.6,26.6
Jurong Island,2013,3,3,0,—,—,—,28.9,32.5,26.6,6.9,33.1
Jurong Island,2013,3,4,0,—,—,—,28.9,33.3,25.8,7.6,38.2
Jurong Island,2013,3,5,0.6,—,—,—,28.3,32.9,25.9,7.4,34.2
Jurong Island,2013,3,6,0,—,—,—,28.1,32.1,25.7,6.1,24.8
Jurong Island,2013,3,7,1.8,—,—,—,28.1,32.9,26,7.2,36.7
Jurong Island,2013,3,8,38.6,—,—,—,28,33.1,24.3,6.1,32.4
Jurong Island,2013,3,9,6.2,—,—,—,27.7,32.9,24.2,6.3,36
Jurong Island,2013,3,10,10,—,—,—,27.9,32.6,25.1,5.9,26.3
Jurong Island,2013,3,11,0,—,—,—,28.4,31.8,26.2,7.8,35.6
Jurong Island,2013,3,12,0,—,—,—,28.4,32.1,25.7,9.1,35.6
Jurong Island,2013,3,13,0.4,—,—,—,28.1,31.5,25.9,7.2,29.9
Jurong Island,2013,3,14,19,—,—,—,28,32.3,25,6.4,33.8
Jurong Island,2013,3,15,0,—,—,—,28.4,32.1,25.8,6.6,36
Jurong Island,2013,3,16,0,—,—,—,28.9,33.2,26.4,9.7,41
Jurong Island,2013,3,17,6,—,—,—,27.9,30.8,24.7,5.6,26.3
Jurong Island,2013,3,18,0,—,—,—,29,32.8,26.4,8.1,32.8
Jurong Island,2013,3,19,0,—,—,—,29.2,33,26.6,8.1,34.9
Jurong Island,2013,3,20,0,—,—,—,29,32.1,27.1,10.7,29.5
Jurong Island,2013,3,21,0,—,—,—,29.4,32.7,27.7,14,36.4
Jurong Island,2013,3,22,0,—,—,—,29,31.8,27.7,11.3,33.8
Jurong Island,2013,3,23,0,—,—,—,28.9,32.3,26.4,8.5,36.4
Jurong Island,2013,3,24,0,—,—,—,29.3,32.6,27.4,6.8,32.8
Jurong Island,2013,3,25,16,—,—,—,29.1,32.5,26.7,6.5,28.1
Jurong Island,2013,3,26,1.4,—,—,—,28.5,32.1,23.7,6.9,33.5
Jurong Island,2013,3,27,0.2,—,—,—,29.5,32.4,27.4,4.1,23
Jurong Island,2013,3,28,16,—,—,—,28.5,31.3,25.5,7.2,27
Jurong Island,2013,3,29,0.2,—,—,—,28.5,32,26.4,4.9,22.7
Jurong Island,2013,3,30,2,—,—,—,29.4,32.3,27.1,5.5,24.8
Jurong Island,2013,3,31,1.4,—,—,—,29.3,33.2,27.1,6.2,26.3
