Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2013,7,1,0,—,—,—,29.2,32,27.5,5.9,28.1
Jurong Island,2013,7,2,0.2,—,—,—,28.1,30.3,26.9,8.5,40
Jurong Island,2013,7,3,0,—,—,—,28.6,31.6,26.4,7.6,23
Jurong Island,2013,7,4,18,—,—,—,27.6,31,23.5,6,41
Jurong Island,2013,7,5,0,—,—,—,27.5,29.4,24.7,5.9,22.7
Jurong Island,2013,7,6,0,—,—,—,29,31.6,27.5,9.9,34.6
Jurong Island,2013,7,7,0,—,—,—,29.4,32.3,27.7,11.3,35.6
Jurong Island,2013,7,8,3.4,—,—,—,29.2,31.8,27.9,13.7,34.9
Jurong Island,2013,7,9,1.8,—,—,—,26.9,28.7,24.8,11.9,45.7
Jurong Island,2013,7,10,0,—,—,—,28.2,31.4,26,13,27.4
Jurong Island,2013,7,11,0,—,—,—,28.1,30.3,25.9,7.5,36
Jurong Island,2013,7,12,0,—,—,—,28.4,31,25.9,5.5,37.4
Jurong Island,2013,7,13,3.6,—,—,—,28.3,30.4,26.6,6.3,26.3
Jurong Island,2013,7,14,11.2,—,—,—,27.5,29.4,23.5,6.2,47.2
Jurong Island,2013,7,15,0,—,—,—,27.4,31,25,10.2,43.6
Jurong Island,2013,7,16,0,—,—,—,28.9,32,27.6,7.3,21.2
Jurong Island,2013,7,17,0.2,—,—,—,27.5,30.9,25.9,7.9,36
Jurong Island,2013,7,18,0.2,—,—,—,27.2,27.7,26.6,15.9,42.1
Jurong Island,2013,7,19,0,—,—,—,28.3,30.9,27,11.6,34.2
Jurong Island,2013,7,20,0,—,—,—,29.1,32.7,27.2,8.3,26.3
Jurong Island,2013,7,21,0,—,—,—,29.1,32.7,27.3,8.3,25.6
Jurong Island,2013,7,22,0,—,—,—,29.3,32.4,27.3,10.4,28.8
Jurong Island,2013,7,23,0,—,—,—,29.6,32.7,27.7,12,31.3
Jurong Island,2013,7,24,0,—,—,—,29.6,32.2,28,13.2,30.6
Jurong Island,2013,7,25,0,—,—,—,28.6,31.1,27.1,13.3,36
Jurong Island,2013,7,26,0,—,—,—,28.4,30.2,27.4,11.1,36.7
Jurong Island,2013,7,27,2,—,—,—,26.6,28.1,24.6,8.7,38.5
Jurong Island,2013,7,28,4.6,—,—,—,28.6,31.1,25.8,8.5,32.4
Jurong Island,2013,7,29,2.2,—,—,—,27.4,28.7,24.1,7.9,28.1
Jurong Island,2013,7,30,0.2,—,—,—,28.5,30.9,26.8,10.2,33.1
Jurong Island,2013,7,31,5,—,—,—,28.4,31,25.9,12.7,45
