Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2013,2,1,0,—,—,—,28.5,32.6,26.1,7.5,35.3
Jurong Island,2013,2,2,0,—,—,—,28.7,33.8,25.8,6.8,32
Jurong Island,2013,2,3,23.2,—,—,—,26.2,29.3,24.5,6.3,41.8
Jurong Island,2013,2,4,0,—,—,—,27.4,29.8,25.7,5.8,38.2
Jurong Island,2013,2,5,96.2,—,—,—,25.7,29.1,22.9,5,32.4
Jurong Island,2013,2,6,18.8,—,—,—,25.6,28.7,24.1,4.5,20.5
Jurong Island,2013,2,7,53.2,—,—,—,25.9,32.5,23.6,5,34.6
Jurong Island,2013,2,8,26.2,—,—,—,26,29.3,24.1,4.5,25.6
Jurong Island,2013,2,9,8.2,—,—,—,26.6,31.2,24.5,5.1,22
Jurong Island,2013,2,10,23,—,—,—,25,26.9,22.9,5.6,34.6
Jurong Island,2013,2,11,0,—,—,—,25.9,30.2,24.1,5.4,27.7
Jurong Island,2013,2,12,0.6,—,—,—,26.5,29.9,24.7,5.7,34.6
Jurong Island,2013,2,13,1.2,—,—,—,26.9,30.9,25.4,5.6,33.8
Jurong Island,2013,2,14,14.6,—,—,—,25.3,28.2,23.9,4.2,29.9
Jurong Island,2013,2,15,8,—,—,—,26,29.9,24.2,6.4,32.8
Jurong Island,2013,2,16,11.8,—,—,—,26,29.5,24.2,5.4,27.4
Jurong Island,2013,2,17,0.6,—,—,—,25.6,26.6,24.8,4.4,20.9
Jurong Island,2013,2,18,0,—,—,—,27.2,32.6,24.8,6,28.1
Jurong Island,2013,2,19,3.4,—,—,—,26.5,28.4,25.2,5,21.2
Jurong Island,2013,2,20,0,—,—,—,27.7,30.7,25.6,6.7,24.1
Jurong Island,2013,2,21,0,—,—,—,27.3,29.2,25.7,5.7,26.3
Jurong Island,2013,2,22,0,—,—,—,28.3,33.2,25.4,9.1,30.2
Jurong Island,2013,2,23,0,—,—,—,28.2,33.2,25,9.1,32.4
Jurong Island,2013,2,24,0,—,—,—,28.4,31.7,25.9,8.7,26.6
Jurong Island,2013,2,25,0.2,—,—,—,27.8,31.2,25.9,7.2,31
Jurong Island,2013,2,26,4.6,—,—,—,27.5,31.2,25.5,6.1,28.8
Jurong Island,2013,2,27,0,—,—,—,27.9,31.8,25.1,5.8,28.8
Jurong Island,2013,2,28,0,—,—,—,28.5,32.3,26,6.8,22.7
