Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2013,6,1,15,—,—,—,29.7,32.7,27.4,4.5,25.2
Jurong Island,2013,6,2,0,—,—,—,29.6,32.8,22.9,5.5,32
Jurong Island,2013,6,3,0.2,—,—,—,29.6,32.1,25.3,5.2,39.2
Jurong Island,2013,6,4,0,—,—,—,28.7,31.5,25.8,6.4,24.5
Jurong Island,2013,6,5,0.4,—,—,—,28.1,32.4,25.5,6.4,28.8
Jurong Island,2013,6,6,0,—,—,—,29.4,33.4,26.4,6.1,25.9
Jurong Island,2013,6,7,8.2,—,—,—,29.2,33.5,26.1,6.3,32.4
Jurong Island,2013,6,8,22.2,—,—,—,29.4,32.9,26.2,5.3,22.3
Jurong Island,2013,6,9,30.8,—,—,—,28.2,30.2,23.4,6.8,43.6
Jurong Island,2013,6,10,1.8,—,—,—,29.1,32.1,24.2,6.3,28.8
Jurong Island,2013,6,11,0,—,—,—,29.9,32.3,25.6,10.7,52.6
Jurong Island,2013,6,12,0,—,—,—,30.3,32.5,29.1,8.3,40.3
Jurong Island,2013,6,13,0,—,—,—,30.4,33.5,28.4,5.8,25.6
Jurong Island,2013,6,14,0,—,—,—,30.7,33.6,29,5.5,23.8
Jurong Island,2013,6,15,0,—,—,—,30.4,33.2,28.8,7.2,24.5
Jurong Island,2013,6,16,8,—,—,—,30.6,33.7,24.9,8.4,32
Jurong Island,2013,6,17,0,—,—,—,30,32.5,27.9,5.3,37.4
Jurong Island,2013,6,18,0,—,—,—,30.8,34,28.6,5.5,31
Jurong Island,2013,6,19,0,—,—,—,30.8,33.7,29.1,6.2,29.5
Jurong Island,2013,6,20,0,—,—,—,30.6,33.5,28.8,5.9,30.6
Jurong Island,2013,6,21,0,—,—,—,30.4,33.2,28.4,5.2,24.8
Jurong Island,2013,6,22,0,—,—,—,30.9,34.1,28.7,4.8,20.5
Jurong Island,2013,6,23,0,—,—,—,30.4,33.8,28.9,8.4,30.6
Jurong Island,2013,6,24,0,—,—,—,30.5,34.2,28.7,13.5,28.8
Jurong Island,2013,6,25,0,—,—,—,29.5,32.8,26.7,10.8,36
Jurong Island,2013,6,26,40.4,—,—,—,28,30.7,22.6,7.1,51.8
Jurong Island,2013,6,27,0,—,—,—,29.3,31.9,26.6,5.7,33.1
Jurong Island,2013,6,28,0,—,—,—,29.3,32,27.3,4,21.6
Jurong Island,2013,6,29,0,—,—,—,29.9,32.6,27.9,4.4,23
Jurong Island,2013,6,30,0,—,—,—,27.9,29.6,25.6,5.4,36.4
